question,context_file,score,context_snippet
รายได้จากการลงทุนต่อ (Reinvestment income) คืออะไร,1345175.txt,0.8402358889579773,ตราสารที่เชื่อมโยงกับตราสารทุน  1.	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน (Equity-Linked Product) 1.1	ความหมายของ Equity-Linked Product (Equity-Linked Product แปลตามตรงว่า ผลิตภัณฑ์ที่เชื่...
รายได้จากการลงทุนต่อ (Reinvestment income) คืออะไร,1345194.txt,0.8379579186439514,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  2.	ความหมายของตราสารทุน คือ ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ โดยได้รับผลตอบแทนจากเงินปันผล (Dividend) และส่วนต่างของมูลค่ากิจการที่เพิ่มขึ้น (Ca...
ตัวอย่างลำดับเหตุการณ์ที่เกี่ยวข้องกับการจ่ายเงินปันผล,1345196.txt,0.8326599597930908,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  4.1	ผลตอบแทนของตราสารทุน ผลตอบแทนของตราสารทุนประกอบด้วย 1. ผลตอบแทนจากส่วนต่างราคา (Capital Gain) 2. ผลตอบแทนจากการปันผล (Dividend)  4.2	ผลตอบแทนจากการป...
ตัวอย่างลำดับเหตุการณ์ที่เกี่ยวข้องกับการจ่ายเงินปันผล,1345145.txt,0.8216479420661926,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้  4.	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้ 4.1	ความสัมพันธ์ระหว่างอัตราผลตอบแทนถึงวันครบกำหนด (YTM) กับ ราคาตราสารหนี้ทั่วไป มีความสัมพันธ์แบบผ...
ตัวอย่างลำดับเหตุการณ์ที่เกี่ยวข้องกับการจ่ายเงินปันผล,1345153.txt,0.8213884830474854,การประเมินมูลค่าหุ้นสามัญ  4.	Relative Valuation (วิธีการประเมินมูลค่าหุ้นเชิงสัมพัทธ์) คือ การประเมินค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน หรืออา...
กรณีมีวิกฤตร้ายแรง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345186.txt,0.8816912174224854,ตลาดหลักทรัพย์แห่งประเทศไทย  6.	แผนสำรองกรณีระบบการซื้อขายของตลาดหลักทรัพย์ขัดข้อง ตลาดหลักทรัพย์สามารถสั่งหยุดการซื้อขายชั่วคราวได้ ตามมาตรา 187 ของพรบ. หลักทรัพย์และตลาดหลักทรัพย์ 6.1	การหยุดทำการซื...
กรณีมีวิกฤตร้ายแรง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345185.txt,0.8494223952293396,ตลาดหลักทรัพย์แห่งประเทศไทย  5.	การหยุดการซื้อขายชั่วคราว (Circuit breaker) และเครื่องหมายต่างๆ บนกระดานหลักทรัพย์ 5.1	การหยุดการซื้อขายชั่วคราว (Circuit breaker) 	เนื่องจากการลดลงของ SET Index ที่รุน...
กรณีมีวิกฤตร้ายแรง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345188.txt,0.8247441053390503,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
เงินปันผลกรณีนิติบุคคลทั่วไป มีกรณีใดบ้าง,1345161.txt,0.8338621258735657,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
เงินปันผลกรณีนิติบุคคลทั่วไป มีกรณีใดบ้าง,1345192.txt,0.8211241960525513,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
เงินปันผลกรณีนิติบุคคลทั่วไป มีกรณีใดบ้าง,1345141.txt,0.8124307990074158,การซื้อขายตราสารหนี้ในไทย  6.	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี 	1.	ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 	2.	กำไรจากส่วนต่างราคา (Capital g...
การวิเคราะห์ SWOT ต้องพิจารณาปัจจัยอะไรบ้าง,1345156.txt,0.8145970702171326,การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  2.	กลยุทธ์การลงทุนในกองทุนรวม 2.1	กลยุทธ์การจัดสรรสินทรัพย์ลงทุน (Asset Allocation) คือ กลยุทธ์การกระจายการลงทุนไปยังกองทุนที่ลงทุนในสินทรัพย์หลากหลายประเภท ...
การวิเคราะห์ SWOT ต้องพิจารณาปัจจัยอะไรบ้าง,1345155.txt,0.8091983795166016,"การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  1.	การพิจารณาเลือกกองทุนรวม เพื่อให้ได้กองทุนรวมที่เหมาะสมกับผู้ลงทุนและจังหวะในการลงทุนนั้น จะต้องวิเคราะห์ทั้งตัวผู้ลงทุน, ข้อมูลกองทุน และสภาพแวดล้อมการลง..."
การวิเคราะห์ SWOT ต้องพิจารณาปัจจัยอะไรบ้าง,1345154.txt,0.8059008121490479,"การประเมินมูลค่าหุ้นสามัญ  5.	กลยุทธ์การลงทุนในหุ้นสามัญ 5.1.	การลงทุนแบบเน้นคุณค่า (Value Investing) 	*	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง (Intrinsic Value) 	*	หุ้นที่ลงทุนมักมี PE, PB, ต่ำก..."
กรณีระบบซื้อขายของตลาดฯ ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345186.txt,0.8991379141807556,ตลาดหลักทรัพย์แห่งประเทศไทย  6.	แผนสำรองกรณีระบบการซื้อขายของตลาดหลักทรัพย์ขัดข้อง ตลาดหลักทรัพย์สามารถสั่งหยุดการซื้อขายชั่วคราวได้ ตามมาตรา 187 ของพรบ. หลักทรัพย์และตลาดหลักทรัพย์ 6.1	การหยุดทำการซื...
กรณีระบบซื้อขายของตลาดฯ ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345185.txt,0.8645380735397339,ตลาดหลักทรัพย์แห่งประเทศไทย  5.	การหยุดการซื้อขายชั่วคราว (Circuit breaker) และเครื่องหมายต่างๆ บนกระดานหลักทรัพย์ 5.1	การหยุดการซื้อขายชั่วคราว (Circuit breaker) 	เนื่องจากการลดลงของ SET Index ที่รุน...
กรณีระบบซื้อขายของตลาดฯ ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345183.txt,0.8493304252624512,ตลาดหลักทรัพย์แห่งประเทศไทย  3.	เวลาในการซื้อขาย และการคำนวณราคาเปิด/ราคาปิด 3.1	เวลาในการซื้อขาย 	ช่วงเวลา	รายละเอียด 	9.30 – 10.00 น.	Pre-opening I (ก่อนเปิดตลาดเช้า) ระบบคำนวณราคาเปิดของหลักทรัพย์ช...
การเสียภาษีบุคคลธรรมดาได้รับการยกเว้นอะไรบ้าง,1345161.txt,0.8347042798995972,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
การเสียภาษีบุคคลธรรมดาได้รับการยกเว้นอะไรบ้าง,1345192.txt,0.8328176140785217,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
การเสียภาษีบุคคลธรรมดาได้รับการยกเว้นอะไรบ้าง,1345141.txt,0.8297253847122192,การซื้อขายตราสารหนี้ในไทย  6.	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี 	1.	ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 	2.	กำไรจากส่วนต่างราคา (Capital g...
ดอกเบี้ยรับ (Interest payment) คืออะไร,1345172.txt,0.8597908616065979,ความรู้พื้นฐานของตราสารหนี้  4.	ผลตอบแทนจากการลงทุนตราสารหนี้ 	ดอกเบี้ยรับ (Interest payment): ดอกเบี้ยที่ผู้ลงทุนได้รับ 	กำไรจากส่วนต่างราคา (Capital gain): กำไรจากการที่ผู้ลงทุนขายตราสารหนี้ในราคาที...
ดอกเบี้ยรับ (Interest payment) คืออะไร,1345143.txt,0.8299160599708557,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้  2.	ราคาของตราสารหนี้ เมื่อมีการชื้อขายตราสารหนี้นั้น ราคาที่แสดงในกระดานซื้อขายตราสารหนี้ และราคาที่ใช้ชำระในการซื้อขายนั้นจะเป็นคนละราคากัน ซึ่งราคาของต...
ดอกเบี้ยรับ (Interest payment) คืออะไร,1345142.txt,0.8235249519348145,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้  1.	การประเมินมูลค่าตราสารหนี้ หมายถึง การหาราคาที่เหมาะสม (Fair Price หรือ Intrinsic Value) ของตราสารหนี้เพื่อใช้ประกอบการตัดสินใจลงทุน ซึ่งสามารถตัดสินไ...
ช่วงราคาซื้อขาย (Spread/Trick sizes) คืออะไร,1345183.txt,0.8534220457077026,ตลาดหลักทรัพย์แห่งประเทศไทย  3.	เวลาในการซื้อขาย และการคำนวณราคาเปิด/ราคาปิด 3.1	เวลาในการซื้อขาย 	ช่วงเวลา	รายละเอียด 	9.30 – 10.00 น.	Pre-opening I (ก่อนเปิดตลาดเช้า) ระบบคำนวณราคาเปิดของหลักทรัพย์ช...
ช่วงราคาซื้อขาย (Spread/Trick sizes) คืออะไร,1345182.txt,0.8458720445632935,ตลาดหลักทรัพย์แห่งประเทศไทย  2.	กระบวนการ วิธีการ และช่องทางการซื้อขาย 2.1	กระบวนการในการซื้อขาย 	รายละเอียดขั้นตอนการซื้อ 	1.	ผู้ซื้อส่งคำสั่งซื้อไปยัง Broker (Broker ในที่นี้หมายถึง บริษัทหลักทรัพย์...
ช่วงราคาซื้อขาย (Spread/Trick sizes) คืออะไร,1345184.txt,0.8452942967414856,ตลาดหลักทรัพย์แห่งประเทศไทย  4.	หน่วยการซื้อขาย และราคาซื้อขาย 4.1	หน่วยในการซื้อขาย (Board lot) 	หน่วยการซื้อขายในตลาดหลักทรัพย์แห่งประเทศไทยที่กำหนดบนการซื้อขายหลัก (Main Board) มีการกำหนดไว้ดังนี้ ...
อัตราภาษีของผู้ลงทุนชาวไทยที่เป็นนิติบุคคล คืออะไร,1345192.txt,0.8535667061805725,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
อัตราภาษีของผู้ลงทุนชาวไทยที่เป็นนิติบุคคล คืออะไร,1345161.txt,0.8504086136817932,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
อัตราภาษีของผู้ลงทุนชาวไทยที่เป็นนิติบุคคล คืออะไร,1345141.txt,0.8444514274597168,การซื้อขายตราสารหนี้ในไทย  6.	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี 	1.	ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 	2.	กำไรจากส่วนต่างราคา (Capital g...
การเสียภาษีของนิติบุคคลที่จดทะเบียนในตลาดหลักทรัพย์ มีอะไรบ้าง,1345192.txt,0.8619300127029419,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
การเสียภาษีของนิติบุคคลที่จดทะเบียนในตลาดหลักทรัพย์ มีอะไรบ้าง,1345161.txt,0.8441444635391235,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
การเสียภาษีของนิติบุคคลที่จดทะเบียนในตลาดหลักทรัพย์ มีอะไรบ้าง,1345138.txt,0.8389505743980408,การซื้อขายตราสารหนี้ในไทย  3.	ผู้เกี่ยวข้องกับตราสารหนี้ไทย สามารถแบ่งออกเป็น 5 กลุ่มได้ดังนี้ 3.1	กลุ่มผู้ลงทุน 	1.	ผู้ลงทุนรายย่อย คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงินลงทุนในหลักทรัพย์ต่ำกว่าเกณฑ...
กำไรจากส่วนต่างราคา มาจากไหน,1345172.txt,0.8099278211593628,ความรู้พื้นฐานของตราสารหนี้  4.	ผลตอบแทนจากการลงทุนตราสารหนี้ 	ดอกเบี้ยรับ (Interest payment): ดอกเบี้ยที่ผู้ลงทุนได้รับ 	กำไรจากส่วนต่างราคา (Capital gain): กำไรจากการที่ผู้ลงทุนขายตราสารหนี้ในราคาที...
กำไรจากส่วนต่างราคา มาจากไหน,1345200.txt,0.8040158748626709,ผลตอบแทนและความเสี่ยงของกองทุนรวม  2.	ผลตอบแทนของกองทุนรวม ผลตอบแทนของกองทุนรวมประกอบด้วย 1. ผลตอบแทนจากส่วนต่างราคา (Capital gain)  2. เงินปันผล (Dividend) ซึ่งมีสูตรการคำนวณอัตราผลตอบแทนดังนี้ 	*	Ca...
กำไรจากส่วนต่างราคา มาจากไหน,1345194.txt,0.80257248878479,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  2.	ความหมายของตราสารทุน คือ ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ โดยได้รับผลตอบแทนจากเงินปันผล (Dividend) และส่วนต่างของมูลค่ากิจการที่เพิ่มขึ้น (Ca...
ส่วนลดของตราสารหนี้ มาจากไหน,1345169.txt,0.8442853689193726,ความรู้พื้นฐานของตราสารหนี้  1.	ความหมายและเหตุผลในการระดมทุนด้วยตราสารหนี้ 1.1	ความหมายของตราสารหนี้ ตราสารหนี้ เปรียบเสมือนสัญญาการกู้ยืม โดยผู้ลงทุนในตราสารหนี้คือผู้ให้กู้ มีสถานะเป็นเจ้าหนี้ ได้ร...
ส่วนลดของตราสารหนี้ มาจากไหน,1345141.txt,0.841513991355896,การซื้อขายตราสารหนี้ในไทย  6.	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี 	1.	ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 	2.	กำไรจากส่วนต่างราคา (Capital g...
ส่วนลดของตราสารหนี้ มาจากไหน,1345171.txt,0.8339687585830688,ความรู้พื้นฐานของตราสารหนี้  3.	องค์ประกอบ และชื่อย่อของตราสารหนี้ 3.1	องค์ประกอบของตราสารหนี้ 	1.	มูลค่าหน้าตั๋ว/มูลค่าที่ตราไว้ (Face Value/Par Value) คือ เงินที่ผู้ลงทุนจะได้รับคืนเมื่อครบกำหนด ซึ่...
รายงานประจำปี (Annual Report) คืออะไร,1345189.txt,0.8363276124000549,ตลาดหลักทรัพย์แห่งประเทศไทย  9.	ข้อมูลที่บริษัทจดทะเบียนต้องรายงานกับตลาดหลักทรัพย์ฯ 9.1	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน (Periodic Report) 	1.	ประเภทรายงานและกำหนดส่ง 		งบรายไตรมาส ฉบับสอบ...
รายงานประจำปี (Annual Report) คืออะไร,1345157.txt,0.8238385915756226,การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  3.	แหล่งข้อมูลสำคัญของกองทุนรวม 3.1	รายงานการจัดอันดับกองทุน ที่จัดทำโดยบริษัทจัดอันดับกองทุน1 โดยจะจัดอันดับของอัตราผลตอบแทนและความเสี่ยงในรูปของ Percentile...
รายงานประจำปี (Annual Report) คืออะไร,1345175.txt,0.8082813024520874,ตราสารที่เชื่อมโยงกับตราสารทุน  1.	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน (Equity-Linked Product) 1.1	ความหมายของ Equity-Linked Product (Equity-Linked Product แปลตามตรงว่า ผลิตภัณฑ์ที่เชื่...
ทางเลือกเงินปันผลสำหรับบุคคลธรรมดา มีอะไรบ้าง,1345161.txt,0.8321095108985901,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
ทางเลือกเงินปันผลสำหรับบุคคลธรรมดา มีอะไรบ้าง,1345141.txt,0.8172973394393921,การซื้อขายตราสารหนี้ในไทย  6.	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี 	1.	ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 	2.	กำไรจากส่วนต่างราคา (Capital g...
ทางเลือกเงินปันผลสำหรับบุคคลธรรมดา มีอะไรบ้าง,1345192.txt,0.8162917494773865,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ระบบสำรองของตลาดหลักทรัพย์ คืออะไร,1345188.txt,0.8513439297676086,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ระบบสำรองของตลาดหลักทรัพย์ คืออะไร,1345181.txt,0.8510490655899048,ตลาดหลักทรัพย์แห่งประเทศไทย  1.	ระบบการซื้อขายของตลาดหลักทรัพย์แห่งประเทศไทย 1.1	พัฒนาการของระบบการซื้อขาย 	*	30 เม.ย. 2518: ตลาดหลักทรัพย์แห่งประเทศไทยเปิดซื้อขายครั้งแรก โดยใช้ระบบการซื้อขายแบบประมู...
ระบบสำรองของตลาดหลักทรัพย์ คืออะไร,1345186.txt,0.8475099802017212,ตลาดหลักทรัพย์แห่งประเทศไทย  6.	แผนสำรองกรณีระบบการซื้อขายของตลาดหลักทรัพย์ขัดข้อง ตลาดหลักทรัพย์สามารถสั่งหยุดการซื้อขายชั่วคราวได้ ตามมาตรา 187 ของพรบ. หลักทรัพย์และตลาดหลักทรัพย์ 6.1	การหยุดทำการซื...
ผลตอบแทนของตราสารทุนมีอะไรบ้าง,1345172.txt,0.8799070119857788,ความรู้พื้นฐานของตราสารหนี้  4.	ผลตอบแทนจากการลงทุนตราสารหนี้ 	ดอกเบี้ยรับ (Interest payment): ดอกเบี้ยที่ผู้ลงทุนได้รับ 	กำไรจากส่วนต่างราคา (Capital gain): กำไรจากการที่ผู้ลงทุนขายตราสารหนี้ในราคาที...
ผลตอบแทนของตราสารทุนมีอะไรบ้าง,1345170.txt,0.873513400554657,ความรู้พื้นฐานของตราสารหนี้  2.	ความแตกต่างของตราสารทุนและตราสารหนี้ ตราสารทุน 	ลักษณะผลตอบแทน: เงินปันผล 	สถานะผู้ลงทุน: เจ้าของ 	ระดับความเสี่ยง: สูง 	ระยะเวลา (อายุ): ไม่มีกำหนด 	สภาพคล่อง: สูง 	สิ...
ผลตอบแทนของตราสารทุนมีอะไรบ้าง,1345169.txt,0.8690137267112732,ความรู้พื้นฐานของตราสารหนี้  1.	ความหมายและเหตุผลในการระดมทุนด้วยตราสารหนี้ 1.1	ความหมายของตราสารหนี้ ตราสารหนี้ เปรียบเสมือนสัญญาการกู้ยืม โดยผู้ลงทุนในตราสารหนี้คือผู้ให้กู้ มีสถานะเป็นเจ้าหนี้ ได้ร...
การเสียภาษีของนิติบุคคลทั่ว มีอะไรบ้าง,1345161.txt,0.8371280431747437,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
การเสียภาษีของนิติบุคคลทั่ว มีอะไรบ้าง,1345192.txt,0.8297688961029053,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
