id,answer
46,	หน่วยการซื้อขายในตลาดหลักทรัพย์แห่งประเทศไทยที่กำหนดบนการซื้อขายหลัก
47,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
48,	ผลตอบแทนของตราสารทุน
49,	หน่วยการซื้อขายในตลาดหลักทรัพย์แห่งประเทศไทยที่กำหนดบนการซื้อขายหลัก
50, ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ
51,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้
52, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
53,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
54, 2 ประเภท
55,ผลตอบแทนและความเสี่ยงของกองทุนรวม
56,ตราสารที่เชื่อมโยงกับตราสารทุน
57, ผลกระทบต่อราคาหุ้นสามัญ
58,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
59,ผลตอบแทนและความเสี่ยงของกองทุนรวม
60, 4.1	ผลตอบแทนของตราสารทุน
61,การประเมินมูลค่าหุ้นสามัญ
62,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม
63,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
64, เครื่องมือการวัดที่เรามักนำมาใช้
65,	ความหมายโดยสากล
66,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้
67,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
68,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
69,การประเมินมูลค่าหุ้นสามัญ
70, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
71,	ความหมายโดยสากล
72,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
73,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
74, ผลกระทบต่อราคาหุ้นสามัญ
75,ผลตอบแทนและความเสี่ยงของกองทุนรวม
76,การซื้อขายตราสารหนี้ในไทย
77, 5 เกณฑ์ดังนี้
78, 2.1	ความหมาย เงื่อนไข ชื่อย่อของ DW และสถานะของคู่สัญญา
79,ผลตอบแทนและความเสี่ยงของกองทุนรวม
80, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
81, 5 ประเภท
82,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ
83,	ข้อมูลจากตลาดหลักทรัพย์
84,การซื้อขายตราสารหนี้ในไทย
85, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
86, ผลตอบแทนของกองทุนรวมประกอบด้วย
87,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม
88, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
89,	ข้อมูลจากตลาดหลักทรัพย์
90, เส้นที่แสดงความสัมพันธ์ของอัตราผลตอบแทนถึงวันครบกำหนด
91, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
92,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
93,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
94, 7.1	หลักเกณฑ์ในการเปิดบัญชีซื้อขายหลักทรัพย์ บริษัทหลักทรัพย์มีหน้าที่กำหนดขั้นตอน
95,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
96,	ระบบการซื้อขายของตลาดหลักทรัพย์แห่งประเทศไทย
97,การซื้อขายตราสารหนี้ในไทย
98,	ความเสี่ยงของกองทุนรวม 3.1	ประเภทของความเสี่ยงของกองทุนรวม
99, ดัชนีหลักทรัพย์
100, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
101, 2.1
102, 5 กลุ่มได้ดังนี้ 3.1	กลุ่มผู้ลงทุน
103, ผลกระทบต่อราคาหุ้นสามัญ
104,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
105, 2.1	กระบวนการในการซื้อขาย
106,ผลตอบแทนและความเสี่ยงของกองทุนรวม
107, มีลักษณะคล้ายกับการเพิ่มทุนแบบเสนอขายให้ผู้ถือหุ้นเดิม
108,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
109,	ข้อมูลจากตลาดหลักทรัพย์
110, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
111,	ปัจจัยที่ส่งผลต่ออัตราผลตอบแทนของตราสารหนี้
112, ผลกระทบต่อราคาหุ้นสามัญ
113,	ความเสี่ยงของตราสารทุน
114, ผู้ออกตราสารหนี้มีภาระผูกพันต้องชำระดอกเบี้ยและเงินต้นคืน
115,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
116,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
117,	ความหมาย เงื่อนไข ชื่อย่อของ DW และสถานะของคู่สัญญา
118,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
119,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
120, 3.1	เวลาในการซื้อขาย 	ช่วงเวลา	รายละเอียด
121,การซื้อขายตราสารหนี้ในไทย
122, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
123, ดัชนีหลักทรัพย์
124,	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้
125, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
126,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
127,การประเมินมูลค่าหุ้นสามัญ
128,ความรู้พื้นฐานของตราสารหนี้  1.	ความหมายและเหตุผลในการระดมทุนด้วยตราสารหนี้
129,	กองทุนรวม
130,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
131, ดัชนีหลักทรัพย์
132,	การวัดผลการดำเนินงานของกองทุนรวม
133,	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้
134, และสถานะของคู่สัญญา
135,ตลาดหลักทรัพย์แห่งประเทศไทย  1.	ระบบการซื้อขายของตลาดหลักทรัพย์แห่งประเทศไทย
136, ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ
137,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
138, ดัชนีหลักทรัพย์
139,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
140,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม
141, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
142, 3.1	องค์ประกอบของตราสารหนี้
143, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
144,	ความเสี่ยงของตราสารทุน
145,	แหล่งข้อมูลสำคัญของกองทุนรวม
146,	ข้อมูลจากตลาดหลักทรัพย์
147, ผู้ออกตราสารหนี้มีภาระผูกพันต้องชำระดอกเบี้ยและเงินต้นคืน
148, 2 รูปแบบใหญ่ๆ
149, มีลักษณะคล้ายกับการเพิ่มทุนแบบเสนอขายให้ผู้ถือหุ้นเดิม
150,ความรู้พื้นฐานของตราสารหนี้
151,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
152, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
153, 2.1	กระบวนการในการซื้อขาย
154,	ความเสี่ยงของตราสารทุน
155, กลยุทธ์การกระจายการลงทุนไปยังกองทุนที่ลงทุนในสินทรัพย์หลากหลายประเภท
156,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้
157, 2 ประเภท
158,	หน่วยการซื้อขายในตลาดหลักทรัพย์แห่งประเทศไทยที่กำหนดบนการซื้อขายหลัก
159, 3.1	เวลาในการซื้อขาย 	ช่วงเวลา
160,	ความเสี่ยงของตราสารทุน
161,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
162,	ข้อมูลจากตลาดหลักทรัพย์
163, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
164,ตราสารที่เชื่อมโยงกับตราสารทุน
165,	อัตราผลตอบแทนจากดอกเบี้ย
166,ผลตอบแทนและความเสี่ยงของกองทุนรวม
167, ผลกระทบต่อราคาหุ้นสามัญ
168, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
169, ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ
170,	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี
171,ผลตอบแทนและความเสี่ยงของกองทุนรวม
172,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
173,	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้
174, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
175, 3.1	องค์ประกอบของตราสารหนี้
176, 7.1	หลักเกณฑ์ในการเปิดบัญชีซื้อขายหลักทรัพย์ บริษัทหลักทรัพย์มีหน้าที่กำหนดขั้นตอน
177, เป็นการประเมินมูลค่าของหุ้นจากสินทรัพย์ของบริษัท
178,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้
179, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
180, 2 ประเภท
181,	ความหมายโดยสากล
182,การประเมินมูลค่าหุ้นสามัญ
183,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
184,ความรู้พื้นฐานของตราสารหนี้  1.	ความหมายและเหตุผลในการระดมทุนด้วยตราสารหนี้
185, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
186,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
187, ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ
188, 3.1	ประเภทของความเสี่ยงของกองทุนรวม
189, ผลกระทบต่อราคาหุ้นสามัญ
190, และราคาที่ใช้ชำระในการซื้อขายนั้นจะเป็นคนละราคากัน
191, ส่วนสรุปเกี่ยวกับการเสนอ...
192, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
193, บนกระดานหลักทรัพย์
194, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
195,	แหล่งข้อมูลสำคัญของกองทุนรวม
196, 2.1	กระบวนการในการซื้อขาย
197,	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้
198, เจ้าของ
199,การซื้อขายตราสารหนี้ในไทย
200,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
201,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
202,	ให้ความปลอดภัย: ผู้ออกตราสารหนี้มีภาระผูกพันต้องชำระดอกเบี้ยและเงินต้นคืน
203, 2.1	ความหมาย เงื่อนไข ชื่อย่อของ DW และสถานะของคู่สัญญา
204,การประเมินมูลค่าหุ้นสามัญ
205, 7.1	หลักเกณฑ์ในการเปิดบัญชีซื้อขายหลักทรัพย์ บริษัทหลักทรัพย์มีหน้าที่กำหนดขั้นตอน
206,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
207,ผลตอบแทนและความเสี่ยงของกองทุนรวม
208, ดัชนีหลักทรัพย์
209, Absolute
210, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
211, ดัชนีหลักทรัพย์
212,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
213, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
214,	ความแตกต่างของตราสารทุนและตราสารหนี้ ตราสารทุน
215,	กองทุนรวม
216,	ความหมายและประเภทของตราสารที่เชื่อมโยงกับตราสารทุน
217,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
218, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
219, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
220,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
221, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
222,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม
223,	การวัดผลการดำเนินงานของกองทุนรวม
224,การซื้อขายตราสารหนี้ในไทย
225, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
226, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
227,	ภาษีของตราสารหนี้ 6.1	รายได้จากตราสารหนี้ที่เกี่ยวข้องกับภาษี
228, 2.1
229, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
230,การซื้อขายตราสารหนี้ในไทย
231, ผลตอบแทนของกองทุนรวมประกอบด้วย
232, เส้นที่แสดงความสัมพันธ์ของอัตราผลตอบแทนถึงวันครบกำหนด
233, เงินปันผล
234,	ความเสี่ยงของตราสารทุน
235, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
236,	ข้อมูลจากตลาดหลักทรัพย์
237, ผลตอบแทนของกองทุนรวมประกอบด้วย
238,	แหล่งข้อมูลสำคัญของกองทุนรวม
239, 5 กลุ่มได้ดังนี้ 3.1	กลุ่มผู้ลงทุน
240,ความรู้พื้นฐานของตราสารหนี้  1.	ความหมายและเหตุผลในการระดมทุนด้วยตราสารหนี้
241, เส้นที่แสดงความสัมพันธ์ของอัตราผลตอบแทนถึงวันครบกำหนด
242, ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์
243,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
244,	ความสัมพันธ์ระหว่างอัตราผลตอบแทนกับราคาตราสารหนี้
245,ผลตอบแทนและความเสี่ยงของกองทุนรวม
246,	ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง
247, เจ้าของ
248,	การออกตราสารหนี้ภาครัฐ
249, 2.1	กระบวนการในการซื้อขาย
250, 5 ประเภท
251, ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ
252,	กระบวนการ วิธีการ และช่องทางการซื้อขาย
253, อัตราผลตอบแทนที่ปรับด้วยความเสี่...
254, ตลาดตราสารหนี้นั้นแบ่งออกเป็นตลาดแรกและตลาดรอง
255,	ดัชนีตราสารหนี้ คือ เครื่องมือที่ใช้วัดการเคลื่อนไหวของกลุ่มตราสารหนี้ภายใต้ดัชนี
256,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ
257, 2 ประเภท
258,	กองทุนรวม
259, และสถานะของคู่สัญญา
260, การประเมินค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน
261, หลักทรัพย์ที่เป็นตัวแทนของสินทรัพย์อ้างอิง
262, และสถานะของคู่สัญญา
263, 3.1	เวลาในการซื้อขาย 	ช่วงเวลา	รายละเอียด
264,	ความหมายโดยสากล
265,การประเมินมูลค่าหุ้นสามัญ
266, เจ้าของ
267,ผลตอบแทนและความเสี่ยงของกองทุนรวม
268, ข้อมูลกองทุน และสภาพแวดล้อมการลง...
269,	แหล่งข้อมูลสำคัญของกองทุนรวม
270, 2.1	กระบวนการในการซื้อขาย
271, 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ
272, อัตราผลตอบแทนของตราสารหนี้มีหลายรูปแบบ ซึ่งแต่ละรูปแบบสามารถคำนวณได้ดังนี้
273,การประเมินมูลค่าหุ้นสามัญ
274, การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
275,	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน
