user_id,house,day_of_month,day_of_week,is_weekend,month,day,hour,minute,hour_sin,hour_cos
0,0,10,4,0,5,10,14,10,-0.4999999999999997,-0.8660254037844388
0,0,11,5,1,5,11,8,51,0.8660254037844387,-0.4999999999999998
0,0,11,5,1,5,11,12,42,1.2246467991473532e-16,-1.0
0,0,11,5,1,5,11,12,42,1.2246467991473532e-16,-1.0
0,0,13,0,0,5,13,10,17,0.49999999999999994,-0.8660254037844387
0,0,13,0,0,5,13,10,17,0.49999999999999994,-0.8660254037844387
0,0,13,0,0,5,13,12,39,1.2246467991473532e-16,-1.0
0,0,13,0,0,5,13,17,48,-0.9659258262890683,-0.25881904510252063
0,0,14,1,0,5,14,8,58,0.8660254037844387,-0.4999999999999998
0,0,14,1,0,5,14,12,42,1.2246467991473532e-16,-1.0
0,0,14,1,0,5,14,17,39,-0.9659258262890683,-0.25881904510252063
0,0,15,2,0,5,15,8,58,0.8660254037844387,-0.4999999999999998
0,0,15,2,0,5,15,12,48,1.2246467991473532e-16,-1.0
0,0,15,2,0,5,15,17,33,-0.9659258262890683,-0.25881904510252063
0,0,16,3,0,5,16,8,41,0.8660254037844387,-0.4999999999999998
0,0,16,3,0,5,16,12,36,1.2246467991473532e-16,-1.0
0,0,16,3,0,5,16,17,42,-0.9659258262890683,-0.25881904510252063
0,0,17,4,0,5,17,13,50,-0.2588190451025208,-0.9659258262890683
1,2,19,4,0,4,19,17,45,-0.9659258262890683,-0.25881904510252063
1,2,20,5,1,4,20,8,43,0.8660254037844387,-0.4999999999999998
1,2,20,5,1,4,20,12,31,1.2246467991473532e-16,-1.0
1,2,20,5,1,4,20,17,32,-0.9659258262890683,-0.25881904510252063
1,2,21,6,1,4,21,8,45,0.8660254037844387,-0.4999999999999998
1,2,21,6,1,4,21,12,30,1.2246467991473532e-16,-1.0
1,2,22,0,0,4,22,8,51,0.8660254037844387,-0.4999999999999998
1,2,22,0,0,4,22,12,36,1.2246467991473532e-16,-1.0
1,2,19,4,0,4,19,8,34,0.8660254037844387,-0.4999999999999998
1,2,19,4,0,4,19,12,39,1.2246467991473532e-16,-1.0
1,2,22,0,0,4,22,17,52,-0.9659258262890683,-0.25881904510252063
1,2,23,1,0,4,23,8,37,0.8660254037844387,-0.4999999999999998
1,2,23,1,0,4,23,14,49,-0.4999999999999997,-0.8660254037844388
1,2,23,1,0,4,23,17,33,-0.9659258262890683,-0.25881904510252063
1,2,24,2,0,4,24,8,40,0.8660254037844387,-0.4999999999999998
1,2,24,2,0,4,24,12,37,1.2246467991473532e-16,-1.0
1,2,24,2,0,4,24,17,30,-0.9659258262890683,-0.25881904510252063
1,2,25,3,0,4,25,8,46,0.8660254037844387,-0.4999999999999998
1,2,25,3,0,4,25,12,50,1.2246467991473532e-16,-1.0
1,2,25,3,0,4,25,17,41,-0.9659258262890683,-0.25881904510252063
1,2,27,5,1,4,27,0,0,0.0,1.0
1,2,29,0,0,4,29,8,46,0.8660254037844387,-0.4999999999999998
1,2,29,0,0,4,29,12,48,1.2246467991473532e-16,-1.0
1,2,29,0,0,4,29,17,44,-0.9659258262890683,-0.25881904510252063
1,2,30,1,0,4,30,8,49,0.8660254037844387,-0.4999999999999998
1,2,30,1,0,4,30,17,44,-0.9659258262890683,-0.25881904510252063
1,2,1,2,0,5,1,8,39,0.8660254037844387,-0.4999999999999998
1,2,1,2,0,5,1,12,48,1.2246467991473532e-16,-1.0
1,2,1,2,0,5,1,17,44,-0.9659258262890683,-0.25881904510252063
1,2,2,3,0,5,2,8,51,0.8660254037844387,-0.4999999999999998
1,2,2,3,0,5,2,12,53,1.2246467991473532e-16,-1.0
1,2,2,3,0,5,2,17,55,-0.9659258262890683,-0.25881904510252063
1,2,3,4,0,5,3,14,15,-0.4999999999999997,-0.8660254037844388
1,2,3,4,0,5,3,14,15,-0.4999999999999997,-0.8660254037844388
1,2,6,0,0,5,6,12,53,1.2246467991473532e-16,-1.0
1,2,6,0,0,5,6,10,19,0.49999999999999994,-0.8660254037844387
1,2,6,0,0,5,6,10,19,0.49999999999999994,-0.8660254037844387
1,2,6,0,0,5,6,17,51,-0.9659258262890683,-0.25881904510252063
1,2,7,1,0,5,7,8,57,0.8660254037844387,-0.4999999999999998
1,2,7,1,0,5,7,12,46,1.2246467991473532e-16,-1.0
1,2,7,1,0,5,7,12,46,1.2246467991473532e-16,-1.0
1,2,7,1,0,5,7,17,55,-0.9659258262890683,-0.25881904510252063
1,2,8,2,0,5,8,8,58,0.8660254037844387,-0.4999999999999998
1,2,8,2,0,5,8,12,53,1.2246467991473532e-16,-1.0
1,2,8,2,0,5,8,17,54,-0.9659258262890683,-0.25881904510252063
1,2,10,4,0,5,10,14,22,-0.4999999999999997,-0.8660254037844388
1,2,11,5,1,5,11,9,0,0.7071067811865476,-0.7071067811865475
1,2,11,5,1,5,11,12,48,1.2246467991473532e-16,-1.0
1,2,11,5,1,5,11,12,48,1.2246467991473532e-16,-1.0
1,2,13,0,0,5,13,10,13,0.49999999999999994,-0.8660254037844387
1,2,13,0,0,5,13,10,13,0.49999999999999994,-0.8660254037844387
1,2,13,0,0,5,13,12,37,1.2246467991473532e-16,-1.0
1,2,13,0,0,5,13,17,47,-0.9659258262890683,-0.25881904510252063
1,2,14,1,0,5,14,8,55,0.8660254037844387,-0.4999999999999998
1,2,14,1,0,5,14,12,35,1.2246467991473532e-16,-1.0
1,2,14,1,0,5,14,17,46,-0.9659258262890683,-0.25881904510252063
1,2,15,2,0,5,15,8,52,0.8660254037844387,-0.4999999999999998
1,2,16,3,0,5,16,8,57,0.8660254037844387,-0.4999999999999998
1,2,16,3,0,5,16,12,39,1.2246467991473532e-16,-1.0
1,2,16,3,0,5,16,17,38,-0.9659258262890683,-0.25881904510252063
1,2,17,4,0,5,17,13,54,-0.2588190451025208,-0.9659258262890683
2,4,19,4,0,4,19,17,48,-0.9659258262890683,-0.25881904510252063
2,4,20,5,1,4,20,8,33,0.8660254037844387,-0.4999999999999998
2,4,20,5,1,4,20,12,40,1.2246467991473532e-16,-1.0
2,4,20,5,1,4,20,17,34,-0.9659258262890683,-0.25881904510252063
2,4,21,6,1,4,21,8,37,0.8660254037844387,-0.4999999999999998
2,4,21,6,1,4,21,12,40,1.2246467991473532e-16,-1.0
2,4,22,0,0,4,22,8,44,0.8660254037844387,-0.4999999999999998
2,4,22,0,0,4,22,12,35,1.2246467991473532e-16,-1.0
2,4,19,4,0,4,19,8,32,0.8660254037844387,-0.4999999999999998
2,4,19,4,0,4,19,12,46,1.2246467991473532e-16,-1.0
2,4,22,0,0,4,22,17,34,-0.9659258262890683,-0.25881904510252063
2,4,23,1,0,4,23,8,51,0.8660254037844387,-0.4999999999999998
2,4,23,1,0,4,23,14,42,-0.4999999999999997,-0.8660254037844388
2,4,23,1,0,4,23,17,56,-0.9659258262890683,-0.25881904510252063
2,4,24,2,0,4,24,8,42,0.8660254037844387,-0.4999999999999998
2,4,24,2,0,4,24,12,38,1.2246467991473532e-16,-1.0
2,4,24,2,0,4,24,17,51,-0.9659258262890683,-0.25881904510252063
2,4,25,3,0,4,25,8,44,0.8660254037844387,-0.4999999999999998
2,4,25,3,0,4,25,13,2,-0.2588190451025208,-0.9659258262890683
2,4,25,3,0,4,25,17,44,-0.9659258262890683,-0.25881904510252063
2,4,26,4,0,4,26,14,9,-0.4999999999999997,-0.8660254037844388
2,4,27,5,1,4,27,0,0,0.0,1.0
2,4,29,0,0,4,29,8,41,0.8660254037844387,-0.4999999999999998
2,4,29,0,0,4,29,12,45,1.2246467991473532e-16,-1.0
2,4,29,0,0,4,29,17,46,-0.9659258262890683,-0.25881904510252063
2,4,30,1,0,4,30,8,54,0.8660254037844387,-0.4999999999999998
2,4,30,1,0,4,30,12,45,1.2246467991473532e-16,-1.0
2,4,30,1,0,4,30,17,51,-0.9659258262890683,-0.25881904510252063
2,4,1,2,0,5,1,8,41,0.8660254037844387,-0.4999999999999998
2,4,1,2,0,5,1,12,46,1.2246467991473532e-16,-1.0
2,4,1,2,0,5,1,17,47,-0.9659258262890683,-0.25881904510252063
2,4,2,3,0,5,2,8,48,0.8660254037844387,-0.4999999999999998
2,4,2,3,0,5,2,12,49,1.2246467991473532e-16,-1.0
2,4,2,3,0,5,2,17,49,-0.9659258262890683,-0.25881904510252063
2,4,3,4,0,5,3,14,11,-0.4999999999999997,-0.8660254037844388
2,4,3,4,0,5,3,14,11,-0.4999999999999997,-0.8660254037844388
2,4,6,0,0,5,6,12,45,1.2246467991473532e-16,-1.0
2,4,6,0,0,5,6,10,25,0.49999999999999994,-0.8660254037844387
2,4,6,0,0,5,6,10,25,0.49999999999999994,-0.8660254037844387
2,4,6,0,0,5,6,17,46,-0.9659258262890683,-0.25881904510252063
2,4,7,1,0,5,7,8,50,0.8660254037844387,-0.4999999999999998
2,4,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
2,4,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
2,4,7,1,0,5,7,17,54,-0.9659258262890683,-0.25881904510252063
2,4,8,2,0,5,8,8,55,0.8660254037844387,-0.4999999999999998
2,4,8,2,0,5,8,12,48,1.2246467991473532e-16,-1.0
2,4,8,2,0,5,8,17,48,-0.9659258262890683,-0.25881904510252063
2,4,9,3,0,5,9,8,50,0.8660254037844387,-0.4999999999999998
2,4,9,3,0,5,9,17,46,-0.9659258262890683,-0.25881904510252063
2,4,10,4,0,5,10,14,1,-0.4999999999999997,-0.8660254037844388
2,4,11,5,1,5,11,8,55,0.8660254037844387,-0.4999999999999998
2,4,11,5,1,5,11,12,44,1.2246467991473532e-16,-1.0
2,4,11,5,1,5,11,12,44,1.2246467991473532e-16,-1.0
2,4,13,0,0,5,13,10,13,0.49999999999999994,-0.8660254037844387
2,4,13,0,0,5,13,10,13,0.49999999999999994,-0.8660254037844387
2,4,13,0,0,5,13,12,31,1.2246467991473532e-16,-1.0
2,4,13,0,0,5,13,17,38,-0.9659258262890683,-0.25881904510252063
2,4,14,1,0,5,14,8,45,0.8660254037844387,-0.4999999999999998
2,4,14,1,0,5,14,12,32,1.2246467991473532e-16,-1.0
2,4,14,1,0,5,14,17,36,-0.9659258262890683,-0.25881904510252063
2,4,15,2,0,5,15,8,42,0.8660254037844387,-0.4999999999999998
2,4,15,2,0,5,15,12,30,1.2246467991473532e-16,-1.0
2,4,15,2,0,5,15,17,39,-0.9659258262890683,-0.25881904510252063
2,4,16,3,0,5,16,8,32,0.8660254037844387,-0.4999999999999998
2,4,16,3,0,5,16,12,31,1.2246467991473532e-16,-1.0
2,4,16,3,0,5,16,17,37,-0.9659258262890683,-0.25881904510252063
2,4,17,4,0,5,17,13,40,-0.2588190451025208,-0.9659258262890683
3,1,19,4,0,4,19,17,33,-0.9659258262890683,-0.25881904510252063
3,1,20,5,1,4,20,8,34,0.8660254037844387,-0.4999999999999998
3,1,20,5,1,4,20,12,32,1.2246467991473532e-16,-1.0
3,1,20,5,1,4,20,17,33,-0.9659258262890683,-0.25881904510252063
3,1,21,6,1,4,21,8,33,0.8660254037844387,-0.4999999999999998
3,1,21,6,1,4,21,12,48,1.2246467991473532e-16,-1.0
3,1,22,0,0,4,22,8,33,0.8660254037844387,-0.4999999999999998
3,1,22,0,0,4,22,12,45,1.2246467991473532e-16,-1.0
3,1,19,4,0,4,19,8,35,0.8660254037844387,-0.4999999999999998
3,1,19,4,0,4,19,12,39,1.2246467991473532e-16,-1.0
3,1,22,0,0,4,22,17,35,-0.9659258262890683,-0.25881904510252063
3,1,23,1,0,4,23,14,56,-0.4999999999999997,-0.8660254037844388
3,1,23,1,0,4,23,17,47,-0.9659258262890683,-0.25881904510252063
3,1,24,2,0,4,24,8,46,0.8660254037844387,-0.4999999999999998
3,1,24,2,0,4,24,12,34,1.2246467991473532e-16,-1.0
3,1,24,2,0,4,24,17,39,-0.9659258262890683,-0.25881904510252063
3,1,25,3,0,4,25,8,43,0.8660254037844387,-0.4999999999999998
3,1,25,3,0,4,25,12,47,1.2246467991473532e-16,-1.0
3,1,25,3,0,4,25,17,59,-0.9659258262890683,-0.25881904510252063
3,1,26,4,0,4,26,14,21,-0.4999999999999997,-0.8660254037844388
3,1,27,5,1,4,27,0,0,0.0,1.0
3,1,29,0,0,4,29,8,37,0.8660254037844387,-0.4999999999999998
3,1,29,0,0,4,29,12,49,1.2246467991473532e-16,-1.0
3,1,29,0,0,4,29,17,52,-0.9659258262890683,-0.25881904510252063
3,1,30,1,0,4,30,8,39,0.8660254037844387,-0.4999999999999998
3,1,30,1,0,4,30,12,52,1.2246467991473532e-16,-1.0
3,1,30,1,0,4,30,17,52,-0.9659258262890683,-0.25881904510252063
3,1,1,2,0,5,1,8,38,0.8660254037844387,-0.4999999999999998
3,1,1,2,0,5,1,12,51,1.2246467991473532e-16,-1.0
3,1,1,2,0,5,1,17,49,-0.9659258262890683,-0.25881904510252063
3,1,2,3,0,5,2,8,51,0.8660254037844387,-0.4999999999999998
3,1,2,3,0,5,2,12,49,1.2246467991473532e-16,-1.0
3,1,2,3,0,5,2,17,48,-0.9659258262890683,-0.25881904510252063
3,1,6,0,0,5,6,12,49,1.2246467991473532e-16,-1.0
3,1,6,0,0,5,6,10,24,0.49999999999999994,-0.8660254037844387
3,1,6,0,0,5,6,10,24,0.49999999999999994,-0.8660254037844387
3,1,6,0,0,5,6,17,48,-0.9659258262890683,-0.25881904510252063
3,1,7,1,0,5,7,8,44,0.8660254037844387,-0.4999999999999998
3,1,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
3,1,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
3,1,7,1,0,5,7,17,51,-0.9659258262890683,-0.25881904510252063
3,1,8,2,0,5,8,9,0,0.7071067811865476,-0.7071067811865475
3,1,8,2,0,5,8,12,55,1.2246467991473532e-16,-1.0
3,1,8,2,0,5,8,17,43,-0.9659258262890683,-0.25881904510252063
3,1,9,3,0,5,9,8,46,0.8660254037844387,-0.4999999999999998
3,1,9,3,0,5,9,12,50,1.2246467991473532e-16,-1.0
3,1,9,3,0,5,9,17,45,-0.9659258262890683,-0.25881904510252063
3,1,10,4,0,5,10,14,18,-0.4999999999999997,-0.8660254037844388
3,1,11,5,1,5,11,8,36,0.8660254037844387,-0.4999999999999998
3,1,11,5,1,5,11,12,41,1.2246467991473532e-16,-1.0
3,1,11,5,1,5,11,12,41,1.2246467991473532e-16,-1.0
3,1,13,0,0,5,13,10,11,0.49999999999999994,-0.8660254037844387
3,1,13,0,0,5,13,10,11,0.49999999999999994,-0.8660254037844387
3,1,13,0,0,5,13,12,45,1.2246467991473532e-16,-1.0
3,1,13,0,0,5,13,17,34,-0.9659258262890683,-0.25881904510252063
3,1,14,1,0,5,14,8,40,0.8660254037844387,-0.4999999999999998
3,1,14,1,0,5,14,12,48,1.2246467991473532e-16,-1.0
3,1,14,1,0,5,14,17,42,-0.9659258262890683,-0.25881904510252063
3,1,15,2,0,5,15,8,34,0.8660254037844387,-0.4999999999999998
3,1,15,2,0,5,15,12,45,1.2246467991473532e-16,-1.0
3,1,15,2,0,5,15,17,36,-0.9659258262890683,-0.25881904510252063
3,1,16,3,0,5,16,8,34,0.8660254037844387,-0.4999999999999998
3,1,16,3,0,5,16,12,31,1.2246467991473532e-16,-1.0
3,1,16,3,0,5,16,17,27,-0.9659258262890683,-0.25881904510252063
3,1,17,4,0,5,17,13,42,-0.2588190451025208,-0.9659258262890683
4,1,19,4,0,4,19,17,33,-0.9659258262890683,-0.25881904510252063
4,1,20,5,1,4,20,8,50,0.8660254037844387,-0.4999999999999998
4,1,20,5,1,4,20,12,32,1.2246467991473532e-16,-1.0
4,1,21,6,1,4,21,8,47,0.8660254037844387,-0.4999999999999998
4,1,21,6,1,4,21,12,50,1.2246467991473532e-16,-1.0
4,1,22,0,0,4,22,8,49,0.8660254037844387,-0.4999999999999998
4,1,22,0,0,4,22,12,42,1.2246467991473532e-16,-1.0
4,1,18,3,0,4,18,23,9,-0.25881904510252157,0.9659258262890681
4,1,19,4,0,4,19,12,39,1.2246467991473532e-16,-1.0
4,1,22,0,0,4,22,17,38,-0.9659258262890683,-0.25881904510252063
4,1,23,1,0,4,23,8,52,0.8660254037844387,-0.4999999999999998
4,1,23,1,0,4,23,14,56,-0.4999999999999997,-0.8660254037844388
4,1,23,1,0,4,23,17,47,-0.9659258262890683,-0.25881904510252063
4,1,24,2,0,4,24,8,55,0.8660254037844387,-0.4999999999999998
4,1,24,2,0,4,24,12,35,1.2246467991473532e-16,-1.0
4,1,24,2,0,4,24,17,40,-0.9659258262890683,-0.25881904510252063
4,1,25,3,0,4,25,8,46,0.8660254037844387,-0.4999999999999998
4,1,25,3,0,4,25,12,44,1.2246467991473532e-16,-1.0
4,1,25,3,0,4,25,17,37,-0.9659258262890683,-0.25881904510252063
4,1,26,4,0,4,26,14,16,-0.4999999999999997,-0.8660254037844388
4,1,27,5,1,4,27,0,0,0.0,1.0
4,1,29,0,0,4,29,8,35,0.8660254037844387,-0.4999999999999998
4,1,29,0,0,4,29,12,47,1.2246467991473532e-16,-1.0
4,1,29,0,0,4,29,17,45,-0.9659258262890683,-0.25881904510252063
4,1,30,1,0,4,30,8,56,0.8660254037844387,-0.4999999999999998
4,1,30,1,0,4,30,12,50,1.2246467991473532e-16,-1.0
4,1,30,1,0,4,30,17,46,-0.9659258262890683,-0.25881904510252063
4,1,1,2,0,5,1,8,42,0.8660254037844387,-0.4999999999999998
4,1,1,2,0,5,1,12,44,1.2246467991473532e-16,-1.0
4,1,1,2,0,5,1,17,46,-0.9659258262890683,-0.25881904510252063
4,1,2,3,0,5,2,12,51,1.2246467991473532e-16,-1.0
4,1,2,3,0,5,2,17,45,-0.9659258262890683,-0.25881904510252063
4,1,3,4,0,5,3,14,22,-0.4999999999999997,-0.8660254037844388
4,1,3,4,0,5,3,14,22,-0.4999999999999997,-0.8660254037844388
4,1,6,0,0,5,6,12,49,1.2246467991473532e-16,-1.0
4,1,6,0,0,5,6,10,21,0.49999999999999994,-0.8660254037844387
4,1,6,0,0,5,6,10,21,0.49999999999999994,-0.8660254037844387
4,1,6,0,0,5,6,17,48,-0.9659258262890683,-0.25881904510252063
4,1,7,1,0,5,7,8,54,0.8660254037844387,-0.4999999999999998
4,1,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
4,1,7,1,0,5,7,12,48,1.2246467991473532e-16,-1.0
4,1,7,1,0,5,7,17,46,-0.9659258262890683,-0.25881904510252063
4,1,8,2,0,5,8,8,51,0.8660254037844387,-0.4999999999999998
4,1,8,2,0,5,8,12,45,1.2246467991473532e-16,-1.0
4,1,8,2,0,5,8,17,47,-0.9659258262890683,-0.25881904510252063
4,1,9,3,0,5,9,8,54,0.8660254037844387,-0.4999999999999998
4,1,9,3,0,5,9,12,45,1.2246467991473532e-16,-1.0
4,1,9,3,0,5,9,17,53,-0.9659258262890683,-0.25881904510252063
4,1,10,4,0,5,10,14,19,-0.4999999999999997,-0.8660254037844388
4,1,11,5,1,5,11,8,55,0.8660254037844387,-0.4999999999999998
4,1,11,5,1,5,11,12,47,1.2246467991473532e-16,-1.0
4,1,11,5,1,5,11,12,47,1.2246467991473532e-16,-1.0
4,1,13,0,0,5,13,10,10,0.49999999999999994,-0.8660254037844387
4,1,13,0,0,5,13,10,10,0.49999999999999994,-0.8660254037844387
4,1,13,0,0,5,13,12,42,1.2246467991473532e-16,-1.0
4,1,13,0,0,5,13,17,34,-0.9659258262890683,-0.25881904510252063
4,1,14,1,0,5,14,8,57,0.8660254037844387,-0.4999999999999998
4,1,14,1,0,5,14,12,40,1.2246467991473532e-16,-1.0
4,1,14,1,0,5,14,17,37,-0.9659258262890683,-0.25881904510252063
4,1,15,2,0,5,15,8,57,0.8660254037844387,-0.4999999999999998
4,1,15,2,0,5,15,12,36,1.2246467991473532e-16,-1.0
4,1,15,2,0,5,15,17,35,-0.9659258262890683,-0.25881904510252063
4,1,16,3,0,5,16,8,57,0.8660254037844387,-0.4999999999999998
4,1,16,3,0,5,16,12,31,1.2246467991473532e-16,-1.0
4,1,16,3,0,5,16,17,27,-0.9659258262890683,-0.25881904510252063
4,1,17,4,0,5,17,13,52,-0.2588190451025208,-0.9659258262890683
5,4,19,4,0,4,19,17,30,-0.9659258262890683,-0.25881904510252063
5,4,20,5,1,4,20,8,31,0.8660254037844387,-0.4999999999999998
5,4,20,5,1,4,20,12,47,1.2246467991473532e-16,-1.0
5,4,20,5,1,4,20,17,50,-0.9659258262890683,-0.25881904510252063
5,4,21,6,1,4,21,8,31,0.8660254037844387,-0.4999999999999998
5,4,21,6,1,4,21,12,51,1.2246467991473532e-16,-1.0
5,4,22,0,0,4,22,8,35,0.8660254037844387,-0.4999999999999998
5,4,22,0,0,4,22,12,28,1.2246467991473532e-16,-1.0
5,4,19,4,0,4,19,8,32,0.8660254037844387,-0.4999999999999998
5,4,19,4,0,4,19,12,40,1.2246467991473532e-16,-1.0
5,4,22,0,0,4,22,17,44,-0.9659258262890683,-0.25881904510252063
5,4,23,1,0,4,23,8,41,0.8660254037844387,-0.4999999999999998
5,4,23,1,0,4,23,14,43,-0.4999999999999997,-0.8660254037844388
5,4,23,1,0,4,23,17,45,-0.9659258262890683,-0.25881904510252063
5,4,24,2,0,4,24,8,34,0.8660254037844387,-0.4999999999999998
5,4,24,2,0,4,24,12,41,1.2246467991473532e-16,-1.0
5,4,24,2,0,4,24,17,42,-0.9659258262890683,-0.25881904510252063
5,4,25,3,0,4,25,8,50,0.8660254037844387,-0.4999999999999998
5,4,25,3,0,4,25,13,10,-0.2588190451025208,-0.9659258262890683
5,4,25,3,0,4,25,17,36,-0.9659258262890683,-0.25881904510252063
5,4,26,4,0,4,26,14,10,-0.4999999999999997,-0.8660254037844388
5,4,27,5,1,4,27,0,0,0.0,1.0
5,4,1,2,0,5,1,12,48,1.2246467991473532e-16,-1.0
5,4,1,2,0,5,1,17,49,-0.9659258262890683,-0.25881904510252063
5,4,2,3,0,5,2,8,52,0.8660254037844387,-0.4999999999999998
5,4,2,3,0,5,2,12,51,1.2246467991473532e-16,-1.0
5,4,2,3,0,5,2,17,48,-0.9659258262890683,-0.25881904510252063
5,4,3,4,0,5,3,14,16,-0.4999999999999997,-0.8660254037844388
5,4,3,4,0,5,3,14,16,-0.4999999999999997,-0.8660254037844388
5,4,6,0,0,5,6,12,45,1.2246467991473532e-16,-1.0
5,4,6,0,0,5,6,10,26,0.49999999999999994,-0.8660254037844387
5,4,6,0,0,5,6,10,26,0.49999999999999994,-0.8660254037844387
5,4,6,0,0,5,6,17,49,-0.9659258262890683,-0.25881904510252063
5,4,7,1,0,5,7,8,51,0.8660254037844387,-0.4999999999999998
5,4,7,1,0,5,7,12,46,1.2246467991473532e-16,-1.0
5,4,7,1,0,5,7,12,46,1.2246467991473532e-16,-1.0
5,4,7,1,0,5,7,17,51,-0.9659258262890683,-0.25881904510252063
5,4,8,2,0,5,8,8,50,0.8660254037844387,-0.4999999999999998
5,4,8,2,0,5,8,12,49,1.2246467991473532e-16,-1.0
5,4,8,2,0,5,8,17,45,-0.9659258262890683,-0.25881904510252063
5,4,9,3,0,5,9,8,45,0.8660254037844387,-0.4999999999999998
5,4,9,3,0,5,9,12,45,1.2246467991473532e-16,-1.0
5,4,9,3,0,5,9,17,43,-0.9659258262890683,-0.25881904510252063
5,4,10,4,0,5,10,14,0,-0.4999999999999997,-0.8660254037844388
5,4,11,5,1,5,11,8,46,0.8660254037844387,-0.4999999999999998
5,4,11,5,1,5,11,12,46,1.2246467991473532e-16,-1.0
5,4,11,5,1,5,11,12,46,1.2246467991473532e-16,-1.0
5,4,13,0,0,5,13,10,14,0.49999999999999994,-0.8660254037844387
5,4,13,0,0,5,13,10,14,0.49999999999999994,-0.8660254037844387
5,4,13,0,0,5,13,12,33,1.2246467991473532e-16,-1.0
5,4,13,0,0,5,13,17,39,-0.9659258262890683,-0.25881904510252063
5,4,14,1,0,5,14,8,41,0.8660254037844387,-0.4999999999999998
5,4,14,1,0,5,14,12,30,1.2246467991473532e-16,-1.0
