user_id,house,count
337efdeb-7299-4e86-9db0-3b7bad905ca4,3,5
3a90e6b3-bc9f-49a7-997f-e954943de83e,0,27
3a90e6b3-bc9f-49a7-997f-e954943de83e,5,13
3a90e6b3-bc9f-49a7-997f-e954943de83e,3,11
3a90e6b3-bc9f-49a7-997f-e954943de83e,4,7
3a90e6b3-bc9f-49a7-997f-e954943de83e,1,5
3a90e6b3-bc9f-49a7-997f-e954943de83e,2,5
422a524d-cfb0-4b28-b521-d32f9447263e,5,16
422a524d-cfb0-4b28-b521-d32f9447263e,4,12
422a524d-cfb0-4b28-b521-d32f9447263e,0,10
422a524d-cfb0-4b28-b521-d32f9447263e,3,7
422a524d-cfb0-4b28-b521-d32f9447263e,2,6
422a524d-cfb0-4b28-b521-d32f9447263e,1,5
4341cf2a-0952-459b-b895-9e25b8e230fe,4,16
4341cf2a-0952-459b-b895-9e25b8e230fe,0,13
4341cf2a-0952-459b-b895-9e25b8e230fe,1,12
4341cf2a-0952-459b-b895-9e25b8e230fe,2,11
4341cf2a-0952-459b-b895-9e25b8e230fe,5,11
4341cf2a-0952-459b-b895-9e25b8e230fe,3,5
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,1,20
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,3,14
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,0,11
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,2,8
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,4,7
4503e76c-39a4-41e8-bbd4-0b91a9240aaa,5,6
477b6e5c-ed43-44dd-8391-e790f22f240d,4,34
477b6e5c-ed43-44dd-8391-e790f22f240d,3,10
477b6e5c-ed43-44dd-8391-e790f22f240d,2,8
477b6e5c-ed43-44dd-8391-e790f22f240d,0,4
477b6e5c-ed43-44dd-8391-e790f22f240d,1,4
477b6e5c-ed43-44dd-8391-e790f22f240d,5,3
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,4,26
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,3,14
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,5,13
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,0,6
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,1,6
48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,2,3
4af43656-b123-4a72-892b-7993a6355ed3,3,20
4af43656-b123-4a72-892b-7993a6355ed3,1,15
4af43656-b123-4a72-892b-7993a6355ed3,5,12
4af43656-b123-4a72-892b-7993a6355ed3,0,10
4af43656-b123-4a72-892b-7993a6355ed3,4,8
4af43656-b123-4a72-892b-7993a6355ed3,2,3
517fac56-4785-40b1-a43e-561275caae77,1,26
517fac56-4785-40b1-a43e-561275caae77,5,15
517fac56-4785-40b1-a43e-561275caae77,0,11
517fac56-4785-40b1-a43e-561275caae77,3,7
517fac56-4785-40b1-a43e-561275caae77,4,6
517fac56-4785-40b1-a43e-561275caae77,2,3
5931fa6a-af6b-43b8-babb-28349854d406,4,27
5931fa6a-af6b-43b8-babb-28349854d406,0,12
5931fa6a-af6b-43b8-babb-28349854d406,1,10
5931fa6a-af6b-43b8-babb-28349854d406,3,7
5931fa6a-af6b-43b8-babb-28349854d406,2,6
5931fa6a-af6b-43b8-babb-28349854d406,5,4
5b4b687b-64db-4ee8-9fd6-42931ca7576c,1,35
5b4b687b-64db-4ee8-9fd6-42931ca7576c,0,9
5b4b687b-64db-4ee8-9fd6-42931ca7576c,5,8
5b4b687b-64db-4ee8-9fd6-42931ca7576c,4,7
5b4b687b-64db-4ee8-9fd6-42931ca7576c,2,6
5b4b687b-64db-4ee8-9fd6-42931ca7576c,3,3
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,2,20
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,0,11
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,4,10
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,1,9
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,3,8
5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,5,7
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,2,20
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,4,15
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,0,11
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,3,10
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,1,7
5f1a2ecf-943d-446b-b94d-d7d1ad64213d,5,5
5f47549a-4365-484f-9f7f-5a471b91c981,5,23
5f47549a-4365-484f-9f7f-5a471b91c981,4,13
5f47549a-4365-484f-9f7f-5a471b91c981,2,10
5f47549a-4365-484f-9f7f-5a471b91c981,3,9
5f47549a-4365-484f-9f7f-5a471b91c981,0,6
5f47549a-4365-484f-9f7f-5a471b91c981,1,6
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,0,37
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,5,9
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,3,8
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,2,6
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,1,4
60fea3c0-9066-49ea-beb2-b055ab2b4ff9,4,4
61ed2314-8e12-4316-8099-8d99363ac48e,4,22
61ed2314-8e12-4316-8099-8d99363ac48e,0,12
61ed2314-8e12-4316-8099-8d99363ac48e,3,10
61ed2314-8e12-4316-8099-8d99363ac48e,5,8
61ed2314-8e12-4316-8099-8d99363ac48e,1,6
61ed2314-8e12-4316-8099-8d99363ac48e,2,3
636b1c8b-4934-4842-9642-5283b06d7e9f,1,29
636b1c8b-4934-4842-9642-5283b06d7e9f,0,14
636b1c8b-4934-4842-9642-5283b06d7e9f,2,9
636b1c8b-4934-4842-9642-5283b06d7e9f,5,8
636b1c8b-4934-4842-9642-5283b06d7e9f,4,3
636b1c8b-4934-4842-9642-5283b06d7e9f,3,1
63a28e63-51c2-46bb-baa3-87693efd4424,0,29
63a28e63-51c2-46bb-baa3-87693efd4424,3,15
63a28e63-51c2-46bb-baa3-87693efd4424,5,9
63a28e63-51c2-46bb-baa3-87693efd4424,1,6
63a28e63-51c2-46bb-baa3-87693efd4424,4,5
63a28e63-51c2-46bb-baa3-87693efd4424,2,4
64d93c1a-1a53-4f12-8590-58cb738cd3b1,5,20
64d93c1a-1a53-4f12-8590-58cb738cd3b1,3,12
64d93c1a-1a53-4f12-8590-58cb738cd3b1,1,9
64d93c1a-1a53-4f12-8590-58cb738cd3b1,0,7
64d93c1a-1a53-4f12-8590-58cb738cd3b1,4,7
64d93c1a-1a53-4f12-8590-58cb738cd3b1,2,6
67054eb5-41f1-4d11-aed8-465e8a5bafab,0,27
67054eb5-41f1-4d11-aed8-465e8a5bafab,3,11
67054eb5-41f1-4d11-aed8-465e8a5bafab,2,9
67054eb5-41f1-4d11-aed8-465e8a5bafab,4,8
67054eb5-41f1-4d11-aed8-465e8a5bafab,5,8
67054eb5-41f1-4d11-aed8-465e8a5bafab,1,5
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,2,16
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,4,12
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,1,11
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,0,10
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,3,9
6e009a96-2b8b-4048-8b0c-20a7924a4b4f,5,8
6e9afd62-0755-4cf4-a956-c5d3e22b6038,3,30
6e9afd62-0755-4cf4-a956-c5d3e22b6038,0,8
6e9afd62-0755-4cf4-a956-c5d3e22b6038,5,7
6e9afd62-0755-4cf4-a956-c5d3e22b6038,2,6
6e9afd62-0755-4cf4-a956-c5d3e22b6038,1,4
6e9afd62-0755-4cf4-a956-c5d3e22b6038,4,2
71d0528a-188d-4aba-b7de-79ce11aba729,5,17
71d0528a-188d-4aba-b7de-79ce11aba729,2,10
71d0528a-188d-4aba-b7de-79ce11aba729,3,8
71d0528a-188d-4aba-b7de-79ce11aba729,0,6
71d0528a-188d-4aba-b7de-79ce11aba729,4,4
71d0528a-188d-4aba-b7de-79ce11aba729,1,1
72f607f4-67b9-459a-9712-76fa6ca47874,5,30
72f607f4-67b9-459a-9712-76fa6ca47874,4,12
72f607f4-67b9-459a-9712-76fa6ca47874,1,8
72f607f4-67b9-459a-9712-76fa6ca47874,2,8
72f607f4-67b9-459a-9712-76fa6ca47874,0,5
72f607f4-67b9-459a-9712-76fa6ca47874,3,5
7474c4b5-d72d-4213-ad48-c8376a66cf35,5,24
7474c4b5-d72d-4213-ad48-c8376a66cf35,0,9
7474c4b5-d72d-4213-ad48-c8376a66cf35,1,9
7474c4b5-d72d-4213-ad48-c8376a66cf35,2,9
7474c4b5-d72d-4213-ad48-c8376a66cf35,3,9
7474c4b5-d72d-4213-ad48-c8376a66cf35,4,6
818aab23-2383-4450-911e-88d07af57dd0,2,22
818aab23-2383-4450-911e-88d07af57dd0,3,12
818aab23-2383-4450-911e-88d07af57dd0,5,12
818aab23-2383-4450-911e-88d07af57dd0,4,7
818aab23-2383-4450-911e-88d07af57dd0,0,5
818aab23-2383-4450-911e-88d07af57dd0,1,5
81c9f456-b5a2-4e28-ad69-eb7d89374d37,3,20
81c9f456-b5a2-4e28-ad69-eb7d89374d37,0,18
81c9f456-b5a2-4e28-ad69-eb7d89374d37,5,11
81c9f456-b5a2-4e28-ad69-eb7d89374d37,2,8
81c9f456-b5a2-4e28-ad69-eb7d89374d37,1,7
81c9f456-b5a2-4e28-ad69-eb7d89374d37,4,4
87176cb2-0b72-4207-9738-d14f9e7b35fc,1,18
87176cb2-0b72-4207-9738-d14f9e7b35fc,3,12
87176cb2-0b72-4207-9738-d14f9e7b35fc,4,11
87176cb2-0b72-4207-9738-d14f9e7b35fc,5,11
87176cb2-0b72-4207-9738-d14f9e7b35fc,0,8
87176cb2-0b72-4207-9738-d14f9e7b35fc,2,5
897eb4f1-64df-488f-824c-68b83e97d48a,1,23
897eb4f1-64df-488f-824c-68b83e97d48a,2,11
897eb4f1-64df-488f-824c-68b83e97d48a,5,11
897eb4f1-64df-488f-824c-68b83e97d48a,0,9
897eb4f1-64df-488f-824c-68b83e97d48a,4,7
897eb4f1-64df-488f-824c-68b83e97d48a,3,6
8ce55900-508f-44eb-b01a-e217d46bfd5a,4,31
8ce55900-508f-44eb-b01a-e217d46bfd5a,1,10
8ce55900-508f-44eb-b01a-e217d46bfd5a,5,8
8ce55900-508f-44eb-b01a-e217d46bfd5a,0,7
8ce55900-508f-44eb-b01a-e217d46bfd5a,2,6
8ce55900-508f-44eb-b01a-e217d46bfd5a,3,6
90be5909-0039-4170-a115-3dba964d3c70,0,29
90be5909-0039-4170-a115-3dba964d3c70,5,8
90be5909-0039-4170-a115-3dba964d3c70,3,7
90be5909-0039-4170-a115-3dba964d3c70,4,7
90be5909-0039-4170-a115-3dba964d3c70,2,5
90be5909-0039-4170-a115-3dba964d3c70,1,4
99352c97-a615-425e-8c20-6838d99297da,5,17
99352c97-a615-425e-8c20-6838d99297da,0,12
99352c97-a615-425e-8c20-6838d99297da,3,11
99352c97-a615-425e-8c20-6838d99297da,4,10
99352c97-a615-425e-8c20-6838d99297da,1,9
99352c97-a615-425e-8c20-6838d99297da,2,6
9af32f95-5e33-4ee7-8f46-e5399bc10479,3,19
9af32f95-5e33-4ee7-8f46-e5399bc10479,2,9
9af32f95-5e33-4ee7-8f46-e5399bc10479,0,8
9af32f95-5e33-4ee7-8f46-e5399bc10479,4,8
9af32f95-5e33-4ee7-8f46-e5399bc10479,5,7
9af32f95-5e33-4ee7-8f46-e5399bc10479,1,6
a5e1de79-b29f-4942-b74d-3cf6bf77682f,0,13
a5e1de79-b29f-4942-b74d-3cf6bf77682f,5,12
a5e1de79-b29f-4942-b74d-3cf6bf77682f,2,11
a5e1de79-b29f-4942-b74d-3cf6bf77682f,3,11
a5e1de79-b29f-4942-b74d-3cf6bf77682f,1,6
a5e1de79-b29f-4942-b74d-3cf6bf77682f,4,2
aad41422-3ccd-4920-a077-ea696e7cd61f,5,27
aad41422-3ccd-4920-a077-ea696e7cd61f,4,10
aad41422-3ccd-4920-a077-ea696e7cd61f,2,9
aad41422-3ccd-4920-a077-ea696e7cd61f,3,9
aad41422-3ccd-4920-a077-ea696e7cd61f,0,8
aad41422-3ccd-4920-a077-ea696e7cd61f,1,4
b10aa190-3d2a-4137-b674-8cb64824d72c,1,35
b10aa190-3d2a-4137-b674-8cb64824d72c,0,10
b10aa190-3d2a-4137-b674-8cb64824d72c,4,9
b10aa190-3d2a-4137-b674-8cb64824d72c,3,7
b10aa190-3d2a-4137-b674-8cb64824d72c,2,5
b10aa190-3d2a-4137-b674-8cb64824d72c,5,2
b349e5e0-8128-432e-a8a4-03b754f07f36,1,13
b349e5e0-8128-432e-a8a4-03b754f07f36,0,12
b349e5e0-8128-432e-a8a4-03b754f07f36,5,12
b349e5e0-8128-432e-a8a4-03b754f07f36,3,7
b349e5e0-8128-432e-a8a4-03b754f07f36,2,6
b349e5e0-8128-432e-a8a4-03b754f07f36,4,6
b455da87-de96-42b3-b126-1f350de41e8c,0,31
b455da87-de96-42b3-b126-1f350de41e8c,1,7
b455da87-de96-42b3-b126-1f350de41e8c,5,7
b455da87-de96-42b3-b126-1f350de41e8c,4,5
b455da87-de96-42b3-b126-1f350de41e8c,3,3
b455da87-de96-42b3-b126-1f350de41e8c,2,2
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,0,15
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,5,14
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,4,13
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,3,9
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,1,6
c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,2,5
c3728021-30dd-44a0-9585-edfa84506a97,3,24
c3728021-30dd-44a0-9585-edfa84506a97,1,11
c3728021-30dd-44a0-9585-edfa84506a97,0,10
c3728021-30dd-44a0-9585-edfa84506a97,5,6
c3728021-30dd-44a0-9585-edfa84506a97,2,5
c3728021-30dd-44a0-9585-edfa84506a97,4,4
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,3,26
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,0,16
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,5,9
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,4,8
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,1,5
c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,2,4
c813c2bc-7886-4013-a340-6b71b8d13003,2,30
c813c2bc-7886-4013-a340-6b71b8d13003,5,13
c813c2bc-7886-4013-a340-6b71b8d13003,0,10
c813c2bc-7886-4013-a340-6b71b8d13003,3,6
c813c2bc-7886-4013-a340-6b71b8d13003,4,5
c813c2bc-7886-4013-a340-6b71b8d13003,1,3
c968fef9-5411-49d5-b6e1-d9a52add4ab8,5,22
c968fef9-5411-49d5-b6e1-d9a52add4ab8,2,10
c968fef9-5411-49d5-b6e1-d9a52add4ab8,3,8
c968fef9-5411-49d5-b6e1-d9a52add4ab8,0,7
c968fef9-5411-49d5-b6e1-d9a52add4ab8,4,7
c968fef9-5411-49d5-b6e1-d9a52add4ab8,1,5
ce9c3ed2-1b0f-415d-9502-504ae224491a,5,25
ce9c3ed2-1b0f-415d-9502-504ae224491a,1,12
ce9c3ed2-1b0f-415d-9502-504ae224491a,2,12
ce9c3ed2-1b0f-415d-9502-504ae224491a,0,10
ce9c3ed2-1b0f-415d-9502-504ae224491a,4,6
ce9c3ed2-1b0f-415d-9502-504ae224491a,3,3
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,3,18
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,0,14
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,1,13
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,2,10
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,5,7
cf51b9c2-7ff5-40f3-a752-0a9480fdd894,4,3
d6a7c304-337f-41ab-8d21-318c2955ba0b,5,17
d6a7c304-337f-41ab-8d21-318c2955ba0b,1,11
d6a7c304-337f-41ab-8d21-318c2955ba0b,3,10
d6a7c304-337f-41ab-8d21-318c2955ba0b,0,8
d6a7c304-337f-41ab-8d21-318c2955ba0b,4,8
d6a7c304-337f-41ab-8d21-318c2955ba0b,2,7
da987f6e-e9ee-4c8a-aa1f-d801d4c35644,4,40
da987f6e-e9ee-4c8a-aa1f-d801d4c35644,5,6
da987f6e-e9ee-4c8a-aa1f-d801d4c35644,0,5
da987f6e-e9ee-4c8a-aa1f-d801d4c35644,3,3
da987f6e-e9ee-4c8a-aa1f-d801d4c35644,2,1
dc9690fd-c8d0-46a3-844d-28842ee4af4f,0,31
dc9690fd-c8d0-46a3-844d-28842ee4af4f,4,10
dc9690fd-c8d0-46a3-844d-28842ee4af4f,1,8
dc9690fd-c8d0-46a3-844d-28842ee4af4f,3,7
dc9690fd-c8d0-46a3-844d-28842ee4af4f,2,6
dc9690fd-c8d0-46a3-844d-28842ee4af4f,5,6
dda733a2-2add-44a5-b888-81943923c2c6,3,16
dda733a2-2add-44a5-b888-81943923c2c6,4,9
dda733a2-2add-44a5-b888-81943923c2c6,2,7
dda733a2-2add-44a5-b888-81943923c2c6,0,6
dda733a2-2add-44a5-b888-81943923c2c6,1,6
dda733a2-2add-44a5-b888-81943923c2c6,5,5
e3aca4f2-7e1e-4499-bf8f-55355b2849da,0,25
e3aca4f2-7e1e-4499-bf8f-55355b2849da,5,12
e3aca4f2-7e1e-4499-bf8f-55355b2849da,3,9
e3aca4f2-7e1e-4499-bf8f-55355b2849da,4,9
e3aca4f2-7e1e-4499-bf8f-55355b2849da,1,7
e3aca4f2-7e1e-4499-bf8f-55355b2849da,2,6
e69e0495-522a-4fcb-9da1-644601d99e2b,0,34
e69e0495-522a-4fcb-9da1-644601d99e2b,2,10
e69e0495-522a-4fcb-9da1-644601d99e2b,1,6
e69e0495-522a-4fcb-9da1-644601d99e2b,3,6
e69e0495-522a-4fcb-9da1-644601d99e2b,4,6
e69e0495-522a-4fcb-9da1-644601d99e2b,5,6
e81fe35d-eabc-4bef-a19d-b7cf24d01366,1,28
e81fe35d-eabc-4bef-a19d-b7cf24d01366,4,12
e81fe35d-eabc-4bef-a19d-b7cf24d01366,0,11
e81fe35d-eabc-4bef-a19d-b7cf24d01366,2,7
e81fe35d-eabc-4bef-a19d-b7cf24d01366,3,5
e81fe35d-eabc-4bef-a19d-b7cf24d01366,5,4
ef836255-9ff1-48bd-9ee1-b3e205f96367,2,16
ef836255-9ff1-48bd-9ee1-b3e205f96367,4,16
ef836255-9ff1-48bd-9ee1-b3e205f96367,1,8
ef836255-9ff1-48bd-9ee1-b3e205f96367,0,7
ef836255-9ff1-48bd-9ee1-b3e205f96367,3,6
ef836255-9ff1-48bd-9ee1-b3e205f96367,5,4
f89e8057-94eb-42d4-9ea6-c5f00419c387,4,30
f89e8057-94eb-42d4-9ea6-c5f00419c387,0,12
f89e8057-94eb-42d4-9ea6-c5f00419c387,3,9
f89e8057-94eb-42d4-9ea6-c5f00419c387,1,5
f89e8057-94eb-42d4-9ea6-c5f00419c387,2,5
f89e8057-94eb-42d4-9ea6-c5f00419c387,5,4
f922a5d4-3651-46f7-aa98-307c045dd4b5,4,32
f922a5d4-3651-46f7-aa98-307c045dd4b5,0,10
f922a5d4-3651-46f7-aa98-307c045dd4b5,1,9
f922a5d4-3651-46f7-aa98-307c045dd4b5,2,7
f922a5d4-3651-46f7-aa98-307c045dd4b5,3,5
f922a5d4-3651-46f7-aa98-307c045dd4b5,5,3
fed3dced-4009-461e-9411-a440c779e32c,4,18
fed3dced-4009-461e-9411-a440c779e32c,1,8
fed3dced-4009-461e-9411-a440c779e32c,2,4
fed3dced-4009-461e-9411-a440c779e32c,0,3
fed3dced-4009-461e-9411-a440c779e32c,3,2
fed3dced-4009-461e-9411-a440c779e32c,5,2
