artifact_id,artifact_type,renderer_template_id,template_version,page_count,sidecar_path
BS-BBL-OPER-2568-11,bank_statement,bank_statement_bbl,v1,2,per_artifact/bank_statement/BS-BBL-OPER-2568-11.json
BS-BBL-OPER-2568-12,bank_statement,bank_statement_bbl,v1,2,per_artifact/bank_statement/BS-BBL-OPER-2568-12.json
BS-KBANK-OPER-2567-01,bank_statement,bank_statement_kbank,v1,23,per_artifact/bank_statement/BS-KBANK-OPER-2567-01.json
BS-KBANK-OPER-2567-02,bank_statement,bank_statement_kbank,v1,29,per_artifact/bank_statement/BS-KBANK-OPER-2567-02.json
BS-KBANK-OPER-2567-03,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2567-03.json
BS-KBANK-OPER-2567-04,bank_statement,bank_statement_kbank,v1,34,per_artifact/bank_statement/BS-KBANK-OPER-2567-04.json
BS-KBANK-OPER-2567-05,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2567-05.json
BS-KBANK-OPER-2567-06,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2567-06.json
BS-KBANK-OPER-2567-07,bank_statement,bank_statement_kbank,v1,37,per_artifact/bank_statement/BS-KBANK-OPER-2567-07.json
BS-KBANK-OPER-2567-08,bank_statement,bank_statement_kbank,v1,37,per_artifact/bank_statement/BS-KBANK-OPER-2567-08.json
BS-KBANK-OPER-2567-09,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2567-09.json
BS-KBANK-OPER-2567-10,bank_statement,bank_statement_kbank,v1,37,per_artifact/bank_statement/BS-KBANK-OPER-2567-10.json
BS-KBANK-OPER-2567-11,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2567-11.json
BS-KBANK-OPER-2567-12,bank_statement,bank_statement_kbank,v1,37,per_artifact/bank_statement/BS-KBANK-OPER-2567-12.json
BS-KBANK-OPER-2568-01,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2568-01.json
BS-KBANK-OPER-2568-02,bank_statement,bank_statement_kbank,v1,34,per_artifact/bank_statement/BS-KBANK-OPER-2568-02.json
BS-KBANK-OPER-2568-03,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2568-03.json
BS-KBANK-OPER-2568-04,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2568-04.json
BS-KBANK-OPER-2568-05,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2568-05.json
BS-KBANK-OPER-2568-06,bank_statement,bank_statement_kbank,v1,34,per_artifact/bank_statement/BS-KBANK-OPER-2568-06.json
BS-KBANK-OPER-2568-07,bank_statement,bank_statement_kbank,v1,38,per_artifact/bank_statement/BS-KBANK-OPER-2568-07.json
BS-KBANK-OPER-2568-08,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2568-08.json
BS-KBANK-OPER-2568-09,bank_statement,bank_statement_kbank,v1,36,per_artifact/bank_statement/BS-KBANK-OPER-2568-09.json
BS-KBANK-OPER-2568-10,bank_statement,bank_statement_kbank,v1,39,per_artifact/bank_statement/BS-KBANK-OPER-2568-10.json
BS-KBANK-OPER-2568-11,bank_statement,bank_statement_kbank,v1,35,per_artifact/bank_statement/BS-KBANK-OPER-2568-11.json
BS-KBANK-OPER-2568-12,bank_statement,bank_statement_kbank,v1,37,per_artifact/bank_statement/BS-KBANK-OPER-2568-12.json
BS-OPER-BKK-CTW-2567-01,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-01.json
BS-OPER-BKK-CTW-2567-02,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-02.json
BS-OPER-BKK-CTW-2567-03,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-03.json
BS-OPER-BKK-CTW-2567-04,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-04.json
BS-OPER-BKK-CTW-2567-05,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-05.json
BS-OPER-BKK-CTW-2567-06,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-06.json
BS-OPER-BKK-CTW-2567-07,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-07.json
BS-OPER-BKK-CTW-2567-08,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-08.json
BS-OPER-BKK-CTW-2567-09,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-09.json
BS-OPER-BKK-CTW-2567-10,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-10.json
BS-OPER-BKK-CTW-2567-11,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-11.json
BS-OPER-BKK-CTW-2567-12,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2567-12.json
BS-OPER-BKK-CTW-2568-01,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-01.json
BS-OPER-BKK-CTW-2568-02,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-02.json
BS-OPER-BKK-CTW-2568-03,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-03.json
BS-OPER-BKK-CTW-2568-04,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-04.json
BS-OPER-BKK-CTW-2568-05,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-05.json
BS-OPER-BKK-CTW-2568-06,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-06.json
BS-OPER-BKK-CTW-2568-07,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-07.json
BS-OPER-BKK-CTW-2568-08,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-08.json
BS-OPER-BKK-CTW-2568-09,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-09.json
BS-OPER-BKK-CTW-2568-10,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-10.json
BS-OPER-BKK-CTW-2568-11,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-11.json
BS-OPER-BKK-CTW-2568-12,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-CTW-2568-12.json
BS-OPER-BKK-EMSP-2567-01,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-01.json
BS-OPER-BKK-EMSP-2567-02,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-02.json
BS-OPER-BKK-EMSP-2567-03,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-03.json
BS-OPER-BKK-EMSP-2567-04,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-04.json
BS-OPER-BKK-EMSP-2567-05,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-05.json
BS-OPER-BKK-EMSP-2567-06,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-06.json
BS-OPER-BKK-EMSP-2567-07,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-07.json
BS-OPER-BKK-EMSP-2567-08,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-08.json
BS-OPER-BKK-EMSP-2567-09,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-09.json
BS-OPER-BKK-EMSP-2567-10,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-10.json
BS-OPER-BKK-EMSP-2567-11,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-11.json
BS-OPER-BKK-EMSP-2567-12,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2567-12.json
BS-OPER-BKK-EMSP-2568-01,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-01.json
BS-OPER-BKK-EMSP-2568-02,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-02.json
BS-OPER-BKK-EMSP-2568-03,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-03.json
BS-OPER-BKK-EMSP-2568-04,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-04.json
BS-OPER-BKK-EMSP-2568-05,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-05.json
BS-OPER-BKK-EMSP-2568-06,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-06.json
BS-OPER-BKK-EMSP-2568-07,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-07.json
BS-OPER-BKK-EMSP-2568-08,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-08.json
BS-OPER-BKK-EMSP-2568-09,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-09.json
BS-OPER-BKK-EMSP-2568-10,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-10.json
BS-OPER-BKK-EMSP-2568-11,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-11.json
BS-OPER-BKK-EMSP-2568-12,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-EMSP-2568-12.json
BS-OPER-BKK-PKT-2567-01,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-01.json
BS-OPER-BKK-PKT-2567-02,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-02.json
BS-OPER-BKK-PKT-2567-03,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-03.json
BS-OPER-BKK-PKT-2567-04,bank_statement,bank_statement_bbl,v1,7,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-04.json
BS-OPER-BKK-PKT-2567-05,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-05.json
BS-OPER-BKK-PKT-2567-06,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-06.json
BS-OPER-BKK-PKT-2567-07,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-07.json
BS-OPER-BKK-PKT-2567-08,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-08.json
BS-OPER-BKK-PKT-2567-09,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-09.json
BS-OPER-BKK-PKT-2567-10,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-10.json
BS-OPER-BKK-PKT-2567-11,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-11.json
BS-OPER-BKK-PKT-2567-12,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2567-12.json
BS-OPER-BKK-PKT-2568-01,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-01.json
BS-OPER-BKK-PKT-2568-02,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-02.json
BS-OPER-BKK-PKT-2568-03,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-03.json
BS-OPER-BKK-PKT-2568-04,bank_statement,bank_statement_bbl,v1,4,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-04.json
BS-OPER-BKK-PKT-2568-05,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-05.json
BS-OPER-BKK-PKT-2568-06,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-06.json
BS-OPER-BKK-PKT-2568-07,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-07.json
BS-OPER-BKK-PKT-2568-08,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-08.json
BS-OPER-BKK-PKT-2568-09,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-09.json
BS-OPER-BKK-PKT-2568-10,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-10.json
BS-OPER-BKK-PKT-2568-11,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-11.json
BS-OPER-BKK-PKT-2568-12,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-BKK-PKT-2568-12.json
BS-OPER-BKK-R9-2567-01,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-01.json
BS-OPER-BKK-R9-2567-02,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-02.json
BS-OPER-BKK-R9-2567-03,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-03.json
BS-OPER-BKK-R9-2567-04,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-04.json
BS-OPER-BKK-R9-2567-05,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-05.json
BS-OPER-BKK-R9-2567-06,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-06.json
BS-OPER-BKK-R9-2567-07,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-07.json
BS-OPER-BKK-R9-2567-08,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-08.json
BS-OPER-BKK-R9-2567-09,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-09.json
BS-OPER-BKK-R9-2567-10,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-10.json
BS-OPER-BKK-R9-2567-11,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-11.json
BS-OPER-BKK-R9-2567-12,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2567-12.json
BS-OPER-BKK-R9-2568-01,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-01.json
BS-OPER-BKK-R9-2568-02,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-02.json
BS-OPER-BKK-R9-2568-03,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-03.json
BS-OPER-BKK-R9-2568-04,bank_statement,bank_statement_kbank,v1,3,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-04.json
BS-OPER-BKK-R9-2568-05,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-05.json
BS-OPER-BKK-R9-2568-06,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-06.json
BS-OPER-BKK-R9-2568-07,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-07.json
BS-OPER-BKK-R9-2568-08,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-08.json
BS-OPER-BKK-R9-2568-09,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-09.json
BS-OPER-BKK-R9-2568-10,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-10.json
BS-OPER-BKK-R9-2568-11,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-11.json
BS-OPER-BKK-R9-2568-12,bank_statement,bank_statement_kbank,v1,4,per_artifact/bank_statement/BS-OPER-BKK-R9-2568-12.json
BS-OPER-BKK-SIAM-2567-01,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-01.json
BS-OPER-BKK-SIAM-2567-02,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-02.json
BS-OPER-BKK-SIAM-2567-03,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-03.json
BS-OPER-BKK-SIAM-2567-04,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-04.json
BS-OPER-BKK-SIAM-2567-05,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-05.json
BS-OPER-BKK-SIAM-2567-06,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-06.json
BS-OPER-BKK-SIAM-2567-07,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-07.json
BS-OPER-BKK-SIAM-2567-08,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-08.json
BS-OPER-BKK-SIAM-2567-09,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-09.json
BS-OPER-BKK-SIAM-2567-10,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-10.json
BS-OPER-BKK-SIAM-2567-11,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-11.json
BS-OPER-BKK-SIAM-2567-12,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2567-12.json
BS-OPER-BKK-SIAM-2568-01,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-01.json
BS-OPER-BKK-SIAM-2568-02,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-02.json
BS-OPER-BKK-SIAM-2568-03,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-03.json
BS-OPER-BKK-SIAM-2568-04,bank_statement,bank_statement_scb,v1,8,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-04.json
BS-OPER-BKK-SIAM-2568-05,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-05.json
BS-OPER-BKK-SIAM-2568-06,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-06.json
BS-OPER-BKK-SIAM-2568-07,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-07.json
BS-OPER-BKK-SIAM-2568-08,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-08.json
BS-OPER-BKK-SIAM-2568-09,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-09.json
BS-OPER-BKK-SIAM-2568-10,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-10.json
BS-OPER-BKK-SIAM-2568-11,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-11.json
BS-OPER-BKK-SIAM-2568-12,bank_statement,bank_statement_scb,v1,9,per_artifact/bank_statement/BS-OPER-BKK-SIAM-2568-12.json
BS-OPER-CNX-MAYA-2567-01,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-01.json
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-02.json
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-03.json
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,7,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-04.json
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-05.json
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-06.json
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-07.json
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-08.json
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-09.json
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-10.json
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-11.json
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2567-12.json
BS-OPER-CNX-MAYA-2568-01,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-01.json
BS-OPER-CNX-MAYA-2568-02,bank_statement,bank_statement_bbl,v1,8,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-02.json
BS-OPER-CNX-MAYA-2568-03,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-03.json
BS-OPER-CNX-MAYA-2568-04,bank_statement,bank_statement_bbl,v1,7,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-04.json
BS-OPER-CNX-MAYA-2568-05,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-05.json
BS-OPER-CNX-MAYA-2568-06,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-06.json
BS-OPER-CNX-MAYA-2568-07,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-07.json
BS-OPER-CNX-MAYA-2568-08,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-08.json
BS-OPER-CNX-MAYA-2568-09,bank_statement,bank_statement_bbl,v1,9,per_artifact/bank_statement/BS-OPER-CNX-MAYA-2568-09.json
