artifact_id,artifact_type,renderer_template_id,template_version,stored_page_index,output_path,extension,page_kind,source_fact_table,source_row_id_count,visible_field_count,visible_fields,pdf_pages,encrypted,text_layer_characters
VC-007,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-09/VC-007.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,807
VC-008,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-12/VC-008.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,799
VC-009,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-01/VC-009.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,742
VC-010,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-07/VC-010.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,788
VC-011,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-04/VC-011.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,788
VC-012,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-10/VC-012.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,769
VC-013,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-01/VC-013.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,746
VC-014,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-09/VC-014.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,777
VC-015,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-04/VC-015.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,805
VC-016,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-10/VC-016.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,785
VC-017,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-01/VC-017.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,731
VC-018,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2024-09/VC-018.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,779
VC-019,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-02/VC-019.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,803
VC-020,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-04/VC-020.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,791
VC-021,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-08/VC-021.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,795
VC-022,t2_doc,t2_doc_vendor_contract,v1,0,renders/t2_doc/2025-11/VC-022.pdf,.pdf,page,DIM_VENDOR_CONTRACT_VERSION,1,5,"('contract_version_id', 'vendor_id', 'version_number', 'effective_date', 'contract_pdf_filename')",1,False,771
