store_id,date,promo_product_count,promo_campaign_count,max_discount,mean_discount
2,2024-01-02,60,125,15,0.6
19,2023-09-18,60,124,25,10.483870967741936
3,2024-07-22,60,124,20,7.903225806451613
3,2024-07-24,60,124,20,7.903225806451613
3,2024-07-23,60,124,20,7.903225806451613
1,2023-07-09,60,124,20,0.6451612903225806
1,2023-07-12,60,124,20,0.6451612903225806
1,2023-07-10,60,124,20,0.6451612903225806
1,2023-07-11,60,124,20,0.6451612903225806
8,2023-07-06,60,124,20,0.6451612903225806
8,2023-07-10,60,124,20,0.6451612903225806
8,2023-07-09,60,124,20,0.6451612903225806
1,2023-07-08,60,124,20,0.6451612903225806
8,2023-07-07,60,124,20,0.6451612903225806
8,2023-07-05,60,124,20,0.6451612903225806
8,2023-07-08,60,124,20,0.6451612903225806
19,2023-09-22,60,124,25,10.483870967741936
19,2023-09-21,60,124,25,10.483870967741936
19,2023-09-20,60,124,25,10.483870967741936
19,2023-09-19,60,124,25,10.483870967741936
6,2023-12-10,60,123,25,17.682926829268293
6,2023-12-09,60,123,25,17.682926829268293
10,2023-08-02,60,123,20,10.24390243902439
6,2023-12-06,60,123,25,7.926829268292683
10,2023-08-01,60,123,20,10.24390243902439
14,2024-05-03,60,122,30,12.78688524590164
8,2024-08-01,60,120,0,0.0
8,2024-02-09,60,120,20,10.0
10,2023-08-20,60,120,25,12.5
8,2024-08-02,60,120,0,0.0
10,2023-08-19,60,120,25,12.5
10,2023-08-21,60,120,25,12.5
10,2023-08-22,60,120,25,12.5
15,2023-03-04,60,120,20,10.0
14,2024-05-02,60,120,15,12.5
14,2024-05-01,60,120,15,12.5
14,2023-10-17,60,120,20,10.0
14,2023-07-19,60,120,0,0.0
14,2023-07-18,60,120,0,0.0
14,2023-07-20,60,120,0,0.0
14,2023-07-21,60,120,0,0.0
13,2024-12-02,60,120,0,0.0
14,2023-04-07,60,120,0,0.0
14,2023-04-08,60,120,0,0.0
14,2023-04-09,60,120,0,0.0
13,2024-08-31,60,120,20,15.0
13,2024-08-30,60,120,20,15.0
13,2024-09-01,60,120,20,15.0
13,2024-09-02,60,120,20,15.0
6,2023-09-17,60,120,25,17.5
13,2024-09-03,60,120,20,15.0
5,2024-10-26,60,120,15,7.5
5,2024-10-27,60,120,15,7.5
6,2023-06-30,60,120,20,10.0
6,2023-09-19,60,120,25,17.5
5,2024-11-02,60,120,15,7.5
5,2024-11-01,60,120,15,7.5
12,2024-12-03,60,120,10,5.0
12,2024-12-04,60,120,10,5.0
12,2024-12-05,60,120,10,5.0
12,2024-12-06,60,120,10,5.0
12,2024-12-08,60,120,10,5.0
12,2024-12-07,60,120,10,5.0
6,2023-09-20,60,120,25,17.5
6,2023-09-18,60,120,25,17.5
7,2024-04-26,60,120,0,0.0
7,2024-04-27,60,120,0,0.0
7,2024-04-28,60,120,0,0.0
11,2023-11-10,60,120,15,7.5
7,2024-04-22,60,120,0,0.0
7,2023-01-11,60,120,25,25.0
7,2023-01-10,60,120,25,25.0
7,2023-01-09,60,120,25,25.0
12,2024-12-09,60,120,10,5.0
7,2024-04-23,60,120,0,0.0
7,2024-04-24,60,120,0,0.0
7,2024-04-25,60,120,0,0.0
12,2023-02-22,60,120,0,0.0
8,2023-07-17,60,120,0,0.0
8,2023-07-16,60,120,0,0.0
8,2023-07-18,60,120,0,0.0
8,2023-07-14,60,120,0,0.0
8,2023-07-15,60,120,0,0.0
10,2024-08-16,60,120,10,5.0
10,2024-08-15,60,120,10,5.0
10,2024-08-14,60,120,10,5.0
10,2024-08-13,60,120,10,5.0
10,2024-08-12,60,120,10,5.0
10,2024-08-11,60,120,10,5.0
10,2024-08-10,60,120,10,5.0
10,2024-08-09,60,120,10,5.0
10,2024-08-08,60,120,10,5.0
11,2023-07-15,60,120,25,17.5
11,2023-11-09,60,120,15,7.5
11,2023-11-08,60,120,15,7.5
11,2023-11-07,60,120,15,7.5
11,2023-11-11,60,120,15,7.5
8,2024-01-17,60,120,25,17.5
8,2024-02-07,60,120,20,10.0
8,2024-02-08,60,120,20,10.0
10,2023-08-23,60,120,25,12.5
17,2023-09-20,60,120,25,12.5
17,2023-09-17,60,120,25,12.5
17,2023-09-18,60,120,25,12.5
17,2023-09-19,60,120,25,12.5
17,2023-07-26,60,120,25,12.5
17,2023-07-27,60,120,25,12.5
17,2023-07-28,60,120,25,12.5
17,2023-09-12,60,120,25,12.5
17,2023-06-27,60,120,15,15.0
17,2023-09-21,60,120,25,12.5
17,2023-09-22,60,120,25,12.5
17,2023-07-25,60,120,25,12.5
17,2023-09-16,60,120,25,12.5
17,2023-05-05,60,120,0,0.0
17,2023-05-06,60,120,0,0.0
3,2024-07-29,60,120,0,0.0
3,2024-07-25,60,120,15,7.5
3,2024-08-17,60,120,0,0.0
20,2023-01-28,60,120,0,0.0
3,2024-08-15,60,120,0,0.0
3,2024-08-18,60,120,0,0.0
3,2024-08-19,60,120,0,0.0
3,2024-08-16,60,120,0,0.0
16,2023-12-29,60,120,0,0.0
16,2024-01-04,60,120,0,0.0
16,2024-01-03,60,120,0,0.0
3,2024-08-21,60,120,0,0.0
3,2024-08-20,60,120,0,0.0
15,2023-03-03,60,120,20,10.0
15,2023-03-05,60,120,20,10.0
16,2023-04-02,60,120,10,5.0
5,2023-02-24,60,120,0,0.0
5,2023-02-23,60,120,0,0.0
16,2023-12-30,60,120,0,0.0
16,2023-12-31,60,120,0,0.0
16,2024-01-01,60,120,0,0.0
16,2024-01-02,60,120,0,0.0
16,2023-01-07,60,120,0,0.0
16,2023-01-09,60,120,0,0.0
16,2023-01-08,60,120,0,0.0
4,2024-09-27,60,120,10,5.0
17,2023-06-28,60,120,15,15.0
17,2023-06-29,60,120,15,15.0
17,2023-07-23,60,120,25,12.5
17,2023-07-24,60,120,25,12.5
18,2023-01-18,60,120,0,0.0
18,2023-01-17,60,120,0,0.0
18,2023-01-16,60,120,0,0.0
2,2024-02-15,60,120,10,5.0
3,2023-09-19,60,120,15,7.5
3,2023-09-18,60,120,15,7.5
3,2023-09-17,60,120,15,7.5
17,2023-09-13,60,120,25,12.5
17,2023-09-15,60,120,25,12.5
17,2023-09-14,60,120,25,12.5
20,2023-01-27,60,120,0,0.0
18,2023-01-19,60,120,0,0.0
19,2024-01-13,60,120,0,0.0
19,2023-09-23,60,120,20,10.0
19,2023-09-24,60,120,20,10.0
18,2023-01-24,60,100,25,5.8
18,2023-01-25,60,100,25,5.8
7,2024-08-29,60,95,50,10.842105263157896
7,2024-08-30,60,95,50,10.842105263157896
17,2024-01-25,60,94,30,17.02127659574468
5,2023-11-25,60,93,50,30.967741935483872
7,2023-11-03,60,90,50,21.22222222222222
7,2023-11-02,60,90,50,21.22222222222222
6,2024-06-14,60,90,30,6.666666666666667
11,2024-08-08,60,90,15,4.111111111111111
11,2024-08-09,60,90,15,4.111111111111111
11,2024-08-10,60,90,15,4.111111111111111
6,2024-06-16,60,90,30,6.666666666666667
6,2024-06-15,60,90,30,6.666666666666667
7,2023-11-04,60,90,50,21.22222222222222
11,2024-08-11,60,90,15,4.111111111111111
7,2023-11-05,60,90,50,21.22222222222222
17,2023-04-05,60,89,50,12.752808988764045
17,2023-04-06,60,89,50,12.752808988764045
18,2024-12-10,60,89,50,9.606741573033707
18,2024-12-11,60,89,50,9.606741573033707
18,2024-12-09,60,89,50,9.606741573033707
2,2024-03-09,60,88,50,16.59090909090909
16,2023-05-03,60,88,50,24.772727272727273
16,2023-05-01,60,88,50,24.772727272727273
16,2023-05-02,60,88,50,24.772727272727273
7,2024-09-04,60,88,50,15.909090909090908
7,2024-09-03,60,88,50,15.909090909090908
7,2024-09-02,60,88,50,15.909090909090908
7,2024-09-01,60,88,50,15.909090909090908
7,2024-08-31,60,88,50,15.909090909090908
5,2024-01-12,60,88,30,18.636363636363637
7,2024-09-06,60,88,50,15.909090909090908
12,2024-02-18,60,88,50,7.7272727272727275
12,2024-02-17,60,88,50,7.7272727272727275
12,2024-02-15,60,88,50,7.7272727272727275
12,2024-02-14,60,88,50,7.7272727272727275
7,2024-09-05,60,88,50,15.909090909090908
12,2024-02-16,60,88,50,7.7272727272727275
5,2024-01-10,60,88,30,18.636363636363637
5,2024-01-11,60,88,30,18.636363636363637
10,2023-08-13,60,87,35,8.67816091954023
20,2023-02-18,60,87,25,17.24137931034483
15,2023-10-08,60,87,50,18.96551724137931
15,2023-10-09,60,87,50,18.96551724137931
10,2023-08-11,60,87,35,8.67816091954023
10,2023-08-12,60,87,35,8.67816091954023
2,2024-07-14,60,86,50,29.069767441860463
2,2024-07-16,60,86,50,29.069767441860463
11,2023-06-09,60,86,50,25.58139534883721
11,2023-06-08,60,86,50,25.58139534883721
18,2023-01-23,60,86,25,5.116279069767442
2,2024-07-13,60,86,50,29.069767441860463
2,2024-07-15,60,86,50,29.069767441860463
5,2024-01-15,60,84,30,18.333333333333332
5,2024-01-18,60,84,30,18.333333333333332
5,2024-01-19,60,84,30,18.333333333333332
5,2024-01-20,60,84,30,18.333333333333332
12,2024-11-20,60,84,50,18.571428571428573
12,2024-11-17,60,84,50,18.571428571428573
7,2024-08-26,60,84,35,4.642857142857143
7,2024-08-27,60,84,35,4.642857142857143
5,2024-01-14,60,84,30,18.333333333333332
12,2024-11-19,60,84,50,18.571428571428573
12,2024-11-18,60,84,50,18.571428571428573
5,2024-01-16,60,84,30,18.333333333333332
5,2024-01-17,60,84,30,18.333333333333332
6,2023-04-16,60,83,20,5.542168674698795
8,2024-10-04,60,83,50,29.759036144578314
6,2023-04-19,60,83,20,5.542168674698795
6,2023-04-17,60,83,20,5.542168674698795
6,2023-04-18,60,83,20,5.542168674698795
19,2024-01-24,60,83,25,6.927710843373494
8,2024-10-03,60,83,50,29.759036144578314
8,2024-10-02,60,83,50,29.759036144578314
8,2024-10-01,60,83,50,29.759036144578314
8,2024-10-05,60,83,50,29.759036144578314
18,2024-12-06,60,83,15,4.156626506024097
18,2024-12-07,60,83,15,4.156626506024097
2,2024-11-15,60,82,50,27.4390243902439
19,2023-03-24,60,82,50,24.634146341463413
10,2023-08-07,60,82,25,6.524390243902439
10,2023-08-08,60,82,25,6.524390243902439
10,2023-08-05,60,82,25,6.524390243902439
10,2023-08-06,60,82,25,6.524390243902439
2,2024-11-16,60,82,50,27.4390243902439
11,2023-12-03,60,81,20,5.185185185185185
6,2023-04-24,60,81,50,11.481481481481481
6,2023-04-23,60,81,50,11.481481481481481
6,2023-04-25,60,81,50,11.481481481481481
11,2023-12-02,60,81,20,5.185185185185185
17,2023-04-08,60,80,35,7.625
16,2023-09-09,60,80,10,2.5
16,2023-09-08,60,80,10,2.5
13,2024-07-24,60,80,40,17.5
6,2023-12-05,60,80,30,7.3125
6,2023-12-04,60,80,30,7.3125
19,2023-03-06,60,80,50,11.125
13,2024-07-25,60,80,40,17.5
13,2024-07-27,60,80,40,17.5
13,2024-07-26,60,80,40,17.5
13,2024-07-29,60,80,40,17.5
13,2024-07-28,60,80,40,17.5
18,2023-12-14,60,80,50,27.5
18,2023-12-13,60,80,50,27.5
18,2023-12-12,60,80,50,27.5
18,2023-12-11,60,80,50,27.5
9,2024-03-08,60,80,20,5.0
9,2024-03-09,60,80,20,5.0
9,2024-03-10,60,80,20,5.0
9,2024-03-11,60,80,20,5.0
18,2023-01-27,60,79,25,3.3544303797468356
18,2023-01-26,60,79,25,3.3544303797468356
18,2024-10-04,60,79,25,23.79746835443038
6,2023-04-14,60,79,20,4.810126582278481
6,2024-01-26,60,79,40,20.063291139240505
6,2024-01-25,60,79,40,20.063291139240505
18,2024-10-06,60,79,25,23.79746835443038
6,2023-04-15,60,79,20,4.810126582278481
18,2024-10-05,60,79,25,23.79746835443038
18,2024-06-01,60,79,35,8.417721518987342
18,2024-06-02,60,79,35,8.417721518987342
10,2023-08-10,60,79,25,6.012658227848101
10,2023-08-09,60,79,25,6.012658227848101
19,2023-10-07,60,79,25,21.20253164556962
3,2023-07-07,60,79,30,14.810126582278482
3,2023-07-10,60,79,30,14.810126582278482
3,2023-07-11,60,79,30,14.810126582278482
3,2023-07-08,60,79,30,14.810126582278482
4,2024-11-29,60,79,40,15.126582278481013
18,2024-06-03,60,79,35,8.417721518987342
18,2024-06-04,60,79,35,8.417721518987342
3,2023-07-09,60,79,30,14.810126582278482
18,2023-12-26,60,79,25,6.012658227848101
18,2023-12-29,60,79,25,6.012658227848101
18,2023-01-29,60,79,25,3.3544303797468356
18,2023-01-28,60,79,25,3.3544303797468356
18,2023-12-27,60,79,25,6.012658227848101
3,2023-07-06,60,79,30,14.810126582278482
3,2023-07-12,60,79,30,14.810126582278482
18,2023-12-28,60,79,25,6.012658227848101
18,2024-10-02,60,79,25,23.79746835443038
18,2024-10-03,60,79,25,23.79746835443038
18,2024-05-31,60,79,35,8.417721518987342
18,2024-06-12,60,79,35,27.40506329113924
11,2023-11-06,60,78,10,2.3076923076923075
11,2023-11-04,60,78,10,2.3076923076923075
7,2024-08-28,60,78,10,2.3076923076923075
12,2024-02-19,60,78,10,2.3076923076923075
12,2024-02-12,60,78,10,2.3076923076923075
12,2024-02-13,60,78,10,2.3076923076923075
9,2024-03-04,60,78,50,10.897435897435898
9,2024-03-03,60,78,50,10.897435897435898
9,2024-03-06,60,78,50,10.897435897435898
9,2024-03-05,60,78,50,10.897435897435898
9,2023-06-24,60,78,50,29.487179487179485
9,2024-03-07,60,78,50,10.897435897435898
20,2023-02-26,60,78,25,5.769230769230769
3,2023-09-23,60,78,20,4.615384615384615
20,2023-02-25,60,78,25,5.769230769230769
11,2023-11-03,60,78,10,2.3076923076923075
20,2023-02-23,60,78,25,5.769230769230769
20,2023-02-24,60,78,25,5.769230769230769
2,2024-03-17,60,78,20,4.615384615384615
2,2024-03-18,60,78,20,4.615384615384615
9,2023-06-25,60,78,50,29.487179487179485
2,2024-03-20,60,78,20,4.615384615384615
2,2024-03-19,60,78,20,4.615384615384615
17,2023-04-04,60,78,50,9.615384615384615
5,2023-11-26,60,78,35,27.307692307692307
11,2023-11-05,60,78,10,2.3076923076923075
12,2024-02-20,60,78,10,2.3076923076923075
20,2023-01-22,60,77,50,11.03896103896104
10,2024-03-13,60,77,10,2.207792207792208
20,2023-01-23,60,77,50,11.03896103896104
17,2023-04-07,60,77,35,6.9480519480519485
10,2023-01-17,60,77,50,22.727272727272727
14,2024-12-09,60,77,20,4.415584415584416
10,2024-03-14,60,77,10,2.207792207792208
10,2024-03-15,60,77,10,2.207792207792208
4,2024-11-25,60,77,25,13.311688311688311
18,2024-12-08,60,77,15,3.311688311688312
1,2024-05-12,60,77,35,7.7272727272727275
1,2024-05-13,60,77,35,7.7272727272727275
6,2024-03-06,60,77,50,30.51948051948052
8,2024-09-30,60,77,50,30.51948051948052
6,2023-07-01,60,76,35,23.157894736842106
9,2024-03-02,60,76,50,10.526315789473685
18,2023-01-22,60,76,15,3.1578947368421053
2,2024-03-22,60,76,20,4.2105263157894735
2,2024-03-23,60,76,20,4.2105263157894735
19,2024-05-17,60,76,10,10.0
19,2024-05-18,60,76,10,10.0
19,2024-05-25,60,76,10,10.0
19,2024-05-21,60,76,10,10.0
19,2024-05-19,60,76,10,10.0
19,2024-05-20,60,76,10,10.0
16,2024-08-04,60,76,50,9.539473684210526
17,2024-01-27,60,76,15,13.947368421052632
17,2024-01-26,60,76,15,13.947368421052632
17,2024-01-24,60,76,15,13.947368421052632
19,2024-05-23,60,76,10,10.0
19,2024-05-22,60,76,10,10.0
19,2024-05-24,60,76,10,10.0
6,2023-07-03,60,76,35,23.157894736842106
6,2023-07-02,60,76,35,23.157894736842106
18,2023-07-25,60,76,50,22.36842105263158
12,2024-11-22,60,76,35,15.263157894736842
12,2024-11-21,60,76,35,15.263157894736842
12,2024-11-23,60,76,35,15.263157894736842
14,2023-08-11,60,76,15,11.052631578947368
14,2023-08-09,60,76,15,11.052631578947368
14,2023-08-10,60,76,15,11.052631578947368
12,2024-05-16,60,76,35,7.368421052631579
18,2024-07-16,60,76,50,22.36842105263158
12,2024-11-24,60,76,35,15.263157894736842
11,2024-08-15,60,76,10,2.1052631578947367
12,2024-05-15,60,76,35,7.368421052631579
12,2024-11-16,60,76,35,15.263157894736842
12,2024-11-29,60,76,15,3.1578947368421053
12,2024-11-25,60,76,35,15.263157894736842
18,2023-07-24,60,76,50,22.36842105263158
18,2023-07-23,60,76,50,22.36842105263158
15,2024-12-19,60,76,25,25.0
18,2024-07-24,60,76,50,22.36842105263158
15,2024-12-17,60,76,25,25.0
14,2023-11-05,60,76,15,13.947368421052632
14,2023-11-04,60,76,15,13.947368421052632
15,2024-12-18,60,76,25,25.0
18,2024-07-20,60,76,50,22.36842105263158
18,2024-07-17,60,76,50,22.36842105263158
18,2024-07-18,60,76,50,22.36842105263158
18,2024-07-19,60,76,50,22.36842105263158
18,2024-07-22,60,76,50,22.36842105263158
18,2024-07-21,60,76,50,22.36842105263158
18,2024-07-23,60,76,50,22.36842105263158
19,2024-05-26,60,76,10,10.0
16,2024-08-03,60,76,50,9.539473684210526
19,2023-03-26,60,75,50,26.0
19,2023-03-25,60,75,50,26.0
19,2023-03-27,60,75,50,26.0
19,2023-03-29,60,75,50,26.0
2,2024-10-14,60,75,50,26.0
2,2024-10-13,60,75,50,26.0
19,2023-03-28,60,75,50,26.0
2,2024-10-15,60,75,50,26.0
2,2024-10-12,60,75,50,26.0
2,2024-10-11,60,75,50,26.0
2,2024-10-16,60,75,50,26.0
9,2024-10-20,60,75,50,10.0
9,2024-10-21,60,75,50,10.0
9,2024-10-19,60,75,50,10.0
19,2023-04-21,60,75,25,5.0
16,2023-09-28,60,75,35,7.0
16,2023-09-29,60,75,35,7.0
16,2023-09-30,60,75,35,7.0
16,2023-05-09,60,75,50,20.4
16,2023-04-30,60,75,50,20.4
16,2023-05-04,60,75,50,20.4
16,2023-05-05,60,75,50,20.4
16,2023-05-06,60,75,50,20.4
16,2023-05-07,60,75,50,20.4
16,2023-05-08,60,75,50,20.4
16,2023-03-03,60,75,50,10.0
5,2023-11-23,60,75,50,30.0
15,2023-03-19,60,75,50,10.0
15,2023-03-18,60,75,50,10.0
15,2023-03-17,60,75,50,10.0
15,2023-10-10,60,75,30,14.0
5,2023-11-24,60,75,50,30.0
6,2024-06-17,60,75,10,2.0
3,2024-03-18,60,75,50,10.0
3,2024-03-19,60,75,50,10.0
3,2024-03-17,60,75,50,10.0
3,2024-03-16,60,75,50,10.0
3,2024-03-15,60,75,50,10.0
3,2024-03-14,60,75,50,10.0
3,2023-05-17,60,75,15,3.0
3,2024-03-13,60,75,50,10.0
2,2024-10-09,60,75,50,26.0
2,2024-10-10,60,75,50,26.0
2,2024-10-18,60,75,50,26.0
2,2024-10-17,60,75,50,26.0
3,2023-05-15,60,75,15,3.0
3,2023-05-16,60,75,15,3.0
9,2023-02-13,60,74,50,9.45945945945946
9,2023-02-12,60,74,50,9.45945945945946
9,2023-02-11,60,74,50,9.45945945945946
9,2023-02-10,60,74,50,9.45945945945946
9,2023-11-05,60,74,15,14.054054054054054
9,2023-11-04,60,74,15,14.054054054054054
9,2023-11-03,60,74,15,14.054054054054054
15,2024-02-26,60,74,25,4.72972972972973
15,2024-02-25,60,74,25,4.72972972972973
2,2024-11-14,60,74,25,25.0
8,2023-08-07,60,74,35,6.621621621621622
2,2024-11-13,60,74,25,25.0
18,2024-11-30,60,74,50,19.594594594594593
8,2023-08-11,60,74,35,6.621621621621622
8,2023-08-12,60,74,35,6.621621621621622
3,2023-11-17,60,74,10,1.8918918918918919
18,2023-01-30,60,74,10,1.8918918918918919
3,2023-09-10,60,74,10,1.8918918918918919
3,2023-09-11,60,74,10,1.8918918918918919
3,2023-09-12,60,74,10,1.8918918918918919
9,2023-10-30,60,74,15,14.054054054054054
9,2023-02-14,60,74,50,9.45945945945946
9,2023-10-31,60,74,15,14.054054054054054
9,2023-11-02,60,74,15,14.054054054054054
9,2023-11-01,60,74,15,14.054054054054054
3,2023-09-13,60,74,10,1.8918918918918919
1,2023-07-05,60,73,25,4.4520547945205475
15,2023-12-08,60,73,50,8.904109589041095
5,2024-01-02,60,73,20,19.10958904109589
15,2024-12-16,60,73,25,25.0
16,2023-01-05,60,73,50,8.904109589041095
16,2023-01-06,60,73,50,8.904109589041095
16,2024-08-05,60,73,50,8.904109589041095
20,2024-07-09,60,73,25,16.78082191780822
20,2024-07-08,60,73,25,16.78082191780822
20,2024-07-10,60,73,25,16.78082191780822
20,2024-07-07,60,73,25,16.78082191780822
8,2024-04-04,60,73,35,6.232876712328767
3,2023-11-14,60,73,15,2.671232876712329
3,2023-11-15,60,73,15,2.671232876712329
8,2024-04-11,60,73,35,6.232876712328767
8,2024-04-13,60,73,35,6.232876712328767
8,2024-04-06,60,73,35,6.232876712328767
8,2024-04-05,60,73,35,6.232876712328767
1,2023-06-26,60,73,25,4.4520547945205475
12,2023-12-18,60,73,50,8.904109589041095
12,2023-12-17,60,73,50,8.904109589041095
12,2023-12-16,60,73,50,8.904109589041095
12,2023-12-15,60,73,50,8.904109589041095
6,2024-04-13,60,73,40,19.45205479452055
12,2023-12-12,60,73,50,8.904109589041095
6,2024-04-12,60,73,40,19.45205479452055
15,2023-12-07,60,73,50,8.904109589041095
8,2024-04-09,60,73,35,6.232876712328767
8,2024-04-08,60,73,35,6.232876712328767
8,2024-04-12,60,73,35,6.232876712328767
8,2024-04-10,60,73,35,6.232876712328767
5,2024-01-05,60,73,20,19.10958904109589
5,2024-01-04,60,73,20,19.10958904109589
5,2024-01-03,60,73,20,19.10958904109589
3,2023-11-13,60,73,15,2.671232876712329
16,2024-08-07,60,73,50,8.904109589041095
16,2024-08-06,60,73,50,8.904109589041095
8,2024-04-07,60,73,35,6.232876712328767
15,2023-12-14,60,73,50,8.904109589041095
19,2024-06-07,60,73,50,28.63013698630137
7,2023-05-13,60,73,15,2.1232876712328768
11,2023-06-10,60,73,50,21.232876712328768
11,2023-06-07,60,73,50,21.232876712328768
7,2023-05-12,60,73,15,2.1232876712328768
19,2024-06-08,60,73,50,28.63013698630137
19,2024-06-05,60,73,50,28.63013698630137
1,2023-06-30,60,73,25,4.4520547945205475
7,2023-05-09,60,73,15,2.1232876712328768
7,2023-05-10,60,73,15,2.1232876712328768
7,2023-05-11,60,73,15,2.1232876712328768
1,2023-07-02,60,73,25,4.4520547945205475
1,2023-07-03,60,73,25,4.4520547945205475
1,2023-07-04,60,73,25,4.4520547945205475
7,2023-05-06,60,73,15,10.342465753424657
7,2023-05-07,60,73,15,10.342465753424657
16,2023-04-08,60,73,15,10.89041095890411
19,2024-06-06,60,73,50,28.63013698630137
1,2023-06-29,60,73,25,4.4520547945205475
6,2024-04-14,60,73,40,19.45205479452055
6,2024-04-15,60,73,40,19.45205479452055
1,2023-06-27,60,73,25,4.4520547945205475
12,2023-12-13,60,73,50,8.904109589041095
12,2023-12-14,60,73,50,8.904109589041095
1,2023-06-28,60,73,25,4.4520547945205475
1,2023-07-01,60,73,25,4.4520547945205475
20,2024-07-15,60,73,25,20.89041095890411
20,2024-07-12,60,73,25,16.78082191780822
20,2024-07-11,60,73,25,16.78082191780822
17,2023-04-02,60,72,50,8.333333333333334
17,2023-03-31,60,72,50,8.333333333333334
1,2024-02-21,60,72,20,2.361111111111111
19,2023-12-09,60,72,15,14.166666666666666
19,2023-12-08,60,72,15,14.166666666666666
19,2023-12-17,60,72,10,1.6666666666666667
19,2023-12-07,60,72,15,14.166666666666666
19,2023-12-16,60,72,10,1.6666666666666667
13,2024-11-29,60,72,35,5.833333333333333
13,2024-11-28,60,72,35,5.833333333333333
13,2024-12-01,60,72,35,5.833333333333333
13,2024-11-30,60,72,35,5.833333333333333
13,2024-11-27,60,72,35,5.833333333333333
14,2023-03-16,60,72,50,29.166666666666668
17,2023-04-01,60,72,50,8.333333333333334
18,2023-12-10,60,72,50,25.0
18,2023-12-09,60,72,50,25.0
1,2024-02-19,60,72,20,2.361111111111111
1,2024-02-20,60,72,20,2.361111111111111
17,2023-04-03,60,72,50,8.333333333333334
17,2023-03-30,60,72,50,8.333333333333334
1,2023-08-23,60,72,25,22.5
1,2023-08-24,60,72,25,22.5
1,2023-08-25,60,72,25,22.5
