store_id,product_id,spell_id,stockout_days
6,19,20463,4
3,44,10746,4
14,43,52792,4
1,27,1896,4
9,14,31889,4
14,45,52934,4
15,1,53582,4
15,2,53621,4
8,24,28556,4
1,50,3517,4
15,2,53659,4
5,19,16520,4
15,3,53732,4
15,3,53738,4
8,24,28564,4
15,5,53854,4
4,22,12985,4
15,6,53922,4
15,8,54110,4
15,12,54358,4
15,13,54403,4
9,48,34257,4
9,35,33343,4
1,28,1929,4
5,35,17715,4
15,14,54513,4
1,28,1935,4
1,28,1937,4
15,19,54807,4
4,32,13755,4
6,31,21367,4
7,9,23671,4
15,20,54838,4
15,21,54930,4
15,23,55054,4
15,24,55201,4
1,28,1955,4
7,9,23677,4
3,22,9122,4
15,27,55362,4
2,9,4549,4
15,32,55772,4
15,35,55948,4
7,9,23679,4
15,36,55987,4
3,14,8659,4
15,36,55989,4
4,32,13771,4
15,36,56011,4
2,9,4561,4
15,37,56074,4
15,38,56207,4
1,28,1987,4
15,39,56286,4
15,48,56863,4
15,50,57000,4
9,14,31901,4
4,50,15029,4
16,1,57394,4
9,14,31903,4
6,48,22700,4
16,3,57504,4
6,31,21375,4
16,6,57800,4
10,25,36564,4
5,35,17717,4
16,7,57839,4
1,29,2022,4
4,32,13797,4
9,6,31251,4
9,2,30889,4
4,32,13799,4
1,9,641,4
16,8,57880,4
8,25,28589,4
4,32,13803,4
3,14,8669,4
16,9,57990,4
3,34,10070,4
16,14,58355,4
16,14,58361,4
16,19,58706,4
16,20,58761,4
16,21,58856,4
16,22,58919,4
5,5,15601,4
1,10,672,4
16,22,58933,4
16,23,59042,4
16,23,59056,4
16,24,59135,4
16,25,59174,4
9,32,33204,4
16,25,59232,4
6,11,19972,4
6,31,21391,4
8,28,28883,4
16,27,59334,4
16,29,59448,4
16,30,59535,4
16,31,59605,4
3,29,9685,4
10,45,37957,4
16,35,59875,4
10,5,35058,4
9,27,32749,4
16,35,59883,4
16,35,59923,4
10,6,35117,4
16,37,60103,4
16,38,60189,4
16,39,60222,4
16,39,60246,4
7,10,23750,4
3,33,10023,4
6,27,21077,4
7,19,24332,4
16,39,60248,4
16,39,60252,4
4,44,14603,4
16,49,60848,4
16,52,61029,4
4,7,11928,4
4,7,11932,4
16,52,61045,4
10,20,36128,4
17,1,61255,4
8,44,29977,4
6,20,20548,4
8,32,29151,4
2,53,7559,4
17,8,61840,4
17,8,61868,4
17,9,61902,4
8,32,29153,4
1,11,780,4
5,36,17894,4
17,11,62068,4
17,12,62091,4
17,13,62186,4
8,32,29155,4
17,14,62259,4
3,28,9590,4
5,6,15646,4
17,17,62382,4
17,17,62424,4
17,20,62660,4
9,29,32966,4
8,19,28118,4
5,44,18420,4
7,38,25786,4
8,53,30636,4
3,48,10999,4
2,46,7165,4
17,22,62836,4
5,6,15650,4
17,22,62844,4
17,23,62881,4
2,11,4688,4
9,23,32460,4
10,5,35064,4
17,24,62980,4
17,27,63291,4
17,29,63457,4
17,29,63463,4
17,30,63500,4
2,35,6426,4
7,28,25065,4
17,31,63580,4
17,32,63752,4
17,34,63880,4
3,49,11032,4
7,19,24374,4
17,35,63903,4
17,35,63915,4
17,35,63965,4
7,11,23815,4
17,36,64012,4
8,1,26847,4
17,37,64087,4
7,38,25794,4
9,11,31670,4
17,37,64115,4
17,39,64259,4
17,40,64322,4
7,33,25421,4
17,53,65109,4
7,33,25423,4
18,1,65228,4
18,1,65238,4
2,35,6442,4
6,36,21834,4
9,11,31672,4
5,11,15992,4
6,20,20594,4
7,11,23833,4
6,27,21115,4
18,2,65299,4
2,47,7195,4
18,3,65384,4
2,27,5838,4
18,3,65388,4
18,7,65659,4
18,7,65683,4
3,49,11088,4
1,13,938,4
18,11,65982,4
8,32,29167,4
4,34,13915,4
18,11,65996,4
18,13,66132,4
18,14,66164,4
18,14,66216,4
18,19,66465,4
7,2,23156,4
2,28,5851,4
18,19,66511,4
18,20,66538,4
18,20,66548,4
18,20,66578,4
3,15,8721,4
10,32,37084,4
18,21,66637,4
6,13,20112,4
4,45,14682,4
18,22,66748,4
18,24,66904,4
18,25,66953,4
5,45,18509,4
1,32,2277,4
18,27,67100,4
8,1,26851,4
18,28,67153,4
18,29,67254,4
9,13,31784,4
1,32,2287,4
18,30,67321,4
18,31,67348,4
18,35,67610,4
18,35,67660,4
18,37,67774,4
18,39,67946,4
18,39,67952,4
4,25,13280,4
18,40,67987,4
10,20,36122,4
18,41,68060,4
5,30,17358,4
18,42,68108,4
18,43,68171,4
3,50,11161,4
4,9,12084,4
18,43,68183,4
18,44,68224,4
18,46,68358,4
18,50,68554,4
18,52,68642,4
6,28,21146,4
9,18,32103,4
19,1,68855,4
19,1,68859,4
19,2,69004,4
19,3,69099,4
9,45,34058,4
19,5,69261,4
19,6,69306,4
19,6,69308,4
19,6,69316,4
19,7,69432,4
19,7,69442,4
19,8,69475,4
19,9,69570,4
2,29,5920,4
19,11,69765,4
19,11,69767,4
19,12,69824,4
19,12,69850,4
2,36,6503,4
8,32,29193,4
4,46,14739,4
2,1,3965,4
4,35,13972,4
19,14,70005,4
19,16,70132,4
10,17,35943,4
19,19,70320,4
19,20,70335,4
19,20,70353,4
10,32,37086,4
3,7,8151,4
19,20,70375,4
6,32,21458,4
9,30,32990,4
6,39,22079,4
19,21,70458,4
19,22,70519,4
19,22,70583,4
9,18,32115,4
19,23,70616,4
19,23,70650,4
3,1,7661,4
9,30,32994,4
19,23,70652,4
19,24,70669,4
19,24,70747,4
19,25,70768,4
19,25,70770,4
19,27,70954,4
19,28,71009,4
10,19,36029,4
19,28,71043,4
19,28,71049,4
8,14,27837,4
19,28,71053,4
3,52,11290,4
6,21,20656,4
10,28,36794,4
19,29,71120,4
19,29,71122,4
19,31,71290,4
19,35,71550,4
19,36,71662,4
19,43,72187,4
4,27,13409,4
19,44,72234,4
8,35,29334,4
19,48,72478,4
5,34,17652,4
19,48,72498,4
20,1,72909,4
20,1,72913,4
20,3,73069,4
20,6,73228,4
20,6,73254,4
20,6,73270,4
2,29,5994,4
20,7,73351,4
20,11,73673,4
20,13,73772,4
5,17,16400,4
6,2,19306,4
20,13,73808,4
8,15,27856,4
20,17,73963,4
2,36,6563,4
20,17,73991,4
20,17,74013,4
20,18,74031,4
20,19,74152,4
20,26,74693,4
4,11,12219,4
7,29,25174,4
20,28,74862,4
5,8,15762,4
20,28,74864,4
20,29,74911,4
20,32,75180,4
3,1,7685,4
20,35,75314,4
20,36,75407,4
6,22,20683,4
20,36,75445,4
5,31,17443,4
20,39,75662,4
6,49,22751,4
20,39,75722,4
20,43,76008,4
20,45,76096,4
20,50,76447,4
2,3,4131,4
20,51,76498,4
5,23,16834,4
1,36,2551,4
2,37,6592,4
10,27,36705,4
9,9,31518,4
2,37,6598,4
3,20,8994,4
4,28,13482,4
8,20,28237,4
3,8,8193,4
3,32,9938,4
5,48,18718,4
3,1,7709,4
4,36,14068,4
2,37,6624,4
6,29,21241,4
9,30,33016,4
7,21,24538,4
6,29,21245,4
3,2,7728,4
10,23,36416,4
2,37,6636,4
8,39,29672,4
10,36,37360,4
7,30,25208,4
10,11,35519,4
1,38,2715,4
2,38,6667,4
4,47,14834,4
10,17,35929,4
2,18,5069,4
5,27,17155,4
3,36,10254,4
1,38,2737,4
10,10,35421,4
8,29,28982,4
9,30,33046,4
4,37,14129,4
7,34,25532,4
7,14,24045,4
4,37,14161,4
1,39,2810,4
6,23,20772,4
9,43,33930,4
1,39,2822,4
6,33,21553,4
3,12,8512,4
1,39,2850,4
10,44,37938,4
8,46,30081,4
4,14,12476,4
2,19,5187,4
9,19,32136,4
10,50,38330,4
3,3,7809,4
3,13,8529,4
2,31,6097,4
4,29,13532,4
10,36,37364,4
7,43,26113,4
5,29,17291,4
3,29,9729,4
10,6,35157,4
4,38,14246,4
10,36,37366,4
6,41,22173,4
9,5,31114,4
7,35,25593,4
2,21,5296,4
10,14,35739,4
4,39,14294,4
2,40,6832,4
8,39,29716,4
10,3,34946,4
7,24,24775,4
9,17,32048,4
4,39,14320,4
4,29,13548,4
1,44,3153,4
9,20,32225,4
5,13,16191,4
3,37,10317,4
13,14,47230,4
5,37,17948,4
7,44,26163,3
5,38,17981,3
4,39,14336,3
6,35,21657,3
7,1,23097,3
6,41,22193,3
6,53,22964,3
10,14,35745,3
8,31,29054,3
9,31,33123,3
1,1,32,3
1,1,34,3
7,44,26167,3
6,35,21665,3
7,25,24806,3
8,6,27222,3
8,36,29433,3
9,31,33125,3
7,6,23469,3
3,4,7897,3
2,41,6889,3
6,35,21673,3
9,25,32638,3
1,45,3216,3
5,38,18009,3
2,41,6895,3
1,45,3220,3
5,38,18015,3
1,45,3222,3
7,1,23101,3
3,39,10477,3
7,6,23479,3
4,19,12740,3
7,36,25636,3
7,6,23483,3
4,19,12746,3
1,2,100,3
8,36,29437,3
2,41,6901,3
8,31,29068,3
1,2,116,3
10,8,35300,3
5,3,15437,3
10,26,36633,3
6,8,19738,3
7,3,23233,3
6,24,20915,3
3,35,10125,3
8,23,28469,3
1,2,146,3
4,19,12770,3
3,40,10514,3
9,22,32421,3
6,50,22802,3
3,40,10520,3
9,39,33648,3
8,3,26981,3
8,51,30485,3
5,3,15463,3
8,7,27319,3
10,27,36755,3
4,40,14401,3
2,23,5462,3
5,3,15469,3
2,23,5466,3
10,18,35967,3
1,3,197,3
1,3,199,3
7,3,23239,3
7,36,25658,3
1,46,3307,3
10,14,35751,3
7,7,23532,3
9,25,32660,3
10,3,34954,3
4,20,12817,3
4,20,12821,3
2,23,5484,3
3,25,9425,3
10,27,36759,3
6,53,22980,3
3,5,7938,3
10,29,36907,3
3,35,10175,3
8,36,29465,3
2,23,5500,3
5,14,16227,3
1,4,258,3
3,5,7946,3
7,25,24870,3
5,25,17065,3
8,36,29469,3
6,9,19806,3
2,23,5516,3
10,30,36982,3
2,23,5520,3
5,14,16235,3
8,24,28504,3
7,45,26216,3
4,41,14442,3
4,20,12863,3
7,8,23573,3
10,36,37394,3
8,10,27560,3
2,23,5530,3
3,5,7960,3
5,40,18143,3
6,25,20958,3
3,14,8617,3
7,36,25680,3
6,9,19828,3
10,20,36162,3
3,42,10650,3
7,36,25686,3
5,14,16243,3
1,48,3413,3
10,28,36770,3
10,28,36772,3
9,18,32063,3
7,8,23599,3
2,24,5555,3
9,10,31625,3
1,5,361,3
1,5,363,3
9,14,31883,3
6,9,19842,3
1,5,371,3
9,26,32690,3
5,40,18173,3
7,8,23607,3
6,35,21729,3
5,14,16247,3
6,46,22556,3
5,14,16251,3
3,43,10685,3
10,12,35593,3
9,14,31887,3
3,43,10689,3
10,3,34958,3
3,14,8621,3
4,21,12922,3
9,32,33170,3
4,42,14479,3
1,49,3456,3
3,14,8623,3
3,28,9664,3
6,25,20992,3
9,26,32702,3
5,31,17497,3
5,35,17751,3
1,6,444,3
2,24,5603,3
6,50,22822,3
6,10,19881,3
6,41,22231,3
1,50,3499,3
8,1,26821,3
10,9,35338,3
9,26,32712,3
9,40,33777,3
10,6,35113,3
4,42,14507,3
5,22,16747,3
10,9,35340,3
1,7,493,3
10,45,37987,3
1,7,497,3
9,32,33184,3
1,7,507,3
9,32,33186,3
6,10,19907,3
7,37,25721,3
2,25,5632,3
9,37,33484,3
8,11,27627,3
1,50,3539,3
6,35,21757,3
3,26,9449,3
4,42,14521,3
2,25,5644,3
10,1,34764,3
10,50,38336,3
1,8,544,3
8,11,27635,3
6,46,22572,3
1,8,552,3
3,29,9679,3
5,42,18281,3
9,14,31897,3
8,31,29120,3
5,5,15569,3
7,50,26575,3
5,5,15571,3
8,24,28570,3
3,14,8657,3
1,51,3578,3
9,32,33190,3
5,5,15575,3
7,9,23685,3
1,8,594,3
3,45,10825,3
4,22,13025,3
8,40,29767,3
7,9,23689,3
3,22,9126,3
3,45,10835,3
8,36,29497,3
7,27,24974,3
3,14,8665,3
10,40,37734,3
1,51,3604,3
4,43,14558,3
10,36,37374,3
1,9,629,3
2,25,5692,3
7,1,23117,3
6,42,22256,3
8,52,30589,3
3,6,8037,3
1,9,647,3
9,32,33202,3
1,51,3630,3
6,11,19960,3
9,26,32738,3
3,14,8673,3
9,48,34269,3
3,6,8047,3
7,37,25761,3
1,10,676,3
3,6,8049,3
6,46,22576,3
4,43,14576,3
9,32,33206,3
6,36,21790,3
3,46,10896,3
6,11,19974,3
5,26,17090,3
5,43,18355,3
6,50,22830,3
7,1,23119,3
6,42,22268,3
1,10,718,3
8,44,29975,3
6,36,21802,3
8,12,27684,3
6,47,22593,3
3,47,10936,3
3,6,8073,3
9,7,31274,3
10,21,36183,3
10,16,35850,3
7,10,23760,3
7,10,23762,3
8,53,30616,3
3,6,8075,3
1,11,760,3
10,23,36378,3
10,37,37435,3
7,37,25775,3
9,7,31280,3
8,37,29524,3
5,30,17348,3
9,20,32259,3
5,44,18406,3
10,37,37485,3
5,6,15642,3
7,10,23786,3
5,6,15648,3
1,11,800,3
2,27,5786,3
7,28,25051,3
2,27,5788,3
5,44,18424,3
6,12,20045,3
9,33,33231,3
3,48,11011,3
5,16,16329,3
3,48,11021,3
1,12,839,3
6,47,22605,3
6,27,21101,3
7,28,25063,3
8,53,30644,3
1,12,851,3
4,24,13181,3
10,18,35985,3
4,24,13185,3
3,22,9152,3
6,13,20066,3
1,53,3771,3
9,7,31304,3
2,27,5814,3
4,24,13195,3
10,21,36191,3
6,13,20070,3
7,11,23825,3
1,13,894,3
6,36,21830,3
6,13,20076,3
7,28,25073,3
1,13,902,3
9,37,33510,3
6,13,20084,3
10,13,35620,3
7,11,23835,3
1,53,3815,3
1,53,3817,3
3,49,11086,3
8,25,28661,3
9,27,32781,3
2,47,7197,3
3,49,11098,3
3,7,8103,3
6,13,20098,3
4,45,14670,3
3,29,9693,3
9,7,31308,3
6,42,22284,3
9,27,32791,3
8,32,29171,3
10,47,38091,3
9,11,31682,3
6,42,22286,3
2,47,7209,3
10,30,36932,3
3,50,11131,3
5,6,15686,3
1,14,1003,3
4,25,13266,3
1,14,1007,3
1,14,1009,3
8,37,29534,3
9,11,31684,3
8,37,29536,3
3,15,8727,3
7,28,25103,3
1,14,1025,3
10,36,37418,3
8,13,27783,3
3,37,10289,3
8,44,29993,3
4,25,13290,3
6,14,20140,3
10,21,36199,3
3,7,8129,3
9,7,31322,3
6,14,20148,3
5,26,17120,3
3,51,11181,3
6,14,20158,3
3,7,8137,3
3,51,11191,3
1,16,1084,3
6,47,22621,3
3,36,10218,3
3,51,11195,3
4,26,13321,3
6,47,22625,3
10,13,35636,3
1,16,1100,3
8,32,29189,3
8,32,29191,3
9,41,33800,3
7,12,23912,3
5,46,18566,3
4,26,13335,3
8,14,27809,3
2,29,5932,3
2,48,7254,3
8,14,27819,3
9,7,31336,3
5,7,15719,3
6,37,21871,3
4,26,13357,3
8,14,27823,3
6,28,21178,3
10,7,35198,3
5,7,15729,3
6,28,21186,3
7,38,25848,3
6,14,20200,3
7,38,25850,3
4,27,13375,3
8,14,27825,3
9,33,33265,3
5,47,18609,3
5,7,15733,3
3,52,11272,3
8,3,27021,3
2,29,5966,3
8,14,27829,3
8,26,28712,3
6,15,20213,3
4,27,13393,3
10,33,37163,3
4,27,13397,3
5,47,18629,3
7,29,25150,3
5,47,18635,3
5,17,16394,3
8,26,28714,3
6,37,21883,3
3,36,10242,3
7,46,26312,3
6,15,20225,3
2,29,5982,3
6,15,20229,3
3,53,11311,3
2,29,5986,3
2,29,5988,3
2,2,4056,3
2,29,5990,3
5,47,18655,3
10,18,35991,3
7,29,25160,3
2,29,5996,3
10,13,35644,3
10,35,37303,3
9,53,34622,3
4,28,13444,3
7,46,26316,3
5,27,17135,3
6,29,21207,3
10,10,35411,3
2,3,4091,3
8,26,28730,3
3,29,9709,3
7,47,26319,3
7,29,25176,3
8,8,27390,3
1,19,1315,3
2,3,4107,3
2,3,4109,3
9,24,32567,3
2,3,4113,3
2,30,6016,3
1,19,1327,3
9,8,31357,3
5,17,16406,3
6,29,21219,3
9,45,34046,3
10,46,38011,3
6,16,20268,3
9,1,30736,3
2,3,4137,3
6,29,21227,3
2,3,4143,3
1,20,1360,3
10,18,35993,3
7,30,25194,3
8,46,30125,3
2,30,6042,3
9,37,33534,3
9,20,32279,3
4,47,14828,3
10,30,36944,3
1,20,1398,3
2,4,4176,3
8,7,27287,3
10,50,38322,3
2,30,6060,3
6,16,20294,3
3,29,9719,3
2,30,6068,3
2,4,4198,3
7,14,24037,3
6,51,22873,3
4,1,11444,3
7,14,24041,3
7,14,24043,3
8,45,30014,3
3,29,9721,3
4,47,14842,3
4,1,11456,3
10,48,38168,3
3,29,9723,3
5,32,17528,3
8,7,27343,3
6,29,21259,3
7,39,25889,3
4,29,13526,3
7,14,24059,3
3,27,9510,3
7,14,24063,3
2,5,4231,3
7,14,24065,3
7,14,24067,3
8,27,28758,3
2,31,6101,3
7,14,24073,3
4,2,11497,3
7,39,25891,3
5,49,18784,3
3,8,8231,3
