account_id,render_month,statements,transaction_pages,fact_transactions,amount_total_thb,fact_rows_per_transaction_page
OPER-BKK-EMSP,2025-03,1,8,113,14109300.0,14.125
OPER-BKK-EMSP,2025-04,1,7,100,13073900.0,14.285714285714286
OPER-BKK-EMSP,2025-05,1,8,117,15796300.0,14.625
OPER-BKK-EMSP,2025-06,1,8,112,15015200.0,14.0
OPER-BKK-EMSP,2025-07,1,8,117,16772565.0,14.625
OPER-BKK-EMSP,2025-08,1,8,117,16935800.0,14.625
OPER-BKK-EMSP,2025-09,1,8,118,14490300.0,14.75
OPER-BKK-EMSP,2025-10,1,8,115,15363300.0,14.375
OPER-BKK-EMSP,2025-11,1,8,113,15524652.0,14.125
OPER-BKK-EMSP,2025-12,1,8,117,14556040.0,14.625
OPER-BKK-PKT,2024-01,1,8,111,14391000.0,13.875
OPER-BKK-PKT,2024-02,1,7,110,13021800.0,15.714285714285714
OPER-BKK-PKT,2024-03,1,8,111,14960600.0,13.875
OPER-BKK-PKT,2024-04,1,6,93,11699100.0,15.5
OPER-BKK-PKT,2024-05,1,8,119,16419900.0,14.875
OPER-BKK-PKT,2024-06,1,8,113,13548600.0,14.125
OPER-BKK-PKT,2024-07,1,8,115,14727200.0,14.375
OPER-BKK-PKT,2024-08,1,8,118,19090900.0,14.75
OPER-BKK-PKT,2024-09,1,8,114,15667600.0,14.25
OPER-BKK-PKT,2024-10,1,8,118,17379000.0,14.75
OPER-BKK-PKT,2024-11,1,8,118,16129000.0,14.75
OPER-BKK-PKT,2024-12,1,8,117,14853590.0,14.625
OPER-BKK-PKT,2025-01,1,8,119,16236100.0,14.875
OPER-BKK-PKT,2025-02,1,7,108,13931700.0,15.428571428571429
OPER-BKK-PKT,2025-03,1,8,117,16030700.0,14.625
OPER-BKK-PKT,2025-04,1,3,42,5755500.0,14.0
OPER-BKK-PKT,2025-05,1,8,113,15617700.0,14.125
OPER-BKK-PKT,2025-06,1,8,114,16688800.0,14.25
OPER-BKK-PKT,2025-07,1,8,120,15339085.0,15.0
OPER-BKK-PKT,2025-08,1,8,113,16793200.0,14.125
OPER-BKK-PKT,2025-09,1,8,116,15666300.0,14.5
OPER-BKK-PKT,2025-10,1,8,120,15627100.0,15.0
OPER-BKK-PKT,2025-11,1,8,112,14078162.0,14.0
OPER-BKK-PKT,2025-12,1,8,115,13631970.0,14.375
OPER-BKK-R9,2024-01,1,3,110,11566300.0,36.666666666666664
OPER-BKK-R9,2024-02,1,3,101,9709100.0,33.666666666666664
OPER-BKK-R9,2024-03,1,3,110,13588800.0,36.666666666666664
OPER-BKK-R9,2024-04,1,3,92,11069200.0,30.666666666666668
OPER-BKK-R9,2024-05,1,3,115,13272300.0,38.333333333333336
OPER-BKK-R9,2024-06,1,3,105,12191900.0,35.0
OPER-BKK-R9,2024-07,1,3,111,12362200.0,37.0
OPER-BKK-R9,2024-08,1,3,117,14514400.0,39.0
OPER-BKK-R9,2024-09,1,3,111,11511000.0,37.0
OPER-BKK-R9,2024-10,1,3,110,12761800.0,36.666666666666664
OPER-BKK-R9,2024-11,1,3,111,11042252.0,37.0
OPER-BKK-R9,2024-12,1,3,113,13700245.0,37.666666666666664
OPER-BKK-R9,2025-01,1,3,112,10385300.0,37.333333333333336
OPER-BKK-R9,2025-02,1,3,101,10098300.0,33.666666666666664
OPER-BKK-R9,2025-03,1,3,112,13393700.0,37.333333333333336
OPER-BKK-R9,2025-04,1,2,87,9471700.0,43.5
OPER-BKK-R9,2025-05,1,3,113,13018900.0,37.666666666666664
OPER-BKK-R9,2025-06,1,3,113,13065500.0,37.666666666666664
OPER-BKK-R9,2025-07,1,3,118,14718110.0,39.333333333333336
OPER-BKK-R9,2025-08,1,3,114,14258500.0,38.0
OPER-BKK-R9,2025-09,1,3,108,11960200.0,36.0
OPER-BKK-R9,2025-10,1,3,114,13382600.0,38.0
OPER-BKK-R9,2025-11,1,3,111,11158890.0,37.0
OPER-BKK-R9,2025-12,1,3,116,13818170.0,38.666666666666664
OPER-BKK-SIAM,2024-01,1,8,120,23884400.0,15.0
OPER-BKK-SIAM,2024-02,1,8,113,23840300.0,14.125
OPER-BKK-SIAM,2024-03,1,8,118,25484400.0,14.75
OPER-BKK-SIAM,2024-04,1,7,100,20094100.0,14.285714285714286
OPER-BKK-SIAM,2024-05,1,8,123,24729900.0,15.375
OPER-BKK-SIAM,2024-06,1,8,118,24865400.0,14.75
OPER-BKK-SIAM,2024-07,1,8,123,26888400.0,15.375
OPER-BKK-SIAM,2024-08,1,8,122,25416800.0,15.25
OPER-BKK-SIAM,2024-09,1,8,119,24749600.0,14.875
OPER-BKK-SIAM,2024-10,1,8,123,24776400.0,15.375
OPER-BKK-SIAM,2024-11,1,8,117,23581184.0,14.625
OPER-BKK-SIAM,2024-12,1,8,121,26264435.0,15.125
OPER-BKK-SIAM,2025-01,1,8,123,23801200.0,15.375
OPER-BKK-SIAM,2025-02,1,7,109,19080900.0,15.571428571428571
OPER-BKK-SIAM,2025-03,1,8,123,27385900.0,15.375
OPER-BKK-SIAM,2025-04,1,7,99,20936700.0,14.142857142857142
OPER-BKK-SIAM,2025-05,1,8,122,24712400.0,15.25
OPER-BKK-SIAM,2025-06,1,8,119,22739500.0,14.875
OPER-BKK-SIAM,2025-07,1,8,123,25878180.0,15.375
OPER-BKK-SIAM,2025-08,1,8,122,24165000.0,15.25
OPER-BKK-SIAM,2025-09,1,8,118,24233900.0,14.75
OPER-BKK-SIAM,2025-10,1,8,123,25336300.0,15.375
OPER-BKK-SIAM,2025-11,1,8,118,24027218.0,14.75
OPER-BKK-SIAM,2025-12,1,8,122,22808340.0,15.25
OPER-CNX-MAYA,2024-01,1,8,111,13717000.0,13.875
OPER-CNX-MAYA,2024-02,1,8,112,14260500.0,14.0
OPER-CNX-MAYA,2024-03,1,8,114,12142200.0,14.25
OPER-CNX-MAYA,2024-04,1,6,93,11114900.0,15.5
OPER-CNX-MAYA,2024-05,1,8,112,13588600.0,14.0
OPER-CNX-MAYA,2024-06,1,7,105,14065700.0,15.0
OPER-CNX-MAYA,2024-07,1,8,116,15100400.0,14.5
OPER-CNX-MAYA,2024-08,1,8,112,13910900.0,14.0
OPER-CNX-MAYA,2024-09,1,8,112,14591200.0,14.0
OPER-CNX-MAYA,2024-10,1,8,117,16235000.0,14.625
OPER-CNX-MAYA,2024-11,1,7,109,13278776.0,15.571428571428571
OPER-CNX-MAYA,2024-12,1,8,117,15628230.0,14.625
OPER-CNX-MAYA,2025-01,1,7,110,13152400.0,15.714285714285714
OPER-CNX-MAYA,2025-02,1,7,96,11556100.0,13.714285714285714
OPER-CNX-MAYA,2025-03,1,8,117,13925800.0,14.625
OPER-CNX-MAYA,2025-04,1,6,93,10398700.0,15.5
OPER-CNX-MAYA,2025-05,1,8,117,15243900.0,14.625
OPER-CNX-MAYA,2025-06,1,8,114,13980700.0,14.25
OPER-CNX-MAYA,2025-07,1,8,115,14348560.0,14.375
OPER-CNX-MAYA,2025-08,1,8,119,14086400.0,14.875
OPER-CNX-MAYA,2025-09,1,8,114,14475600.0,14.25
OPER-CNX-MAYA,2025-10,1,8,117,14623900.0,14.625
OPER-CNX-MAYA,2025-11,1,7,108,13365384.0,15.428571428571429
OPER-CNX-MAYA,2025-12,1,8,118,15067270.0,14.75
OPER-HKT-FEST,2024-01,1,3,110,10842400.0,36.666666666666664
OPER-HKT-FEST,2024-02,1,3,102,10221100.0,34.0
OPER-HKT-FEST,2024-03,1,3,101,9997200.0,33.666666666666664
OPER-HKT-FEST,2024-04,1,3,92,9184400.0,30.666666666666668
OPER-HKT-FEST,2024-05,1,3,110,10807900.0,36.666666666666664
OPER-HKT-FEST,2024-06,1,3,99,10267700.0,33.0
OPER-HKT-FEST,2024-07,1,3,111,10245100.0,37.0
OPER-HKT-FEST,2024-08,1,3,112,12290100.0,37.333333333333336
OPER-HKT-FEST,2024-09,1,3,108,12025900.0,36.0
OPER-HKT-FEST,2024-10,1,3,113,12543000.0,37.666666666666664
OPER-HKT-FEST,2024-11,1,3,113,11894688.0,37.666666666666664
OPER-HKT-FEST,2024-12,1,3,110,11289725.0,36.666666666666664
OPER-HKT-FEST,2025-01,1,3,109,10433700.0,36.333333333333336
OPER-HKT-FEST,2025-02,1,3,96,9080500.0,32.0
OPER-HKT-FEST,2025-03,1,3,108,12449000.0,36.0
OPER-HKT-FEST,2025-04,1,2,88,9952100.0,44.0
OPER-HKT-FEST,2025-05,1,3,113,10259400.0,37.666666666666664
OPER-HKT-FEST,2025-06,1,3,107,10688000.0,35.666666666666664
OPER-HKT-FEST,2025-07,1,3,108,10502455.0,36.0
OPER-HKT-FEST,2025-08,1,3,110,11968700.0,36.666666666666664
OPER-HKT-FEST,2025-09,1,3,109,11547800.0,36.333333333333336
OPER-HKT-FEST,2025-10,1,3,117,13025500.0,39.0
OPER-HKT-FEST,2025-11,1,3,110,10644650.0,36.666666666666664
OPER-HKT-FEST,2025-12,1,3,109,11351800.0,36.333333333333336
OPER-KKC-CTRL,2024-01,1,7,102,8716800.0,14.571428571428571
OPER-KKC-CTRL,2024-02,1,6,92,7808700.0,15.333333333333334
OPER-KKC-CTRL,2024-03,1,7,100,8322600.0,14.285714285714286
OPER-KKC-CTRL,2024-04,1,6,85,7706200.0,14.166666666666666
OPER-KKC-CTRL,2024-05,1,7,109,10434200.0,15.571428571428571
OPER-KKC-CTRL,2024-06,1,7,103,8791400.0,14.714285714285714
OPER-KKC-CTRL,2024-07,1,7,104,9625700.0,14.857142857142858
OPER-KKC-CTRL,2024-08,1,7,104,9744100.0,14.857142857142858
OPER-KKC-CTRL,2024-09,1,7,100,8345200.0,14.285714285714286
OPER-KKC-CTRL,2024-10,1,7,102,10442000.0,14.571428571428571
OPER-KKC-CTRL,2024-11,1,7,102,9425708.0,14.571428571428571
OPER-KKC-CTRL,2024-12,1,7,109,8567085.0,15.571428571428571
OPER-KKC-CTRL,2025-01,1,7,103,8962000.0,14.714285714285714
OPER-KKC-CTRL,2025-02,1,6,93,8019800.0,15.5
OPER-KKC-CTRL,2025-03,1,7,105,9832400.0,15.0
OPER-KKC-CTRL,2025-04,1,6,82,8737800.0,13.666666666666666
OPER-KKC-CTRL,2025-05,1,7,100,8565400.0,14.285714285714286
OPER-KKC-CTRL,2025-06,1,7,104,9894700.0,14.857142857142858
OPER-KKC-CTRL,2025-07,1,7,110,9213755.0,15.714285714285714
OPER-KKC-CTRL,2025-08,1,6,94,9817800.0,15.666666666666666
OPER-KKC-CTRL,2025-09,1,7,104,10427300.0,14.857142857142858
OPER-KKC-CTRL,2025-10,1,7,96,9838200.0,13.714285714285714
OPER-KKC-CTRL,2025-11,1,7,102,8954668.0,14.571428571428571
OPER-KKC-CTRL,2025-12,1,8,111,10151600.0,13.875
OPER-PTY-CTRL,2024-01,1,8,116,14510000.0,14.5
OPER-PTY-CTRL,2024-02,1,7,109,11410900.0,15.571428571428571
OPER-PTY-CTRL,2024-03,1,8,115,14134900.0,14.375
OPER-PTY-CTRL,2024-04,1,6,93,11442000.0,15.5
OPER-PTY-CTRL,2024-05,1,8,111,13768500.0,13.875
OPER-PTY-CTRL,2024-06,1,7,109,12822500.0,15.571428571428571
OPER-PTY-CTRL,2024-07,1,8,111,14081600.0,13.875
OPER-PTY-CTRL,2024-08,1,8,117,16200000.0,14.625
OPER-PTY-CTRL,2024-09,1,7,110,13028700.0,15.714285714285714
OPER-PTY-CTRL,2024-10,1,8,115,12125000.0,14.375
OPER-PTY-CTRL,2024-11,1,8,115,13665652.0,14.375
OPER-PTY-CTRL,2024-12,1,8,113,15640765.0,14.125
OPER-PTY-CTRL,2025-01,1,8,114,12660500.0,14.25
OPER-PTY-CTRL,2025-02,1,7,101,11067600.0,14.428571428571429
OPER-PTY-CTRL,2025-03,1,8,114,13361100.0,14.25
OPER-PTY-CTRL,2025-04,1,7,95,12722000.0,13.571428571428571
OPER-PTY-CTRL,2025-05,1,8,119,15282100.0,14.875
OPER-PTY-CTRL,2025-06,1,8,116,13890200.0,14.5
OPER-PTY-CTRL,2025-07,1,8,111,13444690.0,13.875
OPER-PTY-CTRL,2025-08,1,8,113,14323800.0,14.125
OPER-PTY-CTRL,2025-09,1,8,115,12984900.0,14.375
OPER-PTY-CTRL,2025-10,1,8,112,14611000.0,14.0
OPER-PTY-CTRL,2025-11,1,7,108,13281246.0,15.428571428571429
OPER-PTY-CTRL,2025-12,1,8,119,14703030.0,14.875
OPER-REMOTE,2024-01,1,2,87,13699200.0,43.5
OPER-REMOTE,2024-02,1,2,79,12499700.0,39.5
OPER-REMOTE,2024-03,1,2,88,14215900.0,44.0
OPER-REMOTE,2024-04,1,2,85,14342100.0,42.5
OPER-REMOTE,2024-05,1,2,89,13934400.0,44.5
OPER-REMOTE,2024-06,1,2,85,14297000.0,42.5
OPER-REMOTE,2024-07,1,2,89,12743600.0,44.5
OPER-REMOTE,2024-08,1,2,88,13102500.0,44.0
OPER-REMOTE,2024-09,1,2,88,13652300.0,44.0
OPER-REMOTE,2024-10,1,3,91,14275400.0,30.333333333333332
OPER-REMOTE,2024-11,1,2,85,14996152.0,42.5
OPER-REMOTE,2024-12,1,2,87,14586710.0,43.5
OPER-REMOTE,2025-01,1,2,89,14059800.0,44.5
OPER-REMOTE,2025-02,1,2,71,12580500.0,35.5
OPER-REMOTE,2025-03,1,2,85,14982100.0,42.5
OPER-REMOTE,2025-04,1,2,88,13846900.0,44.0
OPER-REMOTE,2025-05,1,2,88,14066500.0,44.0
OPER-REMOTE,2025-06,1,2,85,15102100.0,42.5
OPER-REMOTE,2025-07,1,2,89,150986075.0,44.5
OPER-REMOTE,2025-08,1,2,88,14102200.0,44.0
OPER-REMOTE,2025-09,1,2,84,13619400.0,42.0
OPER-REMOTE,2025-10,1,2,89,14187200.0,44.5
OPER-REMOTE,2025-11,1,2,85,13122456.0,42.5
OPER-REMOTE,2025-12,1,2,89,14423760.0,44.5
OPER-UDN-CTRL,2024-01,1,6,94,7195100.0,15.666666666666666
OPER-UDN-CTRL,2024-02,1,6,85,6373600.0,14.166666666666666
OPER-UDN-CTRL,2024-03,1,6,93,7510500.0,15.5
OPER-UDN-CTRL,2024-04,1,6,82,7088700.0,13.666666666666666
OPER-UDN-CTRL,2024-05,1,7,101,7204300.0,14.428571428571429
OPER-UDN-CTRL,2024-06,1,6,93,6960200.0,15.5
OPER-UDN-CTRL,2024-07,1,7,106,8202800.0,15.142857142857142
OPER-UDN-CTRL,2024-08,1,6,92,7337700.0,15.333333333333334
OPER-UDN-CTRL,2024-09,1,7,96,9174000.0,13.714285714285714
OPER-UDN-CTRL,2024-10,1,7,95,8039800.0,13.571428571428571
OPER-UDN-CTRL,2024-11,1,7,103,7663136.0,14.714285714285714
OPER-UDN-CTRL,2024-12,1,7,105,8026810.0,15.0
OPER-UDN-CTRL,2025-01,1,6,84,7264900.0,14.0
OPER-UDN-CTRL,2025-02,1,6,90,6535000.0,15.0
OPER-UDN-CTRL,2025-03,1,7,97,6334500.0,13.857142857142858
OPER-UDN-CTRL,2025-04,1,6,81,5709400.0,13.5
OPER-UDN-CTRL,2025-05,1,7,99,7512300.0,14.142857142857142
OPER-UDN-CTRL,2025-06,1,7,97,8431600.0,13.857142857142858
OPER-UDN-CTRL,2025-07,1,7,102,8047440.0,14.571428571428571
OPER-UDN-CTRL,2025-08,1,7,98,8382000.0,14.0
OPER-UDN-CTRL,2025-09,1,7,96,7892400.0,13.714285714285714
OPER-UDN-CTRL,2025-10,1,7,95,8333900.0,13.571428571428571
OPER-UDN-CTRL,2025-11,1,6,86,6750108.0,14.333333333333334
OPER-UDN-CTRL,2025-12,1,7,101,8625930.0,14.428571428571429
SCB-OPER,2024-01,1,1,1,300000.0,1.0
SCB-OPER,2024-02,1,1,1,300000.0,1.0
SCB-OPER,2024-03,1,1,1,300000.0,1.0
SCB-OPER,2024-04,1,1,1,300000.0,1.0
SCB-OPER,2024-05,1,1,1,300000.0,1.0
SCB-OPER,2024-06,1,1,1,300000.0,1.0
SCB-OPER,2024-07,1,1,1,300000.0,1.0
SCB-OPER,2024-08,1,1,1,300000.0,1.0
SCB-OPER,2024-09,1,1,1,300000.0,1.0
SCB-OPER,2024-10,1,1,1,300000.0,1.0
SCB-OPER,2024-11,1,1,1,300000.0,1.0
SCB-OPER,2024-12,1,1,1,300000.0,1.0
SCB-OPER,2025-01,1,1,1,300000.0,1.0
SCB-OPER,2025-02,1,1,1,300000.0,1.0
SCB-OPER,2025-03,1,1,1,300000.0,1.0
SCB-OPER,2025-04,1,1,1,300000.0,1.0
SCB-OPER,2025-05,1,1,1,300000.0,1.0
SCB-OPER,2025-06,1,1,1,300000.0,1.0
SCB-OPER,2025-07,1,1,1,300000.0,1.0
SCB-OPER,2025-08,1,1,1,300000.0,1.0
SCB-OPER,2025-09,1,1,1,300000.0,1.0
SCB-OPER,2025-10,1,1,1,300000.0,1.0
SCB-OPER,2025-11,1,1,1,300000.0,1.0
SCB-OPER,2025-12,1,1,1,300000.0,1.0
