relative_path,render_type,render_month,extension,stem,size_mb,statement_id,account_id,be_year,month,raw_page_role,page_number,page_role
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p2,0.8661308288574219,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p20.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p20,0.9155597686767578,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p20,20,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p21.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p21,0.911921501159668,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p21,21,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p22.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p22,0.6177892684936523,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p22,22,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p3,0.8655900955200195,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p4,0.8611545562744141,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p5,0.8696784973144531,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p6,0.8557395935058594,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p7,0.8766994476318359,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p8,0.8645639419555664,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-KBANK-OPER-2567-01_transactions_p9.png,bank_statement,2024-01,.png,BS-KBANK-OPER-2567-01_transactions_p9,0.9040985107421875,BS-KBANK-OPER-2567-01,KBANK-OPER,2567,01,transactions_p9,9,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-CTW-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-BKK-CTW-2567-01_header,0.29753780364990234,BS-OPER-BKK-CTW-2567-01,OPER-BKK-CTW,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-BKK-CTW-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-BKK-CTW-2567-01_transactions_p1,0.8794336318969727,BS-OPER-BKK-CTW-2567-01,OPER-BKK-CTW,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-CTW-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-BKK-CTW-2567-01_transactions_p2,0.8923959732055664,BS-OPER-BKK-CTW-2567-01,OPER-BKK-CTW,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-CTW-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-BKK-CTW-2567-01_transactions_p3,0.5648870468139648,BS-OPER-BKK-CTW-2567-01,OPER-BKK-CTW,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_header,0.05918693542480469,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p1,0.19280624389648438,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p2,0.2000112533569336,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p3,0.1953897476196289,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p4,0.196685791015625,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p5,0.19866275787353516,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p6,0.19959354400634766,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p7,0.19955730438232422,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-EMSP-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-OPER-BKK-EMSP-2567-01_transactions_p8,0.09793853759765625,BS-OPER-BKK-EMSP-2567-01,OPER-BKK-EMSP,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_header,0.09085464477539062,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p1,0.17446327209472656,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p2,0.17867088317871094,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p3,0.17845439910888672,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p4,0.1806955337524414,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p5,0.17883682250976562,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p6,0.18027687072753906,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p7,0.18244075775146484,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-PKT-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-OPER-BKK-PKT-2567-01_transactions_p8,0.08735179901123047,BS-OPER-BKK-PKT-2567-01,OPER-BKK-PKT,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-R9-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-BKK-R9-2567-01_header,0.2965507507324219,BS-OPER-BKK-R9-2567-01,OPER-BKK-R9,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-BKK-R9-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-BKK-R9-2567-01_transactions_p1,0.8879947662353516,BS-OPER-BKK-R9-2567-01,OPER-BKK-R9,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-R9-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-BKK-R9-2567-01_transactions_p2,0.9052562713623047,BS-OPER-BKK-R9-2567-01,OPER-BKK-R9,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-R9-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-BKK-R9-2567-01_transactions_p3,0.4148426055908203,BS-OPER-BKK-R9-2567-01,OPER-BKK-R9,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_header,0.059356689453125,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p1,0.1951904296875,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p2,0.20223617553710938,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p3,0.19825267791748047,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p4,0.1967458724975586,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p5,0.199493408203125,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p6,0.20110416412353516,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p7,0.20285987854003906,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-BKK-SIAM-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-OPER-BKK-SIAM-2567-01_transactions_p8,0.14655590057373047,BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_header,0.09143447875976562,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p1,0.1765899658203125,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p2,0.1785287857055664,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p3,0.17967605590820312,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p4,0.17788219451904297,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p5,0.18082237243652344,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p6,0.1792001724243164,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p7,0.18250179290771484,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-CNX-MAYA-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-OPER-CNX-MAYA-2567-01_transactions_p8,0.0869894027709961,BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-OPER-HKT-FEST-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-HKT-FEST-2567-01_header,0.29404449462890625,BS-OPER-HKT-FEST-2567-01,OPER-HKT-FEST,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-HKT-FEST-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-HKT-FEST-2567-01_transactions_p1,0.8456020355224609,BS-OPER-HKT-FEST-2567-01,OPER-HKT-FEST,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-HKT-FEST-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-HKT-FEST-2567-01_transactions_p2,0.8654336929321289,BS-OPER-HKT-FEST-2567-01,OPER-HKT-FEST,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-HKT-FEST-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-HKT-FEST-2567-01_transactions_p3,0.39902400970458984,BS-OPER-HKT-FEST-2567-01,OPER-HKT-FEST,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_header,0.059192657470703125,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p1,0.18252086639404297,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p2,0.18991661071777344,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p3,0.1881866455078125,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p4,0.1898174285888672,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p5,0.1875591278076172,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p6,0.18950366973876953,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-KKC-CTRL-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-KKC-CTRL-2567-01_transactions_p7,0.1264505386352539,BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_header,0.09075069427490234,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p1,0.174957275390625,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p2,0.18032455444335938,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p3,0.180572509765625,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p4,0.1807394027709961,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p5,0.17904090881347656,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p5,5,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p6.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p6,0.18042945861816406,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p6,6,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p7.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p7,0.18197154998779297,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p7,7,transactions
renders/bank_statement/2024-01/BS-OPER-PTY-CTRL-2567-01_transactions_p8.png,bank_statement,2024-01,.png,BS-OPER-PTY-CTRL-2567-01_transactions_p8,0.11858081817626953,BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2567,01,transactions_p8,8,transactions
renders/bank_statement/2024-01/BS-OPER-REMOTE-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-REMOTE-2567-01_header,0.29508113861083984,BS-OPER-REMOTE-2567-01,OPER-REMOTE,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-REMOTE-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-REMOTE-2567-01_transactions_p1,0.8695878982543945,BS-OPER-REMOTE-2567-01,OPER-REMOTE,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-REMOTE-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-REMOTE-2567-01_transactions_p2,0.8215341567993164,BS-OPER-REMOTE-2567-01,OPER-REMOTE,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_header.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_header,0.0590972900390625,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,header,,header
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_transactions_p1.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_transactions_p1,0.18719863891601562,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,transactions_p1,1,transactions
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_transactions_p2.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_transactions_p2,0.19185638427734375,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,transactions_p2,2,transactions
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_transactions_p3.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_transactions_p3,0.19044017791748047,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,transactions_p3,3,transactions
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_transactions_p4.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_transactions_p4,0.19084644317626953,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,transactions_p4,4,transactions
renders/bank_statement/2024-01/BS-OPER-UDN-CTRL-2567-01_transactions_p5.png,bank_statement,2024-01,.png,BS-OPER-UDN-CTRL-2567-01_transactions_p5,0.19228363037109375,BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2567,01,transactions_p5,5,transactions
