id,pulse,broad,narrow
0_495,1,0,0
0_496,0,0,1
0_497,0,0,1
0_498,0,0,1
0_499,1,0,0
0_500,0,0,1
0_501,0,0,1
0_502,0,0,1
0_503,1,0,0
0_504,1,0,0
0_505,0,0,1
0_506,0,0,1
0_507,0,0,1
0_508,0,0,1
0_509,1,0,0
0_510,0,0,1
0_511,0,0,1
0_512,0,0,1
0_513,0,0,1
0_514,0,0,1
0_515,1,0,0
0_516,1,0,0
0_517,1,0,0
0_518,1,0,0
0_519,0,0,1
0_520,1,0,0
0_521,0,0,1
0_522,0,0,1
0_523,0,0,1
0_524,0,0,1
0_525,0,0,1
0_526,0,0,1
0_527,0,0,1
0_528,0,0,1
0_529,0,0,1
0_530,0,0,1
0_531,0,0,1
0_532,0,0,1
0_533,0,0,1
0_534,1,0,0
0_535,0,0,1
0_536,0,0,1
0_537,0,0,0
0_538,0,0,1
0_539,0,0,1
0_540,0,0,1
0_541,0,0,1
0_542,1,0,1
0_543,0,0,1
0_544,0,0,1
0_545,0,0,1
0_546,0,0,0
0_547,0,0,1
0_548,0,0,1
0_549,1,0,0
0_550,0,0,1
0_551,0,0,1
0_552,0,0,1
0_553,1,0,0
0_554,1,0,0
0_555,0,0,1
0_556,0,0,1
0_557,1,0,0
0_558,0,0,1
0_559,1,0,0
0_560,0,0,0
0_561,0,0,1
0_562,0,0,0
0_563,0,0,1
0_564,0,0,1
0_565,0,0,1
0_566,0,0,1
0_567,0,0,1
0_568,0,0,1
0_569,0,0,1
0_570,0,0,1
0_571,1,0,0
0_572,0,0,1
0_573,1,0,0
0_574,0,0,1
0_575,1,0,0
0_576,0,0,1
0_577,1,0,0
0_578,1,0,0
0_579,0,0,1
0_580,0,0,1
0_581,0,0,1
0_582,0,0,1
0_583,1,0,0
0_584,0,0,1
0_585,0,0,1
0_586,0,0,1
0_587,0,0,1
0_588,0,0,1
0_589,0,0,1
0_590,1,0,0
0_591,0,0,1
0_592,0,0,1
0_593,0,0,1
0_594,0,0,1
0_595,0,0,1
0_596,0,0,1
0_597,0,0,1
0_598,0,0,1
0_599,1,0,0
0_600,0,0,1
0_601,0,0,1
0_602,0,0,1
0_603,1,0,0
0_604,0,0,1
0_605,1,0,0
0_606,0,0,1
0_607,0,0,1
0_608,0,0,1
0_609,0,0,1
0_610,0,0,1
0_611,0,0,1
0_612,0,0,1
0_613,1,0,0
0_614,0,0,1
0_615,0,0,1
0_616,0,0,1
0_617,1,0,0
0_618,1,0,0
0_619,0,0,1
0_620,0,0,1
0_621,0,0,1
0_622,0,0,1
0_623,0,0,1
0_624,0,0,1
0_625,0,0,1
0_626,0,0,1
0_627,0,0,1
0_628,0,0,1
0_629,0,0,1
0_630,0,0,1
0_631,0,0,1
0_632,1,0,0
0_633,1,0,0
0_634,0,0,1
0_635,0,0,1
0_636,0,0,1
0_637,0,0,1
0_638,0,0,1
0_639,0,0,1
0_640,0,0,1
0_641,1,0,0
0_642,0,0,1
0_643,1,0,0
0_644,0,0,1
0_645,0,0,1
0_646,1,0,0
0_647,0,0,1
0_648,1,0,1
0_649,0,0,1
0_650,0,0,1
0_651,0,0,1
0_652,1,0,0
0_653,1,0,0
0_654,0,0,1
0_655,1,0,0
0_656,1,0,0
0_657,0,0,1
0_658,0,0,0
0_659,0,0,1
0_660,1,0,0
0_661,1,0,0
0_662,0,0,1
0_663,1,0,0
0_664,1,0,0
0_665,0,0,1
0_666,0,0,1
0_667,0,0,1
0_668,0,0,1
0_669,0,0,1
0_670,0,0,1
0_671,0,0,1
0_672,1,0,0
0_673,0,0,1
0_674,0,0,1
0_675,0,0,1
0_676,0,0,1
0_677,0,0,1
0_678,1,0,0
0_679,1,0,0
0_680,0,0,1
0_681,0,0,1
0_682,0,0,0
0_683,0,0,1
0_684,1,0,0
0_685,0,0,1
0_686,0,0,1
0_687,1,0,0
0_688,0,0,1
0_689,0,0,0
0_690,0,0,0
0_691,1,0,0
0_692,0,0,1
0_693,0,0,1
0_694,0,0,1
0_695,0,0,1
0_696,0,0,1
0_697,0,0,1
0_698,0,0,1
0_699,0,0,1
0_700,1,0,0
0_701,1,0,0
0_702,0,0,1
0_703,0,0,1
0_704,1,0,0
0_705,0,0,0
0_706,0,0,1
0_707,0,0,1
0_708,0,0,1
0_709,0,0,1
0_710,0,0,1
0_711,0,0,1
0_712,1,0,0
0_713,0,0,1
0_714,1,0,0
0_715,0,0,1
0_716,0,0,1
0_717,0,0,1
0_718,0,0,1
0_719,1,0,0
0_720,0,0,1
0_721,0,0,1
0_722,0,0,1
0_723,0,0,1
0_724,0,0,1
0_725,0,0,1
0_726,0,0,0
0_727,0,0,1
0_728,0,0,1
0_729,0,0,1
0_730,0,0,1
0_731,0,0,0
0_732,0,0,1
0_733,0,0,1
0_734,1,0,0
0_735,0,0,1
0_736,1,0,0
0_737,0,0,1
0_738,0,0,1
0_739,0,0,1
0_740,0,0,0
0_741,1,0,0
0_742,0,0,0
0_743,0,0,0
0_744,0,0,1
0_745,0,0,1
0_746,1,0,0
0_747,0,0,0
0_748,0,0,1
0_749,1,0,0
0_750,0,0,1
0_751,0,0,1
0_752,0,0,1
0_753,0,0,1
0_754,1,0,0
0_755,0,0,1
0_756,1,0,0
0_757,0,0,1
0_758,0,0,1
0_759,0,0,0
0_760,0,0,1
0_761,0,0,1
0_762,0,0,1
0_763,0,0,1
0_764,1,0,0
0_765,0,0,1
0_766,0,0,1
0_767,0,0,1
0_768,1,0,0
0_769,0,0,1
0_770,0,0,1
0_771,0,0,1
0_772,0,0,1
0_773,0,0,1
0_774,0,0,1
0_775,0,0,1
0_776,1,0,0
0_777,1,0,0
0_778,1,0,0
0_779,0,0,1
0_780,0,0,1
0_781,0,0,1
0_782,0,0,1
0_783,0,0,1
0_784,0,0,1
0_785,0,0,1
0_786,1,0,0
0_787,0,0,1
0_788,1,0,0
0_789,0,0,1
0_790,1,0,0
0_791,1,0,0
0_792,0,0,1
0_793,0,0,1
0_794,0,0,1
0_795,0,0,1
0_796,0,0,1
0_797,0,0,0
0_798,0,0,1
0_799,0,0,1
0_800,1,0,0
0_801,0,0,1
0_802,1,0,0
0_803,0,0,1
0_804,0,0,1
0_805,0,0,1
0_806,0,0,1
0_807,0,0,1
0_808,0,0,1
0_809,0,0,1
0_810,0,0,1
0_811,1,0,0
0_812,0,0,0
0_813,0,0,1
0_814,1,0,0
0_815,0,0,1
0_816,1,0,0
0_817,0,0,1
0_818,0,0,1
0_819,0,0,1
0_820,0,0,1
0_821,0,0,1
0_822,0,0,1
0_823,0,0,0
0_824,0,0,1
0_825,0,0,1
0_826,0,0,1
0_827,0,0,1
0_828,0,0,1
0_829,0,0,1
0_830,0,0,1
0_831,0,0,1
0_832,0,0,1
0_833,0,0,1
0_834,0,0,1
0_835,0,0,1
0_836,0,0,1
0_837,0,0,1
0_838,0,0,1
0_839,0,0,1
0_840,0,0,1
0_841,0,0,1
0_842,0,0,1
0_843,0,0,1
0_844,1,0,0
0_845,0,0,1
0_846,0,0,1
0_847,0,0,1
0_848,0,0,1
0_849,0,0,1
0_850,1,0,0
0_851,0,0,1
0_852,1,0,0
0_853,0,0,1
0_854,1,0,0
0_855,0,0,1
0_856,0,0,1
0_857,0,0,1
0_858,0,0,1
0_859,0,0,1
0_860,0,0,1
0_861,0,0,1
0_862,1,0,0
0_863,0,0,1
0_864,0,0,1
0_865,1,0,0
0_866,0,0,1
0_867,0,0,1
0_868,0,0,1
0_869,0,0,1
0_870,1,0,0
0_871,0,0,1
0_872,0,0,1
0_873,0,0,1
0_874,0,0,1
0_875,1,0,0
0_876,0,0,1
0_877,0,0,1
0_878,0,0,1
0_879,0,0,1
0_880,0,0,1
0_881,0,0,1
0_882,0,0,1
0_883,1,0,0
0_884,0,0,1
0_885,0,0,1
0_886,1,0,1
0_887,0,0,1
0_888,0,0,1
0_889,0,0,1
0_890,0,0,1
0_891,0,0,1
0_892,0,0,1
0_893,1,0,0
0_894,1,0,1
0_895,0,0,1
0_896,0,0,1
0_897,0,0,1
0_898,0,0,1
0_899,0,0,1
0_900,0,0,1
0_901,0,0,1
0_902,0,0,1
0_903,0,0,1
0_904,1,0,1
0_905,1,0,0
0_906,0,0,1
0_907,1,0,0
0_908,1,0,0
0_909,0,0,1
0_910,1,0,0
0_911,0,0,1
0_912,0,0,1
0_913,0,0,1
0_914,0,0,1
0_915,0,0,1
0_916,0,0,1
0_917,0,0,0
0_918,0,0,0
0_919,0,0,1
0_920,0,0,1
0_921,0,0,1
0_922,1,0,0
0_923,0,0,1
0_924,0,0,1
0_925,1,0,0
0_926,0,0,1
0_927,0,0,0
0_928,0,0,1
0_929,0,0,1
0_930,0,0,1
0_931,0,0,1
0_932,1,0,0
0_933,1,0,0
0_934,0,0,1
0_935,1,0,0
0_936,1,0,0
0_937,0,0,1
0_938,1,0,0
0_939,0,0,1
0_940,0,0,1
0_941,0,0,1
0_942,0,0,1
0_943,1,0,0
0_944,1,0,0
0_945,0,0,1
0_946,0,0,1
0_947,0,0,1
0_948,0,0,1
0_949,1,0,0
0_950,1,0,0
0_951,1,0,0
0_952,1,0,0
0_953,0,0,1
0_954,0,0,1
0_955,0,0,0
0_956,1,0,0
0_957,0,0,1
0_958,0,0,1
0_959,0,0,1
0_960,0,0,1
0_961,1,0,0
0_962,0,0,1
0_963,0,0,1
0_964,0,0,1
0_965,0,0,1
0_966,0,0,0
0_967,0,0,1
0_968,0,0,1
0_969,1,0,0
0_970,0,0,1
0_971,0,0,1
0_972,1,0,0
0_973,0,0,1
0_974,1,0,0
0_975,1,0,0
0_976,1,0,0
0_977,0,0,1
0_978,1,0,0
0_979,0,0,1
0_980,0,0,1
0_981,0,0,1
0_982,0,0,1
0_983,1,0,0
0_984,0,0,1
0_985,0,0,1
0_986,0,0,1
0_987,0,0,1
0_988,0,0,1
0_989,0,0,0
0_990,0,0,1
0_991,0,0,1
0_992,0,0,1
0_993,1,0,0
0_994,0,0,1
0_995,0,0,1
0_996,0,0,1
0_997,0,0,1
0_998,0,0,1
0_999,0,0,1
0_1000,0,0,1
0_1001,0,0,1
0_1002,0,0,1
0_1003,1,0,0
0_1004,0,0,1
0_1005,0,0,1
0_1006,1,0,0
0_1007,0,0,1
0_1008,0,0,1
0_1009,1,0,0
0_1010,0,0,1
0_1011,0,0,1
0_1012,1,0,0
0_1013,1,0,0
0_1014,0,0,1
0_1015,0,0,0
0_1016,0,0,1
0_1017,1,0,0
0_1018,0,0,0
0_1019,0,0,1
0_1020,0,0,0
0_1021,1,0,0
0_1022,1,0,0
0_1023,1,0,0
1_0,0,0,1
1_1,0,0,1
1_2,0,0,1
1_3,1,0,0
1_4,0,0,1
1_5,0,0,1
1_6,1,0,1
1_7,1,0,0
1_8,0,0,1
1_9,0,0,1
1_10,0,0,1
1_11,0,0,1
1_12,0,0,1
1_13,0,0,1
1_14,1,0,1
1_15,0,0,1
1_16,0,0,1
1_17,0,0,1
1_18,1,0,0
1_19,0,0,1
1_20,0,0,0
1_21,0,0,1
1_22,0,0,1
1_23,0,0,1
1_24,0,0,1
1_25,0,0,1
1_26,0,0,1
1_27,0,0,1
1_28,0,0,1
1_29,0,0,1
1_30,1,0,0
1_31,0,0,1
1_32,0,0,1
1_33,1,0,0
1_34,1,0,0
1_35,0,0,1
1_36,1,0,0
1_37,0,0,1
1_38,1,0,0
1_39,0,0,1
1_40,0,0,1
1_41,0,0,1
1_42,0,0,1
1_43,1,0,0
1_44,0,0,1
1_45,0,0,1
1_46,0,0,1
1_47,0,0,1
1_48,0,0,1
1_49,1,0,1
1_50,0,0,1
1_51,0,0,1
1_52,0,0,1
1_53,0,0,0
1_54,1,0,0
1_55,1,0,1
1_56,1,0,0
1_57,0,0,1
1_58,0,0,1
1_59,1,0,0
1_60,1,0,1
1_61,1,0,0
1_62,0,0,1
1_63,0,0,1
1_64,0,0,1
1_65,0,0,1
1_66,0,0,1
1_67,0,0,1
1_68,0,0,1
1_69,0,0,1
1_70,0,0,1
1_71,0,0,1
1_72,1,0,0
1_73,1,0,0
1_74,0,0,1
1_75,0,0,1
1_76,1,0,0
1_77,0,0,1
1_78,0,0,1
1_79,0,0,1
1_80,0,0,1
1_81,0,0,1
1_82,1,0,0
1_83,0,0,1
1_84,0,0,1
1_85,0,0,1
1_86,1,0,0
1_87,0,0,1
1_88,0,0,1
1_89,1,0,1
1_90,0,0,1
1_91,0,0,0
1_92,1,0,0
1_93,0,0,1
1_94,1,0,0
1_95,1,0,0
1_96,0,0,1
1_97,1,0,0
1_98,0,0,1
1_99,0,0,1
1_100,0,0,1
1_101,1,0,0
1_102,1,0,0
1_103,0,0,1
1_104,0,0,1
1_105,0,0,1
1_106,0,0,1
1_107,1,0,0
1_108,0,0,1
1_109,1,0,0
1_110,0,0,1
1_111,0,0,1
1_112,1,0,0
1_113,0,0,1
1_114,0,0,1
1_115,0,0,1
1_116,1,0,0
1_117,0,0,1
1_118,0,0,1
1_119,0,0,1
1_120,0,0,1
1_121,0,0,1
1_122,1,0,0
1_123,0,0,1
1_124,0,0,1
1_125,0,0,1
1_126,1,0,0
1_127,0,0,1
1_128,0,0,1
1_129,0,0,1
1_130,0,0,1
1_131,1,0,0
1_132,0,0,1
1_133,0,0,1
1_134,1,0,0
1_135,1,0,0
1_136,0,0,1
1_137,1,0,0
1_138,1,0,0
1_139,0,0,1
1_140,1,0,0
1_141,0,0,1
1_142,0,0,1
1_143,0,0,1
1_144,1,0,0
1_145,1,0,0
1_146,1,0,0
1_147,0,0,1
1_148,0,0,1
1_149,1,0,0
1_150,0,0,1
1_151,0,0,1
1_152,0,0,1
1_153,0,0,1
1_154,0,0,1
1_155,1,0,0
1_156,0,0,1
1_157,0,0,1
1_158,1,0,0
1_159,0,0,1
1_160,0,0,1
1_161,0,0,1
1_162,0,0,1
1_163,0,0,1
1_164,0,0,1
1_165,0,0,1
1_166,0,0,1
1_167,1,0,0
1_168,0,0,1
1_169,1,0,0
1_170,0,0,1
1_171,1,0,0
1_172,1,0,0
1_173,0,0,1
1_174,0,0,1
1_175,0,0,1
1_176,1,0,0
1_177,0,0,1
1_178,0,0,1
1_179,1,0,0
1_180,0,0,1
1_181,0,0,1
1_182,0,0,1
1_183,0,0,1
1_184,0,0,1
1_185,0,0,1
1_186,0,0,1
1_187,0,0,1
1_188,0,0,1
1_189,1,0,0
1_190,0,0,0
1_191,0,0,1
1_192,0,0,1
1_193,0,0,1
1_194,0,0,1
1_195,1,0,0
1_196,0,0,1
1_197,0,0,1
1_198,0,0,0
1_199,0,0,1
1_200,0,0,1
1_201,0,0,1
1_202,1,0,0
1_203,1,0,0
1_204,0,0,1
1_205,0,0,1
1_206,0,0,1
1_207,1,0,0
1_208,0,0,1
1_209,0,0,1
1_210,0,0,1
1_211,0,0,1
1_212,0,0,1
1_213,0,0,1
1_214,1,0,1
1_215,0,0,1
1_216,0,0,1
1_217,0,0,1
1_218,0,0,1
1_219,0,0,1
1_220,1,0,0
1_221,0,0,1
1_222,0,0,1
1_223,0,0,1
1_224,0,0,1
1_225,0,0,0
1_226,0,0,1
1_227,0,0,1
1_228,0,0,1
1_229,0,0,1
1_230,1,0,0
1_231,0,0,1
1_232,0,0,1
1_233,0,0,1
1_234,0,0,1
1_235,1,0,0
1_236,1,0,0
1_237,1,0,0
1_238,0,0,1
1_239,1,0,0
1_240,0,0,1
1_241,1,0,0
1_242,0,0,1
1_243,1,0,0
1_244,1,0,0
1_245,0,0,1
1_246,1,0,0
1_247,0,0,0
1_248,0,0,1
1_249,1,0,0
1_250,0,0,1
1_251,1,0,1
1_252,0,0,1
1_253,0,0,1
1_254,0,0,1
1_255,1,0,0
1_256,0,0,1
1_257,0,0,1
1_258,1,0,0
1_259,1,0,1
1_260,0,0,1
1_261,0,0,1
1_262,0,0,1
1_263,0,0,0
1_264,0,0,1
1_265,0,0,1
1_266,0,0,1
1_267,0,0,1
1_268,0,0,0
1_269,0,0,1
1_270,0,0,1
1_271,0,0,1
1_272,0,0,1
1_273,0,0,1
1_274,0,0,1
1_275,0,0,1
1_276,1,0,0
1_277,0,0,1
1_278,0,0,1
1_279,0,0,1
1_280,0,0,1
1_281,1,0,0
1_282,0,0,1
1_283,0,0,1
1_284,0,0,1
1_285,0,0,1
1_286,0,0,1
1_287,0,0,0
1_288,0,0,1
1_289,0,0,1
1_290,0,0,1
1_291,0,0,1
1_292,0,0,1
1_293,0,0,1
1_294,0,0,1
1_295,0,0,1
1_296,0,0,1
1_297,0,0,1
1_298,1,0,0
1_299,0,0,1
1_300,0,0,1
1_301,0,0,1
1_302,0,0,1
1_303,0,0,1
1_304,0,0,1
1_305,0,0,1
1_306,0,0,1
1_307,1,0,0
1_308,1,0,0
1_309,0,0,1
1_310,0,0,1
1_311,0,0,1
1_312,0,0,1
1_313,0,0,1
1_314,0,0,1
1_315,0,0,1
1_316,0,0,1
1_317,0,0,1
1_318,0,0,1
1_319,0,0,1
1_320,0,0,1
1_321,0,0,1
1_322,0,0,1
1_323,1,0,0
1_324,0,0,1
1_325,0,0,1
1_326,0,0,1
1_327,1,0,0
1_328,1,0,0
1_329,0,0,1
1_330,0,0,1
1_331,0,0,1
1_332,1,0,0
1_333,0,0,0
1_334,0,0,1
1_335,0,0,1
1_336,0,0,1
1_337,0,0,1
1_338,0,0,1
1_339,0,0,1
1_340,0,0,1
1_341,1,0,0
1_342,0,0,1
1_343,0,0,1
1_344,0,0,1
1_345,0,0,1
1_346,0,0,1
1_347,0,0,1
1_348,0,0,0
1_349,0,0,1
1_350,0,0,1
1_351,0,0,1
1_352,0,0,1
1_353,1,0,0
1_354,0,0,1
1_355,0,0,1
1_356,0,0,1
1_357,0,0,1
1_358,0,0,1
1_359,0,0,1
1_360,0,0,1
1_361,0,0,1
1_362,1,0,0
1_363,1,0,0
1_364,0,0,1
1_365,0,0,1
1_366,0,0,1
1_367,0,0,1
1_368,0,0,1
1_369,1,0,0
1_370,1,0,0
