-18,1,1047,0,0,0;
-11,4,1026,0,0,0;
8,-1,1039,0,0,0;
26,0,1060,0,0,0;
5,-1,1010,0,0,0;
-15,-4,1038,0,0,0;
-20,4,1041,0,0,1;
-5,1,1000,0,0,0;
20,2,1054,0,0,1;
23,1,1041,0,0,0;
-11,6,1009,0,0,0;
-28,3,1052,0,0,0;
-12,3,1038,0,0,0;
-4,1,997,0,0,1;
0,0,1000,0,0,1;
-4,0,1001,0,0,0;
5,-4,1001,0,0,0;
1,-2,1002,0,0,0;
0,1,998,0,0,-135;
5,1,1003,0,0,-135;
0,-3,998,0,0,-135;
-3,-3,997,0,0,-135;
4,-5,1002,0,0,-134;
1,4,998,0,0,-135;
-1,3,999,0,0,-135;
1,4,1004,0,0,-135;
0,-3,1003,1,0,-135;
0,4,1003,0,0,-135;
0,-1,999,0,0,-135;
-1,5,1001,0,0,-135;
1,1,996,0,0,-134;
2,-1,997,0,0,-134;
-1,1,1000,0,0,-134;
1,0,999,0,0,-134;
1,-3,999,0,0,-135;
-3,-3,997,0,0,-135;
-7,1,996,0,0,-134;
-1,1,998,0,0,-135;
-5,-11,1032,0,0,0;
-5,-14,1051,0,0,0;
4,-14,1016,0,0,1;
-6,18,1034,0,0,0;
-6,23,1051,0,0,0;
-3,3,996,0,0,0;
-4,-16,1051,0,0,0;
0,-15,1039,0,0,1;
-5,-2,1007,0,0,0;
2,18,1049,0,0,0;
0,27,1044,0,0,0;
-5,-4,1027,0,0,0;
0,-12,1056,0,0,0;
7,-19,1033,0,0,1;
-1,15,1034,0,0,1;
2,23,1051,0,0,1;
2,3,1016,0,0,0;
-2,-10,1042,0,0,1;
9,-16,1051,0,0,0;
7,6,995,0,0,0;
-6,20,1051,0,0,1;
-2,14,1050,0,0,0;
3,-2,1018,0,0,1;
5,-14,1056,0,0,0;
-1,-4,1029,0,0,0;
1,17,1023,0,0,0;
6,15,1057,0,0,1;
2,5,1020,0,0,0;
1,-15,1048,0,0,0;
0,-18,1052,0,0,1;
-4,-1,1013,0,0,0;
4,32,1047,0,0,0;
8,23,1051,0,1,1;
1,-4,1010,0,0,0;
0,-28,1058,0,0,0;
2,-13,1031,0,0,1;
3,4,1021,0,0,0;
-7,18,1055,0,0,0;
4,17,1031,0,0,1;
-4,-3,1034,0,0,0;
3,-18,1051,0,0,0;
0,-9,1014,0,0,0;
-7,18,1040,0,0,0;
-1,26,1042,0,0,0;
-1,11,1002,0,0,0;
2,-18,1050,0,0,0;
1,-20,1040,0,0,1;
2,6,1008,0,0,0;
1,1,999,0,0,1;
-2,2,1002,0,0,1;
-3,-2,1003,0,0,1;
3,1,1007,0,0,1;
-2,3,1002,0,0,1;
4,-2,1003,0,0,0;
-2,-1,1004,0,0,0;
2,-1,999,0,0,1;
-1,-4,1001,0,0,0;
-1,2,1004,0,0,0;
