window_start_ts,window_end_ts,session_id,class_th,label,source,svm_mean,svm_std,svm_max,svm_min,jerk_mean,jerk_std,jerk_max,jerk_min,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,jerk_energy,free_fall_n,impact_n,high_rot_n,svm_dev_mean,press_delta,mic_p2p_max,mic_p2p_mean,GSI,jerk_sparsity,angular_impulse,press_slope,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,fcri,class_en,category,class,component_gait_motion,component_rotation_balance,component_posture_transition,component_impact_event,component_physio_stress,feature_risk_score,activity_prior_score,weighted_risk_score,activity_prior_floor,model2_risk_target,model2_risk_level,model2_high_risk_target
2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.0006007904312369232,0.032957794179373424,0.0,1.0,0.19906927546918937,0.28260273854174145,0.82,0.4975616431250449,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:52.726,2026-05-28T00:02:54.671,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0105,0.0044,1.0172,1.002,0.2426,0.1287,0.4899,0.0,0.2688,0.1413,0.5447,0.0,4.9374,1.6015,8.3126,2.184,91.8139,0.4805,92.8556,91.1285,1.727,0.075,0,0,0,0.0105,0.001,702.0,221.3,1.0061,0.0,9.875,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.0004179411695561206,0.030257381881660054,0.0,1.0,0.19906927546918937,0.28202242924462895,0.82,0.49721345754677737,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:53.224,2026-05-28T00:02:55.173,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0099,0.0146,1.074,0.9884,0.3766,0.4078,1.9391,0.0,0.4383,0.5309,2.5275,0.0,4.9749,2.5694,14.425,2.184,91.4897,0.5088,92.2653,89.4206,2.845,0.304,0,0,0,0.0118,0.006,241.0,161.1,0.9953,0.075,9.95,-0.000171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.07027986156532527,0.036501880752887024,0.0012941944655135674,1.0,0.19906927546918937,0.2988997903990463,0.82,0.5073398742394277,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:53.721,2026-05-28T00:02:55.673,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0092,0.0263,1.074,0.9131,0.7965,1.1092,5.0675,0.0,1.1092,1.7471,8.2073,0.0,9.4069,8.205,26.985,2.184,90.5232,2.7872,92.759,79.0484,13.711,1.834,0,0,0,0.0184,-0.001,544.0,203.4,0.9833,0.1,18.814,-0.000522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.11434128528972677,0.07613504242691839,0.03873503996787226,0.9975087524785236,0.19906927546918937,0.32338529317332354,0.82,0.5220311759039942,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:54.224,2026-05-28T00:02:56.176,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0076,0.0336,1.1009,0.9131,1.1198,1.1507,5.0675,0.0,1.5701,1.828,8.2073,0.0,11.8268,9.03,29.7908,2.184,86.6126,6.7845,92.759,75.0466,17.712,2.545,0,0,0,0.0238,-0.003,544.0,241.8,0.9748,0.05,23.654,-0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.08029679091425372,0.09096825448112023,0.0684481765621747,0.9886855841732946,0.19906927546918937,0.322598982064113,0.82,0.5215593892384678,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:54.725,2026-05-28T00:02:56.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0074,0.0393,1.1009,0.9131,1.5347,1.4679,7.2719,0.0,2.2725,2.4937,12.7415,0.0,16.4803,9.1673,36.0236,2.8036,84.112,6.4305,92.759,75.0466,17.712,4.456,0,0,0,0.0303,0.004,670.0,305.2,0.9693,0.05,32.961,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.09793236983417093,0.11758867419077203,0.07382776150306852,0.982976475269911,0.19906927546918937,0.3314515331307581,0.82,0.5268709198784549,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:55.223,2026-05-28T00:02:57.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0063,0.0463,1.1329,0.9131,1.7905,1.6093,7.2719,0.2828,2.8145,2.9022,12.7415,0.4078,21.1088,8.676,39.7233,4.3105,81.7613,5.3501,92.759,73.5925,19.166,5.731,0,0,0,0.0368,0.004,670.0,329.9,0.9618,0.025,42.218,-0.000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.08529075689867711,0.14118342376595266,0.07479802567061533,0.9751913267652972,0.19906927546918937,0.3316370939073415,0.82,0.5269822563444049,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:55.723,2026-05-28T00:02:57.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0038,0.0444,1.1329,0.9231,1.7499,1.5305,7.2719,0.2828,2.6687,2.7742,12.7415,0.4078,18.7314,9.2631,39.7233,4.3105,77.7813,4.7395,85.4345,70.3283,15.106,5.346,0,0,0,0.0347,0.002,670.0,287.9,0.9611,0.025,37.463,0.000167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.08297096142973065,0.13100893363163169,0.06308812285020941,0.9744647129048666,0.19906927546918937,0.3265682068481202,0.82,0.5239409241088722,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:56.224,2026-05-28T00:02:58.173,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0069,0.0464,1.1329,0.9231,2.0726,1.8429,7.4054,0.4,3.2037,3.2434,12.7415,0.4842,20.1436,8.62,39.7233,7.9706,77.8463,5.1323,85.4345,68.8335,16.601,7.607,0,0,0,0.0375,-0.003,670.0,277.1,0.9623,0.05,40.287,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.1144897505953664,0.13654321663997224,0.07147831313335754,0.9757103366656048,0.19906927546918937,0.3365986410630424,0.82,0.5299591846378254,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:56.724,2026-05-28T00:02:58.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0205,0.1236,1.6882,0.8348,3.292,4.3652,20.2988,0.4,5.1714,7.7434,43.0211,0.4842,18.437,8.7707,39.7233,5.1904,77.9937,5.4092,85.4345,68.8335,16.601,29.4161,0,0,0,0.0629,-0.001,385.0,216.7,0.9082,0.075,36.874,-1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.22793829865782272,0.12877178527320182,0.10712311666087095,0.9195534654523236,0.19906927546918937,0.3530927782656111,0.82,0.5398556669593666,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:57.224,2026-05-28T00:02:59.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0221,0.1371,1.6882,0.8067,3.8475,4.4513,20.2988,0.4,6.41,8.3152,43.0211,0.4842,19.9864,11.4996,54.8713,5.1904,77.0895,5.0038,85.635,68.8335,16.802,34.1222,0,0,0,0.077,-0.004,385.0,199.9,0.8988,0.05,39.973,-0.001366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.22360498715996122,0.151673207660639,0.11280007447643355,0.909796079326541,0.19906927546918937,0.3554157792452359,0.82,0.5412494675471415,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:57.723,2026-05-28T00:02:59.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9791,0.1701,1.6882,0.6239,4.1072,4.358,20.2988,0.4899,7.2605,8.1185,43.0211,0.8287,25.5518,14.6593,56.8491,5.1904,80.1177,5.9419,99.2227,68.8335,30.389,35.3861,0,0,0,0.1135,0.002,409.0,219.6,0.8368,0.05,51.104,-7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.24333184352591958,0.18475212953502276,0.14702117635562412,0.8454388516883999,0.19906927546918937,0.35712638548692627,0.82,0.5422758312921557,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:58.225,2026-05-28T00:03:00.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9663,0.4364,2.9239,0.1603,6.9844,8.4258,45.646,0.9165,30.8572,62.8528,284.9716,1.4699,53.6395,57.146,211.6764,5.1904,86.1962,15.9167,150.8439,54.2535,96.59,118.001,3,1,6,0.253,-0.001,2780.0,366.4,0.6727,0.05,107.279,0.001683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.47120371334059885,0.5856352981108683,0.6740096113927843,0.6750998024074492,0.19906927546918937,0.5502477552485192,0.82,0.6581486531491115,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:58.724,2026-05-28T00:03:00.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0701,0.7285,3.7379,0.1603,10.5836,12.3352,50.3905,0.9165,78.8135,177.07,934.0222,1.6225,77.0144,67.1001,234.716,7.7859,74.7612,28.5288,150.8439,12.0188,138.825,260.3669,4,3,12,0.411,0.009,2780.0,530.5,0.6191,0.1,154.029,0.005668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.7098913718798321,0.8133412291199738,0.9567926758151215,0.6194619410944756,0.19906927546918937,0.6909473738851957,0.82,0.7425684243311175,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:59.221,2026-05-28T00:03:01.172,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0835,0.7355,3.7379,0.1603,11.6278,12.2934,50.3905,0.9165,81.4632,176.2637,934.0222,1.6225,78.3762,66.7282,234.716,9.0161,60.4969,37.2025,150.8439,7.2124,143.631,282.556,4,3,12,0.4429,0.01,2780.0,574.6,0.6243,0.075,156.752,0.006182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.6982062172031591,0.8191069825296607,0.9994729001885154,0.6248596440576745,0.19906927546918937,0.6994152611537435,0.82,0.7476491566922461,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:02:59.724,2026-05-28T00:03:01.667,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.1192,0.7238,3.7379,0.1603,11.1588,12.6474,50.3905,0.2,80.3142,176.7743,934.0222,0.2273,71.6886,71.5141,234.716,5.1098,43.1669,38.1541,150.8439,7.2124,143.631,280.478,4,3,12,0.4086,0.008,2780.0,565.4,0.6492,0.1,143.377,0.004069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.7115233982382178,0.7959062425208543,1.0000000000000002,0.6507063370929925,0.19906927546918937,0.7042719862008217,0.82,0.750563191720493,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:03:00.219,2026-05-28T00:03:02.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.1221,0.6004,3.7379,0.3205,7.793,11.7386,50.3905,0.2,55.9152,172.7537,934.0222,0.2273,40.6304,57.1145,234.716,4.5585,22.0065,13.608,67.9648,7.2124,60.752,195.0801,1,2,6,0.2641,0.008,1565.0,454.9,0.7011,0.1,81.261,0.000396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.6024407399940017,0.5409176150713818,0.7356781991184305,0.7045795647449202,0.19906927546918937,0.5898800226338675,0.82,0.6819280135803205,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:03:00.722,2026-05-28T00:03:02.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9951,0.1358,1.4559,0.6651,2.9134,4.6733,26.5466,0.2,5.7322,12.1853,71.5087,0.2273,15.596,16.7899,84.1896,3.1843,16.5522,7.4634,56.6686,7.2124,49.456,29.7811,0,0,0,0.0839,0.003,706.0,312.5,0.8761,0.075,31.192,0.000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.244335759918347,0.1612346331070198,0.20604872484297201,0.8862330298525765,0.19906927546918937,0.37464780204617343,0.82,0.5527886812277041,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:03:01.223,2026-05-28T00:03:03.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9746,0.0558,1.1502,0.8534,1.6821,1.3646,5.7862,0.2,2.1349,1.8123,7.1232,0.2273,8.8159,3.964,25.2939,3.1843,15.0618,2.8991,24.507,8.9873,15.52,4.645,0,0,0,0.0473,-0.004,795.0,282.9,0.9231,0.05,17.632,-0.000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.10422462137203654,0.06480519338854339,0.04736266651821524,0.9350199604814898,0.19906927546918937,0.30499698461456687,0.82,0.5109981907687401,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:03:01.723,2026-05-28T00:03:03.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9765,0.0716,1.2182,0.8181,2.2605,1.9383,8.4309,0.2,2.9716,2.8732,14.0326,0.2494,9.3131,4.6789,25.2939,3.1843,15.0251,3.7183,24.507,5.2675,19.239,8.773,0,0,0,0.0556,-0.007,795.0,284.1,0.9112,0.05,18.626,-0.001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.13034112147559196,0.06838089182032618,0.06826585104152114,0.9226675248541693,0.19906927546918937,0.31255028232153664,0.82,0.515530169392922,0.7789999999999999,0.7789999999999999,high,1
2026-05-28T00:03:02.214,2026-05-28T00:03:04.173,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9814,0.0767,1.2182,0.8181,2.6996,1.8306,8.4309,0.6,3.628,2.7542,14.0326,0.7622,11.4227,5.9909,25.2939,3.1843,16.4066,5.0398,24.9744,5.2675,19.707,10.555,0,0,0,0.0578,-0.002,795.0,277.0,0.9114,0.025,22.845,-0.000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.11748992362708371,0.0805779873812286,0.07863653100577352,0.9228751288142922,0.19906927546918937,0.3142884748899265,0.82,0.5165730849339559,0.7789999999999999,0.7789999999999999,high,1
2026-05-09T15:17:01.359614+07:00,2026-05-09T15:17:03.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0075,0.0228,1.0533,0.9465,0.9417,0.3157,1.5963,0.0,1.0671,0.3615,1.8417,0.0,5.6185,1.3129,8.3474,3.4491,91.9488,1.0418,94.0738,89.854,4.22,0.9839,0,0,0,0.018,0.004,702.0,278.2,0.9851,0.0,11.237,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.016144486458812918,0.032988848154129974,0.005797828226715101,0.9993771881196308,0.19906927546918937,0.2870324251380102,0.82,0.5002194550828061,0.7789999999999999,0.7789999999999999,high,1
2026-05-09T15:17:01.859614+07:00,2026-05-09T15:17:03.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0079,0.0232,1.0533,0.9465,1.014,0.3219,1.7043,0.3624,1.137,0.368,1.9076,0.396,4.9368,1.6025,8.3474,2.2059,91.8264,1.144,94.0738,89.7581,4.316,1.1292,0,0,0,0.0187,0.001,702.0,221.3,0.985,0.0,9.874,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.01800382878098749,0.030281515815038358,0.006873623765984074,0.9992733861395693,0.19906927546918937,0.2870892225939087,0.82,0.5002535335563452,0.7789999999999999,0.7789999999999999,high,1
2026-05-09T15:17:02.359614+07:00,2026-05-09T15:17:04.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0063,0.0285,1.0873,0.9465,1.0543,0.4224,2.6345,0.3289,1.1939,0.5361,3.4318,0.3728,4.9726,2.564,14.3935,2.2059,91.3599,1.2209,93.793,89.0761,4.717,1.2856,0,0,0,0.0203,0.006,241.0,161.1,0.9783,0.0,9.945,-0.000171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.022929582504261282,0.036458653863822715,0.009410436363968759,0.9923186534754476,0.19906927546918937,0.2881769953763523,0.82,0.5009061972258113,0.7789999999999999,0.7789999999999999,high,1
2026-05-09T15:17:02.859614+07:00,2026-05-09T15:17:04.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0107,0.0369,1.0889,0.9123,1.4305,0.9771,4.924,0.0996,1.8668,1.6196,8.2487,0.1354,9.4024,8.2038,26.9876,2.2059,90.4809,2.8396,93.793,79.7763,14.017,2.9773,0,0,0,0.0279,-0.001,544.0,203.4,0.9748,0.025,18.805,-0.000522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,,0.0643705861082564,0.07611365752573067,0.04305343051911998,0.9886855841732946,0.19906927546918937,0.3110453484071048,0.82,0.5146272090442628,0.7789999999999999,0.7789999999999999,high,1
