window_start_ts,window_end_ts,session_id,class_th,label,source,svm_mean,svm_std,svm_max,svm_min,jerk_mean,jerk_std,jerk_max,jerk_min,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,jerk_energy,free_fall_n,impact_n,high_rot_n,svm_dev_mean,press_delta,mic_p2p_max,mic_p2p_mean,GSI,jerk_sparsity,angular_impulse,press_slope,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,fcri,class_en,category,class
2026-05-28T00:02:54.725,2026-05-28T00:02:56.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0074,0.0393,1.1009,0.9131,1.5347,1.4679,7.2719,0.0,2.2725,2.4937,12.7415,0.0,16.4803,9.1673,36.0236,2.8036,84.112,6.4305,92.759,75.0466,17.712,4.456,0,0,0,0.0303,0.004,670.0,305.2,0.9693,0.05,32.961,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:55.223,2026-05-28T00:02:57.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0063,0.0463,1.1329,0.9131,1.7905,1.6093,7.2719,0.2828,2.8145,2.9022,12.7415,0.4078,21.1088,8.676,39.7233,4.3105,81.7613,5.3501,92.759,73.5925,19.166,5.731,0,0,0,0.0368,0.004,670.0,329.9,0.9618,0.025,42.218,-0.000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:55.723,2026-05-28T00:02:57.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0038,0.0444,1.1329,0.9231,1.7499,1.5305,7.2719,0.2828,2.6687,2.7742,12.7415,0.4078,18.7314,9.2631,39.7233,4.3105,77.7813,4.7395,85.4345,70.3283,15.106,5.346,0,0,0,0.0347,0.002,670.0,287.9,0.9611,0.025,37.463,0.000167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:56.224,2026-05-28T00:02:58.173,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0069,0.0464,1.1329,0.9231,2.0726,1.8429,7.4054,0.4,3.2037,3.2434,12.7415,0.4842,20.1436,8.62,39.7233,7.9706,77.8463,5.1323,85.4345,68.8335,16.601,7.607,0,0,0,0.0375,-0.003,670.0,277.1,0.9623,0.05,40.287,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:56.724,2026-05-28T00:02:58.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0205,0.1236,1.6882,0.8348,3.292,4.3652,20.2988,0.4,5.1714,7.7434,43.0211,0.4842,18.437,8.7707,39.7233,5.1904,77.9937,5.4092,85.4345,68.8335,16.601,29.4161,0,0,0,0.0629,-0.001,385.0,216.7,0.9082,0.075,36.874,-1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:57.224,2026-05-28T00:02:59.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0221,0.1371,1.6882,0.8067,3.8475,4.4513,20.2988,0.4,6.41,8.3152,43.0211,0.4842,19.9864,11.4996,54.8713,5.1904,77.0895,5.0038,85.635,68.8335,16.802,34.1222,0,0,0,0.077,-0.004,385.0,199.9,0.8988,0.05,39.973,-0.001366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:57.723,2026-05-28T00:02:59.674,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9791,0.1701,1.6882,0.6239,4.1072,4.358,20.2988,0.4899,7.2605,8.1185,43.0211,0.8287,25.5518,14.6593,56.8491,5.1904,80.1177,5.9419,99.2227,68.8335,30.389,35.3861,0,0,0,0.1135,0.002,409.0,219.6,0.8368,0.05,51.104,-7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:58.225,2026-05-28T00:03:00.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9663,0.4364,2.9239,0.1603,6.9844,8.4258,45.646,0.9165,30.8572,62.8528,284.9716,1.4699,53.6395,57.146,211.6764,5.1904,86.1962,15.9167,150.8439,54.2535,96.59,118.001,3,1,6,0.253,-0.001,2780.0,366.4,0.6727,0.05,107.279,0.001683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:58.724,2026-05-28T00:03:00.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0701,0.7285,3.7379,0.1603,10.5836,12.3352,50.3905,0.9165,78.8135,177.07,934.0222,1.6225,77.0144,67.1001,234.716,7.7859,74.7612,28.5288,150.8439,12.0188,138.825,260.3669,4,3,12,0.411,0.009,2780.0,530.5,0.6191,0.1,154.029,0.005668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:59.221,2026-05-28T00:03:01.172,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0835,0.7355,3.7379,0.1603,11.6278,12.2934,50.3905,0.9165,81.4632,176.2637,934.0222,1.6225,78.3762,66.7282,234.716,9.0161,60.4969,37.2025,150.8439,7.2124,143.631,282.556,4,3,12,0.4429,0.01,2780.0,574.6,0.6243,0.075,156.752,0.006182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:02:59.724,2026-05-28T00:03:01.667,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.1192,0.7238,3.7379,0.1603,11.1588,12.6474,50.3905,0.2,80.3142,176.7743,934.0222,0.2273,71.6886,71.5141,234.716,5.1098,43.1669,38.1541,150.8439,7.2124,143.631,280.478,4,3,12,0.4086,0.008,2780.0,565.4,0.6492,0.1,143.377,0.004069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:03:00.219,2026-05-28T00:03:02.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.1221,0.6004,3.7379,0.3205,7.793,11.7386,50.3905,0.2,55.9152,172.7537,934.0222,0.2273,40.6304,57.1145,234.716,4.5585,22.0065,13.608,67.9648,7.2124,60.752,195.0801,1,2,6,0.2641,0.008,1565.0,454.9,0.7011,0.1,81.261,0.000396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:03:00.722,2026-05-28T00:03:02.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9951,0.1358,1.4559,0.6651,2.9134,4.6733,26.5466,0.2,5.7322,12.1853,71.5087,0.2273,15.596,16.7899,84.1896,3.1843,16.5522,7.4634,56.6686,7.2124,49.456,29.7811,0,0,0,0.0839,0.003,706.0,312.5,0.8761,0.075,31.192,0.000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:03:01.223,2026-05-28T00:03:03.175,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9746,0.0558,1.1502,0.8534,1.6821,1.3646,5.7862,0.2,2.1349,1.8123,7.1232,0.2273,8.8159,3.964,25.2939,3.1843,15.0618,2.8991,24.507,8.9873,15.52,4.645,0,0,0,0.0473,-0.004,795.0,282.9,0.9231,0.05,17.632,-0.000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:03:01.723,2026-05-28T00:03:03.672,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9765,0.0716,1.2182,0.8181,2.2605,1.9383,8.4309,0.2,2.9716,2.8732,14.0326,0.2494,9.3131,4.6789,25.2939,3.1843,15.0251,3.7183,24.507,5.2675,19.239,8.773,0,0,0,0.0556,-0.007,795.0,284.1,0.9112,0.05,18.626,-0.001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-28T00:03:02.214,2026-05-28T00:03:04.173,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,0.9814,0.0767,1.2182,0.8181,2.6996,1.8306,8.4309,0.6,3.628,2.7542,14.0326,0.7622,11.4227,5.9909,25.2939,3.1843,16.4066,5.0398,24.9744,5.2675,19.707,10.555,0,0,0,0.0578,-0.002,795.0,277.0,0.9114,0.025,22.845,-0.000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:01.359614+07:00,2026-05-09T15:17:03.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0075,0.0228,1.0533,0.9465,0.9417,0.3157,1.5963,0.0,1.0671,0.3615,1.8417,0.0,5.6185,1.3129,8.3474,3.4491,91.9488,1.0418,94.0738,89.854,4.22,0.9839,0,0,0,0.018,0.004,702.0,278.2,0.9851,0.0,11.237,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:01.859614+07:00,2026-05-09T15:17:03.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0079,0.0232,1.0533,0.9465,1.014,0.3219,1.7043,0.3624,1.137,0.368,1.9076,0.396,4.9368,1.6025,8.3474,2.2059,91.8264,1.144,94.0738,89.7581,4.316,1.1292,0,0,0,0.0187,0.001,702.0,221.3,0.985,0.0,9.874,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:02.359614+07:00,2026-05-09T15:17:04.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0063,0.0285,1.0873,0.9465,1.0543,0.4224,2.6345,0.3289,1.1939,0.5361,3.4318,0.3728,4.9726,2.564,14.3935,2.2059,91.3599,1.2209,93.793,89.0761,4.717,1.2856,0,0,0,0.0203,0.006,241.0,161.1,0.9783,0.0,9.945,-0.000171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:02.859614+07:00,2026-05-09T15:17:04.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0107,0.0369,1.0889,0.9123,1.4305,0.9771,4.924,0.0996,1.8668,1.6196,8.2487,0.1354,9.4024,8.2038,26.9876,2.2059,90.4809,2.8396,93.793,79.7763,14.017,2.9773,0,0,0,0.0279,-0.001,544.0,203.4,0.9748,0.025,18.805,-0.000522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:03.359614+07:00,2026-05-09T15:17:05.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0122,0.0399,1.104,0.9123,1.5885,1.0791,4.924,0.0996,2.1634,1.7876,8.2487,0.1354,11.8281,9.0268,29.7845,2.2059,86.5069,6.6484,93.793,73.6893,20.104,3.6586,0,0,0,0.0307,-0.003,544.0,241.8,0.9733,0.025,23.656,-0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:03.859614+07:00,2026-05-09T15:17:05.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0144,0.0454,1.104,0.9123,1.962,1.5168,8.1264,0.0996,2.8932,2.6215,14.0695,0.1354,16.4794,9.1628,36.0096,2.8141,84.0198,6.2383,93.3484,73.6893,19.659,6.0925,0,0,0,0.0378,0.004,670.0,305.2,0.9704,0.025,32.959,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:04.359614+07:00,2026-05-09T15:17:06.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0142,0.0509,1.1477,0.9123,2.1779,1.5943,8.1264,0.0996,3.4001,2.8732,14.0695,0.1354,21.1107,8.6693,39.7,4.3436,81.9653,5.5083,93.3484,73.0992,20.249,7.2215,0,0,0,0.0412,0.004,670.0,329.9,0.9651,0.025,42.221,-0.000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:04.859614+07:00,2026-05-09T15:17:06.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0107,0.048,1.1477,0.9193,2.0814,1.6172,8.1264,0.4259,3.1628,2.8918,14.0695,0.6238,18.7343,9.2585,39.7,4.3436,77.9213,5.0601,87.8378,70.1798,17.658,6.8819,0,0,0,0.0378,0.002,670.0,287.9,0.9644,0.025,37.469,0.000167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:05.359614+07:00,2026-05-09T15:17:07.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0175,0.049,1.1477,0.9193,2.4342,1.9149,8.1264,0.4259,3.7376,3.2963,14.0695,0.6548,20.1432,8.6153,39.7,7.9723,77.9378,5.5368,87.8378,67.0785,20.759,9.5002,0,0,0,0.0414,-0.003,670.0,277.1,0.97,0.05,40.286,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:05.859614+07:00,2026-05-09T15:17:07.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0279,0.1253,1.6888,0.8163,3.5701,4.4215,21.0551,0.4259,5.5686,7.8462,44.6462,0.6548,18.4388,8.7677,39.7,5.1796,78.1373,5.8171,87.8378,67.0785,20.759,31.8062,0,0,0,0.0656,-0.001,385.0,216.7,0.9134,0.075,36.878,-1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:06.359614+07:00,2026-05-09T15:17:08.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0277,0.1372,1.6888,0.7967,4.0555,4.5163,21.0551,0.5503,6.696,8.4189,44.6462,0.6766,19.987,11.5013,54.9109,5.1796,77.1762,5.3348,87.4044,67.0785,20.326,36.3348,0,0,0,0.0772,-0.004,385.0,199.9,0.9038,0.05,39.974,-0.001366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:06.859614+07:00,2026-05-09T15:17:08.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,0.984,0.1718,1.6888,0.6233,4.2282,4.4212,21.0551,1.1036,7.3914,8.2084,44.6462,1.5549,25.5521,14.661,56.8421,5.1796,80.2242,6.2561,98.6158,67.0785,31.537,36.9361,0,0,0,0.1134,0.002,409.0,219.6,0.8398,0.05,51.104,-7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:07.359614+07:00,2026-05-09T15:17:09.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,0.9695,0.4342,2.9133,0.1323,7.004,8.4147,45.1053,1.1036,30.6906,61.9921,281.6744,1.7309,53.6422,57.1486,211.683,5.1796,86.4644,15.5559,149.468,57.602,91.866,118.0921,3,1,6,0.2499,-0.001,2780.0,366.4,0.676,0.075,107.284,0.001683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:07.859614+07:00,2026-05-09T15:17:09.809614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0727,0.7273,3.7213,0.1323,10.5079,12.3341,50.9649,1.1036,78.7591,178.4093,948.0932,1.7309,77.0154,67.1,234.6913,7.7732,75.1302,28.2531,149.468,10.6334,138.835,258.7433,4,3,12,0.4097,0.009,2780.0,530.5,0.621,0.1,154.031,0.005668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
2026-05-09T15:17:08.359614+07:00,2026-05-09T15:17:10.309614+07:00,ล้มแ_01_aug_noise,ล้มแบบค่อยๆทรุด,1,aug_noise,1.0838,0.7341,3.7213,0.1323,11.4806,12.3216,50.9649,1.2803,81.202,177.6815,948.0932,1.7309,78.376,66.7283,234.6913,9.0031,60.8759,37.0072,149.468,8.9199,140.548,279.832,4,3,12,0.4399,0.01,2780.0,574.6,0.625,0.075,156.752,0.006182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow_collapse_fall,fall,
