window_start_ts,window_end_ts,session_id,class_th,label,source,svm_mean,svm_std,svm_max,svm_min,jerk_mean,jerk_std,jerk_max,jerk_min,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,jerk_energy,free_fall_n,impact_n,high_rot_n,svm_dev_mean,press_delta,mic_p2p_max,mic_p2p_mean,GSI,jerk_sparsity,angular_impulse,press_slope,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,fcri,class_en,category,class
2026-05-05T17:20:06.500000+07:00,2026-05-05T17:20:08.450000+07:00,ล้มข_00_orig,,1.0,original,0.9894,0.0063,1.0076,0.9793,0.6744,0.2874,1.3651,0.202,0.6863,0.2919,1.3925,0.2056,0.3458,0.1591,0.811,0.0458,10.9109,0.9042,12.8635,9.0231,3.84,0.5353,0.0,0.0,0.0,0.011,0.004,612.2,495.2,0.9832,0.0,0.692,-0.000962,95.4,100.5,7.6,5.1,97.4,98.0,31.21,14.66,3.63,1.5701,0.1455,0.1017,13.4446,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:07+07:00,2026-05-05T17:20:08.950000+07:00,ล้มข_00_orig,,1.0,original,0.9893,0.006,1.0009,0.9753,0.6996,0.2541,1.1888,0.202,0.7121,0.2587,1.1995,0.2056,0.3436,0.157,0.811,0.0458,11.027,0.9603,12.8891,9.0231,3.866,0.5524,0.0,0.0,0.0,0.0108,0.003,605.9,494.2,0.9833,0.0,0.687,-0.000381,97.7,103.0,9.2,5.3,97.4,98.0,34.57,20.53,5.518,1.8907,0.1643,0.1196,13.9453,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:07.500000+07:00,2026-05-05T17:20:09.450000+07:00,ล้มข_00_orig,,1.0,original,0.9899,0.006,1.0009,0.9753,0.691,0.2531,1.1888,0.202,0.7028,0.2574,1.1995,0.2056,0.3439,0.1755,0.811,0.0458,11.1631,0.8931,12.8891,9.0231,3.866,0.5399,0.0,0.0,0.0,0.0102,0.004,605.9,493.5,0.984,0.0,0.688,-0.000644,100.0,104.0,9.5,4.0,97.4,98.0,34.55,19.92,5.488,1.9523,0.1652,0.1382,10.5247,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:08+07:00,2026-05-05T17:20:09.950000+07:00,ล้มข_00_orig,,1.0,original,0.9897,0.0061,1.0009,0.9753,0.6689,0.2981,1.5391,0.1637,0.6809,0.3041,1.5653,0.1649,0.3553,0.1725,0.811,0.0458,11.2192,0.8618,12.8891,9.5484,3.341,0.5341,0.0,0.0,0.0,0.0103,0.002,605.9,488.5,0.9838,0.0,0.711,0.000266,102.3,105.6,8.3,3.3,97.4,98.0,29.68,13.29,3.715,1.9121,0.1729,0.155,8.7143,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:08.500000+07:00,2026-05-05T17:20:10.450000+07:00,ล้มข_00_orig,,1.0,original,0.99,0.0069,1.0062,0.9753,0.7196,0.3062,1.5391,0.1637,0.7326,0.3118,1.5653,0.1649,0.3473,0.1397,0.7824,0.1349,11.1409,0.9393,12.8891,9.319,3.57,0.6093,0.0,0.0,0.0,0.0105,0.0,598.8,501.7,0.9832,0.0,0.695,0.00042,104.5,109.6,8.7,5.1,97.4,98.0,28.61,11.99,3.614,1.9037,0.2068,0.1702,13.4676,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:09+07:00,2026-05-05T17:20:10.950000+07:00,ล้มข_00_orig,,1.0,original,0.9906,0.0066,1.0062,0.9783,0.6847,0.3177,1.5391,0.1637,0.6965,0.3237,1.5653,0.1649,0.3385,0.143,0.7824,0.1105,11.1634,0.9555,13.1852,8.3154,4.87,0.5672,0.0,0.0,0.0,0.0099,-0.004,598.8,498.9,0.9842,0.0,0.677,0.000129,106.9,113.2,10.1,6.3,97.4,98.0,30.49,17.17,5.496,1.7207,0.2342,0.1859,16.6364,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:09.500000+07:00,2026-05-05T17:20:11.450000+07:00,ล้มข_00_orig,,1.0,original,0.9904,0.0067,1.0062,0.9783,0.6988,0.3327,1.5391,0.1637,0.711,0.3386,1.5653,0.1649,0.3526,0.1231,0.6953,0.1105,11.0679,0.9834,13.237,8.3154,4.922,0.5963,0.0,0.0,0.0,0.0101,0.004,598.8,499.5,0.9838,0.0,0.705,-0.000265,109.1,113.2,9.1,4.1,97.4,98.0,30.66,16.91,5.425,1.5367,0.2342,0.1999,10.8269,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:10+07:00,2026-05-05T17:20:11.950000+07:00,ล้มข_00_orig,,1.0,original,0.9895,0.007,1.0062,0.9738,0.7964,0.3113,1.5897,0.2638,0.8107,0.3166,1.6223,0.2687,0.3551,0.1327,0.6953,0.1105,11.0221,1.1858,13.237,8.3154,4.922,0.7287,0.0,0.0,0.0,0.011,0.002,598.8,505.6,0.9826,0.0,0.71,-0.000283,110.8,113.2,7.2,2.4,97.3,98.1,28.51,9.95,2.221,1.2159,0.2342,0.2072,6.5851,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:10.500000+07:00,2026-05-05T17:20:12.450000+07:00,ล้มข_00_orig,,1.0,original,0.9896,0.0063,0.9996,0.9738,0.7794,0.355,1.5897,0.16,0.7928,0.3611,1.6223,0.1637,0.3516,0.1467,0.6953,0.1105,11.1108,1.2402,13.7286,8.3154,5.413,0.7303,0.0,0.0,0.0,0.0104,0.003,568.1,499.6,0.9835,0.0,0.703,0.000865,112.1,115.8,5.8,3.7,97.2,98.0,33.37,6.15,0.738,0.9044,0.2342,0.2103,10.5281,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:11+07:00,2026-05-05T17:20:12.950000+07:00,ล้มข_00_orig,,1.0,original,0.9905,0.0069,1.0084,0.9738,0.9475,0.4843,2.3366,0.16,0.9623,0.4893,2.3553,0.1637,0.3493,0.1406,0.6953,0.1212,11.1225,1.4188,14.8731,8.1812,6.692,1.1264,0.0,0.0,0.0,0.0099,0.013,568.1,493.7,0.9837,0.0,0.699,0.000392,114.0,122.1,11.6,8.1,97.2,98.1,39.43,15.32,4.461,1.5081,0.2835,0.2195,23.2142,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:11.500000+07:00,2026-05-05T17:20:13.450000+07:00,ล้มข_00_orig,,1.0,original,0.9903,0.0079,1.0084,0.9738,0.9797,0.4718,2.3366,0.16,0.9956,0.4766,2.3553,0.1637,0.3454,0.1334,0.6142,0.1212,11.2256,1.4076,14.8731,8.1812,6.692,1.1769,0.0,0.0,0.0,0.0104,0.001,594.6,492.1,0.9826,0.0,0.691,0.000103,116.9,124.5,14.0,7.6,97.2,98.1,41.39,23.25,8.792,1.8201,0.3027,0.2391,21.7812,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:12+07:00,2026-05-05T17:20:13.950000+07:00,ล้มข_00_orig,,1.0,original,0.9903,0.0081,1.0084,0.9741,0.969,0.482,2.3366,0.16,0.985,0.488,2.3553,0.1637,0.3389,0.1272,0.6142,0.1507,11.4506,1.3278,14.8731,8.1812,6.692,1.1654,0.0,0.0,0.0,0.0104,-0.004,594.6,488.2,0.9823,0.0,0.678,-0.000152,120.3,125.2,14.7,4.9,97.2,98.0,40.96,21.15,8.019,1.9111,0.3027,0.2634,14.0431,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:12.500000+07:00,2026-05-05T17:20:14.450000+07:00,ล้มข_00_orig,,1.0,original,0.9902,0.0083,1.0084,0.9741,0.9981,0.4485,2.3366,0.1855,1.0146,0.4538,2.3553,0.1902,0.3245,0.1237,0.6142,0.1513,11.3618,1.3636,14.8731,8.1812,6.692,1.1923,0.0,0.0,0.0,0.0105,0.006,594.6,480.4,0.9821,0.0,0.649,-9.4e-05,123.5,127.1,10.6,3.6,97.2,98.0,30.48,11.16,4.21,1.3781,0.3027,0.2845,10.3174,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:13+07:00,2026-05-05T17:20:14.950000+07:00,ล้มข_00_orig,,1.0,original,0.9895,0.0078,1.0037,0.9741,0.8338,0.3281,1.6379,0.1855,0.8483,0.3343,1.6797,0.1902,0.3306,0.138,0.6342,0.1208,11.3094,1.2098,14.0004,8.8292,5.171,0.8002,0.0,0.0,0.0,0.0108,0.003,594.6,483.4,0.9819,0.0,0.661,0.000169,125.9,130.2,7.5,4.3,97.2,97.9,19.1,7.21,3.105,1.2153,0.3149,0.296,12.2422,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:13.500000+07:00,2026-05-05T17:20:15.450000+07:00,ล้มข_00_orig,,1.0,original,0.989,0.0068,0.9988,0.9741,0.8344,0.2952,1.6379,0.2814,0.8484,0.3011,1.6797,0.2878,0.2836,0.1281,0.6342,0.0894,11.1853,1.264,14.0004,8.8292,5.171,0.7811,0.0,0.0,0.0,0.011,-0.001,586.6,485.5,0.9823,0.0,0.567,0.000585,127.7,132.3,7.7,4.6,97.2,97.9,21.68,9.66,4.36,1.2477,0.3256,0.3011,13.0963,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:14+07:00,2026-05-05T17:20:15.950000+07:00,ล้มข_00_orig,,1.0,original,0.9895,0.0064,1.0056,0.9766,0.7378,0.3059,1.2971,0.1428,0.7497,0.3097,1.3136,0.1446,0.2879,0.1368,0.6342,0.0894,11.1791,1.1902,14.0004,8.8292,5.171,0.6356,0.0,0.0,0.0,0.0108,0.01,586.6,488.1,0.9832,0.0,0.576,0.001523,128.2,132.3,8.7,4.1,97.2,98.0,33.19,8.93,0.848,1.4098,0.3256,0.2927,11.6308,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:14.500000+07:00,2026-05-05T17:20:16.450000+07:00,ล้มข_00_orig,,1.0,original,0.9888,0.0066,1.0056,0.9765,0.6825,0.2862,1.2124,0.1428,0.6941,0.2903,1.219,0.1446,0.2935,0.1427,0.6342,0.0831,11.2973,1.1049,14.0004,9.1299,4.871,0.5457,0.0,0.0,0.0,0.0115,0.003,586.6,497.1,0.9823,0.0,0.587,-0.000417,126.7,132.3,14.6,5.6,97.3,98.0,41.16,17.29,-6.136,2.487,0.3256,0.2664,15.3043,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:15+07:00,2026-05-05T17:20:16.950000+07:00,ล้มข_00_orig,,1.0,original,0.989,0.007,1.0056,0.9748,0.6637,0.268,1.1539,0.1428,0.6751,0.2725,1.1717,0.1446,0.295,0.1375,0.5368,0.0831,11.3747,0.9658,13.1995,9.1299,4.07,0.5106,0.0,0.0,0.0,0.0113,-0.001,576.6,492.7,0.9822,0.0,0.59,-0.000904,123.9,132.3,14.6,8.4,97.6,98.0,39.55,21.89,-9.307,2.8799,0.3256,0.2287,20.3962,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:15.500000+07:00,2026-05-05T17:20:17.450000+07:00,ล้มข_00_orig,,1.0,original,0.9896,0.0069,1.0056,0.9748,0.6714,0.3075,1.3625,0.1428,0.6826,0.3124,1.3784,0.1446,0.303,0.1411,0.5368,0.0548,11.6241,0.8307,13.1995,9.5626,3.637,0.543,0.0,0.0,0.0,0.0107,-0.006,565.9,488.1,0.9829,0.0,0.606,-0.000912,120.5,129.6,11.9,9.1,97.4,98.0,35.51,15.75,-5.849,2.5664,0.2926,0.1865,23.9861,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:16+07:00,2026-05-05T17:20:17.950000+07:00,ล้มข_00_orig,,1.0,original,0.9894,0.0067,1.0002,0.9748,0.6647,0.2827,1.3625,0.2449,0.6757,0.2878,1.3784,0.2479,0.2769,0.1397,0.522,0.0548,11.5561,0.7944,13.1995,9.9896,3.21,0.5198,0.0,0.0,0.0,0.0106,0.0,586.9,493.8,0.9828,0.0,0.554,0.000189,118.1,122.9,6.8,4.8,97.0,97.9,25.77,6.31,-1.984,1.6152,0.2149,0.1561,14.5985,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:16.500000+07:00,2026-05-05T17:20:18.450000+07:00,ล้มข_00_orig,,1.0,original,0.9902,0.0071,1.0138,0.9748,0.6648,0.296,1.3625,0.2449,0.6754,0.3006,1.3784,0.2479,0.2726,0.132,0.522,0.0548,11.4587,0.8805,13.1995,8.7959,4.404,0.5274,0.0,0.0,0.0,0.0105,0.003,627.9,490.9,0.9832,0.0,0.545,0.000311,116.9,117.7,3.3,0.8,97.0,97.9,11.16,4.93,-1.693,0.6107,0.1568,0.1392,2.4331,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:17+07:00,2026-05-05T17:20:18.950000+07:00,ล้มข_00_orig,,1.0,original,0.9894,0.0072,1.0138,0.9778,0.6481,0.3184,1.3625,0.1612,0.6588,0.3233,1.3784,0.1641,0.2663,0.1344,0.5226,0.0548,11.3429,0.9446,12.8808,8.7959,4.085,0.5188,0.0,0.0,0.0,0.0116,-0.005,627.9,497.7,0.9824,0.0,0.533,0.000105,116.2,117.7,3.7,1.5,97.0,98.0,17.47,5.7,-1.859,0.7276,0.1518,0.1284,4.562,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:17.500000+07:00,2026-05-05T17:20:19.450000+07:00,ล้มข_00_orig,,1.0,original,0.9896,0.0071,1.0138,0.9788,0.6698,0.3774,2.0697,0.1612,0.6809,0.3831,2.0991,0.1641,0.2762,0.1228,0.5226,0.0762,11.1529,1.017,13.4097,8.7959,4.614,0.5876,0.0,0.0,0.0,0.0114,0.002,627.9,499.5,0.9826,0.025,0.552,0.001036,116.3,119.6,5.6,3.3,97.0,98.0,22.44,6.65,0.769,0.9975,0.1492,0.1256,10.1078,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:18+07:00,2026-05-05T17:20:19.950000+07:00,ล้มข_00_orig,,1.0,original,0.99,0.0077,1.0138,0.9798,0.7329,0.4067,2.0697,0.1612,0.7448,0.4116,2.0991,0.1641,0.3102,0.1111,0.5274,0.0917,11.1608,1.2639,15.5101,8.7959,6.714,0.6984,0.0,0.0,0.0,0.0114,-0.007,641.5,496.4,0.9825,0.0,0.62,-0.000178,117.2,120.9,6.9,3.7,97.4,98.1,23.26,10.37,3.69,0.8945,0.1622,0.1305,9.8219,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:18.500000+07:00,2026-05-05T17:20:20.450000+07:00,ล้มข_00_orig,,1.0,original,0.99,0.0077,1.0081,0.9738,0.7415,0.3995,2.0697,0.1612,0.7538,0.4047,2.0991,0.1641,0.3181,0.1278,0.6709,0.1166,11.2743,1.2721,15.5101,9.442,6.068,0.7055,0.0,0.0,0.0,0.0108,0.006,641.5,495.5,0.9824,0.0,0.636,-0.00018,118.2,120.9,6.9,2.7,97.5,98.1,23.19,9.24,2.785,0.9762,0.1622,0.1359,6.8917,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:19+07:00,2026-05-05T17:20:20.950000+07:00,ล้มข_00_orig,,1.0,original,0.9907,0.0076,1.0081,0.9738,0.6856,0.4194,2.0697,0.1,0.6968,0.4252,2.0991,0.1009,0.3235,0.1408,0.7181,0.1221,11.323,1.2272,15.5101,9.442,6.068,0.6415,0.0,0.0,0.0,0.0099,-0.003,664.2,499.9,0.9832,0.025,0.647,-0.000966,118.7,120.9,4.6,2.2,97.5,98.0,20.45,5.8,-0.851,0.6508,0.1622,0.1372,5.6155,sideways_fall,fall,ล้มข้าง
2026-05-05T17:20:19.500000+07:00,2026-05-05T17:20:21.450000+07:00,ล้มข_00_orig,,1.0,original,0.9903,0.0078,1.0081,0.9738,0.6464,0.359,1.4985,0.1,0.6574,0.3643,1.5136,0.1009,0.3331,0.1593,0.7181,0.0949,11.3984,1.1731,15.5101,9.445,6.065,0.5435,0.0,0.0,0.0,0.0103,-0.003,664.2,505.2,0.9826,0.0,0.666,0.000839,118.0,120.9,6.5,2.9,97.1,98.0,17.36,8.72,-3.413,0.92,0.1622,0.1266,8.5373,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:00+07:00,2026-05-05T17:45:01.950000+07:00,ล้มข_01_orig,,1.0,original,0.9921,0.0453,1.0789,0.9249,1.6799,0.6884,3.0997,0.0,2.7373,1.1452,5.6649,0.0,28.3692,10.6164,48.0164,9.7726,104.0136,2.5868,108.8402,99.3308,9.509,3.2841,0.0,0.0,0.0,0.0401,-0.007,590.7,500.7,0.9491,0.0,56.738,-0.001901,83.6,84.4,1.3,0.8,97.2,98.0,12.27,3.03,0.234,0.1237,0.0182,0.0052,2.3669,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:00.500000+07:00,2026-05-05T17:45:02.450000+07:00,ล้มข_01_orig,,1.0,original,0.9901,0.0445,1.0789,0.9075,1.7064,0.6324,3.0997,0.649,2.7463,1.0299,5.6649,1.1512,28.2164,10.5571,48.0164,9.7726,103.9762,2.6711,108.8402,99.3308,9.509,3.3017,0.0,0.0,0.0,0.0394,-0.002,587.9,491.2,0.9479,0.0,56.433,-0.001925,83.8,84.9,1.8,1.1,97.2,97.9,12.79,5.39,0.993,0.1713,0.0226,0.0099,3.2545,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:01+07:00,2026-05-05T17:45:02.950000+07:00,ล้มข_01_orig,,1.0,original,0.9863,0.0478,1.0789,0.9075,1.7717,0.6403,3.0997,0.9472,2.8714,1.0261,5.6649,1.285,28.7183,10.7379,48.0164,9.7726,104.1585,2.5953,108.8402,99.3308,9.509,3.5387,0.0,0.0,0.0,0.0424,0.003,587.9,497.3,0.9413,0.0,57.437,0.000655,84.3,85.2,2.1,0.9,97.2,97.9,12.46,6.17,1.228,0.1998,0.0283,0.0146,2.6628,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:01.500000+07:00,2026-05-05T17:45:03.450000+07:00,ล้มข_01_orig,,1.0,original,0.985,0.0463,1.0781,0.9075,1.7622,0.6312,3.0997,0.743,2.8878,1.0534,5.6649,1.285,29.5515,10.9525,48.0164,10.9414,104.0072,2.7989,109.2278,99.3308,9.897,3.4938,0.0,0.0,0.0,0.0416,-0.002,587.9,494.9,0.9414,0.0,59.103,0.000201,84.8,85.7,2.0,0.9,97.4,97.9,11.98,4.59,0.918,0.1835,0.0318,0.0202,2.4726,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:02+07:00,2026-05-05T17:45:03.950000+07:00,ล้มข_01_orig,,1.0,original,0.9217,0.2675,1.594,0.2657,3.2091,5.4395,33.6677,0.743,17.9787,67.6957,430.3852,1.5005,68.2195,89.4905,331.2335,3.2663,97.3611,17.2167,109.2278,46.5052,62.723,39.1461,5.0,0.0,7.0,0.1511,0.005,587.9,495.3,0.7272,0.075,136.439,-0.000642,85.3,86.2,1.7,0.9,97.4,97.9,10.89,3.95,0.814,0.0267,0.2682,0.0548,12.411,sideways_fall,fall,ล้มข้าง
2026-05-05T17:45:02.500000+07:00,2026-05-05T17:45:04.450000+07:00,ล้มข_01_orig,,1.0,original,1.0727,0.9013,3.9342,0.2426,6.9453,14.5857,83.3063,0.743,40.3968,98.3056,456.8989,1.5005,99.2696,108.1399,331.2335,3.2663,88.5026,23.877,109.2278,34.2861,74.942,255.662,11.0,4.0,13.0,0.4967,-0.006,2266.5,641.3,0.5642,0.075,198.539,-0.000349,85.8,86.9,1.9,1.1,97.4,98.0,11.4,4.77,0.987,0.025,0.2701,0.0958,15.9273,sideways_fall,fall,ล้มข้าง
