pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p,class_en,class_th,category,src_file,n_windows_in_class,us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,nano_millis_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,temperature_C,humidity_percent,pressure_kPa,proximity,red,green,blue,mic_mean_abs,mic_rms,mic_peak,window_start_ts,window_end_ts,session_id,class,label,source,svm_mean,svm_std,svm_max,svm_min,jerk_mean,jerk_std,jerk_max,jerk_min,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,jerk_energy,free_fall_n,impact_n,high_rot_n,svm_dev_mean,press_delta,mic_p2p_max,mic_p2p_mean,GSI,jerk_sparsity,angular_impulse,press_slope,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,fcri
2026-05-28T00:03:44.272,2517272.0,-0.89,-0.44,0.14,-3.1,17.2,10.3,-32.2,51.6,18.4,101.115,36.61,0.0,1.0,0.0,1.0,2.0,NONE,30.0,183.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.322,2517320.0,-0.87,-0.46,0.18,-2.6,21.5,10.6,-32.0,51.5,18.4,101.113,36.61,0.0,1.0,0.0,1.0,2.0,NONE,49.0,274.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.373,2517372.0,-0.83,-0.47,0.17,3.0,23.0,10.7,-32.1,52.2,17.7,101.113,36.61,0.0,1.0,1.0,1.0,3.0,NONE,47.0,263.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.425,2517424.0,-0.83,-0.52,0.17,-3.4,19.6,6.3,-32.7,52.0,16.8,101.109,36.62,0.0,1.0,1.0,1.0,3.0,NONE,49.0,297.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.472,2517472.0,-0.94,-0.52,0.18,-8.0,15.1,3.6,-33.1,52.6,17.0,101.109,36.62,0.0,1.0,1.0,1.0,3.0,NONE,112.0,596.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.521,2517520.0,-0.83,-0.47,0.16,-14.0,4.3,-4.4,-32.9,52.9,16.5,101.114,36.63,0.0,1.0,1.0,1.0,3.0,NONE,84.0,518.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.571,2517572.0,-0.91,-0.46,0.19,-10.8,1.5,-1.1,-32.8,52.7,17.4,101.113,36.63,0.0,1.0,1.0,1.0,3.0,NONE,53.0,334.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.621,2517622.0,-0.86,-0.44,0.21,-4.1,14.3,-0.9,-33.2,53.3,15.8,101.11,36.63,0.0,1.0,1.0,1.0,3.0,NONE,83.0,421.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.671,2517670.0,-0.85,-0.42,0.22,2.6,12.4,-8.1,-33.6,53.7,16.9,101.115,36.63,0.0,1.0,1.0,1.0,3.0,NONE,81.0,482.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.723,2517722.0,-0.87,-0.45,0.23,14.5,21.3,-11.2,-34.0,53.1,16.4,101.11,36.63,0.0,1.0,1.0,1.0,3.0,NONE,73.0,412.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.771,2517774.0,-0.81,-0.51,0.25,15.5,16.5,-10.1,-34.8,52.2,16.2,101.113,36.63,0.0,1.0,1.0,1.0,3.0,NONE,87.0,551.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.821,2517820.0,-0.76,-0.52,0.27,4.9,7.4,-10.9,-35.2,52.1,17.0,101.111,36.63,0.0,1.0,1.0,1.0,3.0,NONE,70.0,399.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.872,2517872.0,-0.73,-0.54,0.25,-8.8,-6.2,-15.2,-35.7,52.0,17.2,101.113,36.64,0.0,1.0,1.0,1.0,3.0,NONE,92.0,564.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.921,2517920.0,-0.83,-0.46,0.57,-46.6,-40.3,-16.7,-35.7,51.8,16.5,101.115,36.63,0.0,1.0,1.0,1.0,3.0,NONE,60.0,404.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:44.973,2517972.0,-0.97,-0.16,0.43,7.1,22.2,-0.5,-36.2,52.5,17.1,101.113,36.64,0.0,1.0,1.0,1.0,3.0,NONE,42.0,224.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.021,2518022.0,-0.67,-0.62,0.28,-4.8,-9.4,2.9,-36.3,52.5,16.4,101.112,36.64,0.0,1.0,1.0,1.0,3.0,NONE,24.0,146.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.071,2518070.0,-1.02,-0.2,0.33,0.1,-5.7,4.6,-35.7,52.5,16.5,101.113,36.63,0.0,1.0,0.0,1.0,2.0,NONE,43.0,267.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.123,2518122.0,-0.92,-0.36,0.29,2.0,-13.7,-0.2,-35.3,52.0,15.8,101.116,36.65,0.0,1.0,0.0,1.0,2.0,NONE,47.0,336.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.176,2518174.0,-1.02,-0.29,0.33,5.1,-8.4,3.2,-34.9,51.9,16.7,101.113,36.64,0.0,1.0,0.0,0.0,1.0,NONE,56.0,280.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.222,2518220.0,-0.94,-0.36,0.3,5.5,-2.9,5.4,-35.0,52.5,16.5,101.111,36.64,0.0,1.0,0.0,0.0,1.0,NONE,39.0,227.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.271,2518272.0,-0.93,-0.33,0.3,1.8,0.5,3.9,-35.1,52.0,17.7,101.115,36.65,0.0,1.0,0.0,1.0,2.0,NONE,57.0,372.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.322,2518320.0,-0.89,-0.32,0.23,3.3,2.4,3.8,-34.9,51.9,17.2,101.117,36.64,0.0,1.0,0.0,1.0,2.0,NONE,111.0,774.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.374,2518372.0,-0.87,-0.32,0.22,-1.0,-2.7,2.8,-35.0,52.2,17.6,101.111,36.64,0.0,1.0,0.0,1.0,2.0,NONE,76.0,470.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.425,2518424.0,-0.89,-0.3,0.18,-1.3,-5.7,8.9,-34.6,52.3,18.3,101.111,36.64,0.0,1.0,0.0,1.0,2.0,NONE,73.0,526.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.472,2518472.0,-0.86,-0.25,0.14,-1.4,-12.9,10.6,-34.1,52.3,17.2,101.113,36.65,0.0,1.0,0.0,0.0,1.0,NONE,65.0,364.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.522,2518520.0,-0.85,-0.22,0.06,20.3,-19.0,13.7,-33.1,53.5,17.9,101.113,36.65,0.0,1.0,0.0,0.0,1.0,NONE,67.0,447.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.571,2518572.0,-1.01,-0.63,0.38,25.1,-16.7,13.9,-32.7,52.9,17.3,101.112,36.65,0.0,1.0,0.0,1.0,2.0,NONE,76.0,457.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.622,2518622.0,-0.9,-0.39,0.2,-6.3,-24.5,10.1,-31.7,52.5,20.0,101.114,36.65,0.0,1.0,0.0,1.0,2.0,NONE,61.0,279.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.672,2518670.0,-1.0,-0.3,0.15,26.1,-5.3,6.5,-31.2,53.1,19.0,101.114,36.65,0.0,1.0,0.0,1.0,2.0,NONE,83.0,376.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.722,2518722.0,-0.87,-0.57,0.15,19.9,-1.3,4.2,-30.5,52.5,20.7,101.112,36.65,0.0,1.0,0.0,1.0,2.0,NONE,81.0,427.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.776,2518774.0,-0.87,-0.48,0.14,9.9,0.2,5.4,-30.9,52.7,21.5,101.112,36.65,0.0,1.0,0.0,1.0,2.0,NONE,168.0,795.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.822,2518820.0,-0.9,-0.45,0.13,7.4,4.5,4.3,-30.4,51.9,20.1,101.113,36.65,0.0,1.0,0.0,1.0,2.0,NONE,124.0,709.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.872,2518872.0,-0.9,-0.45,0.18,6.0,23.6,5.4,-30.5,53.1,20.9,101.11,36.65,0.0,1.0,0.0,1.0,2.0,NONE,145.0,641.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.922,2518920.0,-0.88,-0.48,0.13,0.9,31.2,3.1,-30.5,52.7,21.8,101.111,36.65,0.0,1.0,0.0,1.0,2.0,NONE,95.0,541.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:45.973,2518972.0,-0.91,-0.48,0.12,-5.3,33.7,4.0,-30.8,52.7,20.4,101.109,36.65,0.0,1.0,0.0,1.0,2.0,NONE,55.0,355.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.022,2519024.0,-0.89,-0.46,0.09,-4.6,38.3,3.5,-31.2,53.0,20.0,101.115,36.65,0.0,1.0,0.0,1.0,2.0,NONE,139.0,652.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.073,2519072.0,-0.87,-0.46,0.12,-0.2,31.6,-2.7,-31.6,53.4,19.6,101.111,36.66,0.0,1.0,0.0,1.0,2.0,NONE,59.0,363.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.122,2519120.0,-0.71,-0.62,0.19,-7.1,7.2,-15.6,-32.7,53.6,18.8,101.112,36.66,0.0,1.0,0.0,1.0,2.0,NONE,196.0,833.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.173,2519172.0,-0.76,-0.26,0.2,-58.8,-26.4,-17.5,-33.5,53.1,18.9,101.113,36.65,0.0,1.0,0.0,1.0,2.0,NONE,164.0,817.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.222,2519222.0,-0.97,-0.09,0.36,6.7,27.8,-2.1,-33.0,54.3,19.5,101.109,36.65,0.0,1.0,0.0,1.0,2.0,NONE,72.0,482.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.272,2519270.0,-0.75,-0.59,0.32,-10.3,-2.9,0.1,-34.1,54.3,17.9,101.112,36.65,0.0,1.0,0.0,0.0,1.0,NONE,60.0,402.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.323,2519322.0,-0.9,-0.28,0.38,-2.0,2.4,6.3,-34.0,53.7,18.2,101.113,36.66,0.0,1.0,0.0,0.0,1.0,NONE,59.0,351.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28T00:03:46.375,2519374.0,-0.93,-0.4,0.32,5.3,-9.0,-0.8,-33.2,54.4,18.4,101.106,36.65,0.0,1.0,0.0,0.0,1.0,NONE,81.0,451.0,slow_collapse_fall,ล้มแบบค่อยๆทรุด,fall,slow_collapse_fall_20260528_000343_class_01.csv,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
